rank,City,avg_rating,review_count,rating_std,avg_polarity,rating_score,volume_score,sentiment_score,hotspot_score
225,Dona Paula,4.2308,992,0.8804,0.3444,0.7692376923769239,0.5753793473944735,0.5098317757009346,0.659199
226,Chamba,4.2271,1506,0.8689,0.2696,0.7681276812768127,0.6140444617814915,0.45390654205607484,0.659058
227,Kodagurki,5.0,1,,0.725,1.0,0.0,0.7943925233644861,0.658879
228,Sanvordem,4.7812,32,0.42,0.4222,0.934359343593436,0.25984276663677075,0.5680000000000002,0.658733
229,Pachmarhi,4.127,2401,0.8752,0.2777,0.7380973809738096,0.657254642924393,0.45996261682243,0.658218
230,Vagamon,4.316,712,0.8077,0.3137,0.7947979479794798,0.544675938550709,0.48687850467289717,0.658177
231,Nagoa,4.9091,11,0.3015,0.4723,0.9727297272972728,0.16607773328140368,0.6054579439252337,0.65728
232,Mandi,4.3184,625,0.8201,0.3267,0.7955179551795517,0.5326141244117031,0.49659813084112153,0.656863
233,Manipal,4.361,457,0.7601,0.3396,0.8082980829808297,0.5036503220046415,0.5062429906542056,0.656493
234,Jim Corbett National Park,4.1637,1692,0.8274,0.2924,0.7491074910749108,0.6248318043268148,0.4709532710280374,0.656194
235,Rameswaram,3.9425,6365,0.9567,0.2663,0.6827468274682746,0.7475965227973571,0.4514392523364486,0.65594
236,Lachung,4.1865,1453,0.8878,0.2955,0.7559475594755947,0.610725933329677,0.4732710280373833,0.655846
237,Satara,4.2182,1045,0.8271,0.3235,0.7654576545765459,0.5801990270993653,0.49420560747663567,0.65563
238,Nedumbassery,4.725,40,0.64,0.4174,0.9174991749917498,0.27996242087879863,0.5644112149532711,0.655621
239,Ajanta,4.1101,2025,0.9161,0.3076,0.7330273302733028,0.6414752961824767,0.48231775700934576,0.65542
240,Ajmer,4.0787,2948,0.9374,0.2686,0.7236072360723609,0.6762712799857876,0.4531588785046729,0.655317
241,Haflong,4.8889,9,0.3333,0.513,0.9666696666966669,0.14917839416769887,0.6358878504672897,0.655266
242,Naukuchiatal,4.3636,429,0.8049,0.3396,0.8090780907809078,0.49780308423352515,0.5062429906542056,0.655129
