City,review_count,avg_rating,rating_std,min_rating,max_rating,unique_places,unique_reviewers,five_star_rate,rank,dense_rank,row_num,pct_rank,review_pct
Palani,615,3.8927,0.9693,1.0,5.0,8,1,0.3089,269,260,269,0.1485,0.04
Namchi,606,4.2426,0.8084,2.0,5.0,13,1,0.4538,270,261,270,0.149,0.04
Mandvi,602,4.1894,0.907,1.0,5.0,10,1,0.4468,271,262,271,0.1496,0.04
Faridabad,599,4.0985,0.91,1.0,5.0,18,1,0.389,272,263,272,0.1501,0.04
Thuckalay,597,4.0586,0.8464,1.0,5.0,1,1,0.3417,273,264,273,0.1507,0.04
Kohima,595,3.8218,1.2193,1.0,5.0,18,1,0.3597,274,265,274,0.1512,0.04
Hospet,589,4.2292,0.8412,1.0,5.0,4,1,0.4567,275,266,275,0.1518,0.04
Bhagamandala,588,4.1395,0.8302,2.0,5.0,3,1,0.398,276,267,276,0.1524,0.04
Mandla,584,4.1935,0.8438,1.0,5.0,7,1,0.4281,277,268,277,0.1529,0.04
Vasco da Gama,576,4.316,0.822,1.0,5.0,12,1,0.5087,278,269,278,0.1535,0.04
Diveagar,573,4.3874,0.8108,1.0,5.0,4,1,0.555,279,270,279,0.154,0.04
Majorda,569,4.5308,0.7117,2.0,5.0,8,1,0.6397,280,271,280,0.1546,0.04
Greater Noida,568,4.3486,0.8451,1.0,5.0,8,1,0.544,281,272,281,0.1551,0.04
Bandhavgarh National Park,567,4.0829,0.9296,1.0,5.0,9,1,0.4039,282,273,282,0.1557,0.04
Bharuch,563,4.3055,0.813,1.0,5.0,22,1,0.4991,283,274,283,0.1562,0.04
Kollur,557,4.2101,0.7939,1.0,5.0,10,1,0.4147,284,275,284,0.1568,0.04
Malpe,557,4.447,0.7931,1.0,5.0,2,1,0.5925,284,275,285,0.1568,0.04
Daulatabad,553,3.9132,0.9779,1.0,5.0,3,1,0.3237,286,276,286,0.1579,0.04
Dabolim,551,4.7877,0.5084,2.0,5.0,4,1,0.8312,287,277,287,0.1584,0.04
Dharmapuri,549,3.8798,1.1025,1.0,5.0,7,1,0.3661,288,278,288,0.159,0.04
Cansaulim,548,4.4745,0.7339,1.0,5.0,6,1,0.5949,289,279,289,0.1596,0.04
Ranthambore National Park,545,4.3119,0.839,2.0,5.0,8,1,0.5138,290,280,290,0.1601,0.04
Kaushambi,542,4.4557,0.7956,1.0,5.0,3,1,0.6089,291,281,291,0.1607,0.04
Maheshwar,534,4.3127,0.7925,2.0,5.0,19,1,0.5037,292,282,292,0.1612,0.04
Candolim,532,4.0808,1.0283,1.0,5.0,6,1,0.4342,293,283,293,0.1618,0.04
Tiruvannamalai,529,4.1078,0.8471,1.0,5.0,13,1,0.3875,294,284,294,0.1623,0.04
Bekal,528,4.4167,0.7574,2.0,5.0,8,1,0.5606,295,285,295,0.1629,0.04
Sonamarg,518,3.9903,1.049,1.0,5.0,12,1,0.4151,296,286,296,0.1634,0.03
Narkanda,513,4.2047,0.8987,1.0,5.0,4,1,0.4717,297,287,297,0.164,0.03
Rajgir,505,4.0436,0.9749,1.0,5.0,22,1,0.3901,298,288,298,0.1645,0.03
Konark,496,4.1613,0.882,1.0,5.0,11,1,0.4214,299,289,299,0.1651,0.03
Muttukadu,495,4.2162,0.8746,1.0,5.0,3,1,0.4545,300,290,300,0.1657,0.03
Omkareshwar,494,3.9595,0.8319,1.0,5.0,10,1,0.2895,301,291,301,0.1662,0.03
Subramanya,491,4.1242,0.8706,1.0,5.0,8,1,0.4033,302,292,302,0.1668,0.03
Rajahmundry,485,4.2165,0.8109,1.0,5.0,15,1,0.4268,303,293,303,0.1673,0.03
Ramnagar,482,4.3029,0.8528,1.0,5.0,8,1,0.5187,304,294,304,0.1679,0.03
Solapur,482,4.2676,0.8389,1.0,5.0,15,1,0.4751,304,294,305,0.1679,0.03
Shrivardhan,481,4.2225,0.912,1.0,5.0,9,1,0.4823,306,295,306,0.169,0.03
Sasan Gir,480,3.8833,0.8947,1.0,5.0,2,1,0.2521,307,296,307,0.1695,0.03
Bidar,476,4.0609,0.9282,1.0,5.0,13,1,0.3803,308,297,308,0.1701,0.03
Cuttack,475,4.1621,0.835,1.0,5.0,17,1,0.3916,309,298,309,0.1706,0.03
Kolar,474,4.1835,0.8833,1.0,5.0,15,1,0.4325,310,299,310,0.1712,0.03
Munsiyari,473,4.0634,0.8184,1.0,5.0,11,1,0.3277,311,300,311,0.1717,0.03
Dabguli,470,4.2574,0.9506,1.0,5.0,2,1,0.5255,312,301,312,0.1723,0.03
Katra,466,4.2167,0.8232,2.0,5.0,11,1,0.4378,313,302,313,0.1729,0.03
Chitradurga,464,4.1272,0.8538,1.0,5.0,12,1,0.3922,314,303,314,0.1734,0.03
Ambaji,463,4.2549,0.8322,1.0,5.0,8,1,0.46,315,304,315,0.174,0.03
Durgapur,463,4.2354,0.8049,1.0,5.0,14,1,0.432,315,304,316,0.174,0.03
Manipal,457,4.3611,0.7601,1.0,5.0,11,1,0.5164,317,305,317,0.1751,0.03
Kas,451,4.0798,0.9275,1.0,5.0,1,1,0.3991,318,306,318,0.1756,0.03
Shingnapur,451,3.7805,0.9396,1.0,5.0,2,1,0.2284,318,306,319,0.1756,0.03
Chittoor,450,4.2644,0.8462,1.0,5.0,24,1,0.4778,320,307,320,0.1767,0.03
Kedarnath,450,3.8044,1.0218,1.0,5.0,7,1,0.2956,320,307,321,0.1767,0.03
Jhansi,446,4.0381,0.9438,1.0,5.0,14,1,0.3767,322,308,322,0.1778,0.03
Balasore,445,4.0921,0.9315,1.0,5.0,16,1,0.3978,323,309,323,0.1784,0.03
Deshnoke,441,3.7755,1.0031,1.0,5.0,1,1,0.2608,324,310,324,0.1789,0.03
Valsad,434,4.4516,0.7771,1.0,5.0,21,1,0.6014,325,311,325,0.1795,0.03
Amarkantak,431,4.0209,0.8336,2.0,5.0,16,1,0.3225,326,312,326,0.1801,0.03
Gaya,430,3.7791,0.9704,1.0,5.0,21,1,0.2465,327,313,327,0.1806,0.03
Sanchi,430,3.9907,0.9752,1.0,5.0,13,1,0.3628,327,313,328,0.1806,0.03
Naukuchiatal,429,4.3636,0.8049,1.0,5.0,2,1,0.5361,329,314,329,0.1817,0.03
Murud,424,4.0472,0.9084,1.0,5.0,10,1,0.3632,330,315,330,0.1823,0.03
Sambalpur,423,4.1726,0.8151,1.0,5.0,24,1,0.4043,331,316,331,0.1828,0.03
Kakkabe,420,3.881,1.0201,1.0,5.0,3,1,0.3143,332,317,332,0.1834,0.03
Meerut,419,4.2291,0.85,1.0,5.0,19,1,0.4439,333,318,333,0.1839,0.03
Srikalahasti,419,3.9642,0.8674,1.0,5.0,10,1,0.3055,333,318,334,0.1839,0.03
Belgaum,415,4.2169,0.8113,1.0,5.0,19,1,0.4241,335,319,335,0.185,0.03
Bilaspur,406,4.2069,0.85,1.0,5.0,27,1,0.4433,336,320,336,0.1856,0.03
Igatpuri,401,4.4738,0.7483,2.0,5.0,9,1,0.5985,337,321,337,0.1861,0.03
Dindigul,399,4.0652,0.9435,1.0,5.0,22,1,0.3885,338,322,338,0.1867,0.03
Dawki,396,4.2222,0.8486,1.0,5.0,2,1,0.452,339,323,339,0.1873,0.03
Gorakhpur,396,4.2803,0.8448,1.0,5.0,18,1,0.4848,339,323,340,0.1873,0.03
Jalpaiguri,391,4.2148,0.832,1.0,5.0,19,1,0.4373,341,324,341,0.1884,0.03
Mohali,388,4.2371,0.9885,1.0,5.0,16,1,0.5258,342,325,342,0.1889,0.03
Sunkadahalli,386,4.4611,0.6836,2.0,5.0,1,1,0.5596,343,326,343,0.1895,0.03
Modhera,383,4.2272,0.8519,1.0,5.0,2,1,0.4621,344,327,344,0.19,0.03
Sakleshpur,383,4.0339,0.9796,1.0,5.0,6,1,0.389,344,327,345,0.19,0.03
Pattadakal,376,4.0426,0.8506,1.0,5.0,10,1,0.3484,346,328,346,0.1911,0.03
Kotagiri,374,4.2968,0.854,1.0,5.0,7,1,0.5134,347,329,347,0.1917,0.03
Sirsi,372,4.2177,0.8425,1.0,5.0,24,1,0.4462,348,330,348,0.1922,0.03
Pothamedu,370,4.3135,0.7991,2.0,5.0,1,1,0.4865,349,331,349,0.1928,0.02
Bishnupur,369,3.9214,0.832,2.0,5.0,25,1,0.2737,350,332,350,0.1934,0.02
Dhanbad,367,4.3896,0.7846,1.0,5.0,11,1,0.5477,351,333,351,0.1939,0.02
Malappuram,366,4.2705,0.8146,1.0,5.0,21,1,0.4699,352,334,352,0.1945,0.02
Geyzing,365,4.6356,0.6473,2.0,5.0,2,1,0.7178,353,335,353,0.195,0.02
Theni,365,4.1205,0.9059,1.0,5.0,18,1,0.4192,353,335,354,0.195,0.02
Rourkela,364,4.2967,0.8198,1.0,5.0,17,1,0.4863,355,336,355,0.1961,0.02
Pathanamthitta,362,4.0276,0.9081,1.0,5.0,20,1,0.3564,356,337,356,0.1967,0.02
Puttaparthi,358,4.2039,0.8201,1.0,5.0,11,1,0.4274,357,338,357,0.1972,0.02
Taoru,352,4.5938,0.7099,2.0,5.0,2,1,0.7074,358,339,358,0.1978,0.02
Jagdalpur,351,4.1852,0.8468,2.0,5.0,11,1,0.433,359,340,359,0.1983,0.02
Hooghly,351,4.0541,0.8783,2.0,5.0,19,1,0.3675,359,340,360,0.1983,0.02
Ayodhya,346,3.974,0.8249,1.0,5.0,13,1,0.2717,361,341,361,0.1994,0.02
Betalbatim,342,4.5058,0.7649,1.0,5.0,8,1,0.6433,362,342,362,0.2,0.02
Tumkur,342,4.3099,0.8089,2.0,5.0,19,1,0.5058,362,342,363,0.2,0.02
Bathinda,340,4.2147,0.8712,1.0,5.0,14,1,0.4618,364,343,364,0.2011,0.02
Secunderabad,340,4.3176,0.7598,1.0,5.0,15,1,0.4706,364,343,365,0.2011,0.02
Sringeri,340,4.2824,0.785,2.0,5.0,10,1,0.4676,364,343,366,0.2011,0.02
Dharmasthala,330,4.0545,0.8665,1.0,5.0,5,1,0.3424,367,344,367,0.2028,0.02
Ravangla,325,4.2154,0.7953,2.0,5.0,12,1,0.4277,368,345,368,0.2033,0.02
Solan,320,4.35,0.8282,1.0,5.0,11,1,0.5219,369,346,369,0.2039,0.02
Narmada,319,4.2132,0.924,1.0,5.0,3,1,0.4702,370,347,370,0.2044,0.02
New Tehri,319,4.2947,0.7776,2.0,5.0,5,1,0.4671,370,347,371,0.2044,0.02
Manikaran,318,4.1541,0.8871,2.0,5.0,5,1,0.4214,372,348,372,0.2055,0.02
Pandharpur,317,4.0883,0.8335,2.0,5.0,7,1,0.3596,373,349,373,0.2061,0.02
Jwalamukhi,315,4.0063,0.8887,2.0,5.0,2,1,0.3365,374,350,374,0.2066,0.02
Kannan Devan Hills,315,4.3111,0.7931,2.0,5.0,1,1,0.4889,374,350,375,0.2066,0.02
Nellore,314,4.2389,0.7772,1.0,5.0,18,1,0.4204,376,351,376,0.2078,0.02
Tapovan,311,4.6399,0.676,2.0,5.0,8,1,0.7299,377,352,377,0.2083,0.02
Lavasa,310,4.3161,0.9331,1.0,5.0,3,1,0.5484,378,353,378,0.2089,0.02
Chhatarpur,307,4.3909,0.8306,2.0,5.0,6,1,0.5798,379,354,379,0.2094,0.02
Virar,307,4.1498,0.992,1.0,5.0,9,1,0.4658,379,354,380,0.2094,0.02
Nagapattinam,305,3.8131,1.0136,1.0,5.0,31,1,0.282,381,355,381,0.2105,0.02
Chitrakoot,304,4.0658,0.9059,1.0,5.0,12,1,0.375,382,356,382,0.2111,0.02
Hunsur,297,3.7879,1.0161,1.0,5.0,2,1,0.2795,383,357,383,0.2116,0.02
Sikar,297,4.1852,0.9131,1.0,5.0,7,1,0.4545,383,357,384,0.2116,0.02
Naldehra,296,3.9966,0.9725,1.0,5.0,1,1,0.3682,385,358,385,0.2127,0.02
Aizawl,295,4.0,0.9404,1.0,5.0,20,1,0.3356,386,359,386,0.2133,0.02
Ukhimath,295,4.1966,0.8423,2.0,5.0,2,1,0.4373,386,359,387,0.2133,0.02
Uttarkashi,293,4.1741,0.8722,2.0,5.0,17,1,0.4505,388,360,388,0.2144,0.02
Purulia,291,4.3368,0.8769,1.0,5.0,10,1,0.5533,389,361,389,0.215,0.02
Baratang Island,290,3.8931,0.8144,1.0,5.0,2,1,0.2448,390,362,390,0.2155,0.02
Anantnag,289,4.0969,0.8923,1.0,5.0,9,1,0.3841,391,363,391,0.2161,0.02
Nalanda,289,3.6817,1.0487,1.0,5.0,10,1,0.2664,391,363,392,0.2161,0.02
Anand,287,4.2683,0.7626,2.0,5.0,13,1,0.4425,393,364,393,0.2172,0.02
Pinjore,285,4.3474,0.8488,1.0,5.0,3,1,0.5474,394,365,394,0.2177,0.02
Bellary,283,4.1272,0.9176,1.0,5.0,13,1,0.417,395,366,395,0.2183,0.02
Tezpur,281,4.1281,0.8771,2.0,5.0,17,1,0.4057,396,367,396,0.2188,0.02
Nanded,277,4.343,0.8174,2.0,5.0,9,1,0.5307,397,368,397,0.2194,0.02
Gandikota,276,4.3732,0.7967,2.0,5.0,3,1,0.5471,398,369,398,0.2199,0.02
Lamayuru,274,4.2993,0.7738,2.0,5.0,2,1,0.4781,399,370,399,0.2205,0.02
Sanguem,272,4.5735,0.6993,2.0,5.0,4,1,0.6765,400,371,400,0.2211,0.02
Kaziranga National Park,271,4.2288,0.7837,2.0,5.0,2,1,0.4244,401,372,401,0.2216,0.02
Anjarle,267,4.3783,0.7823,2.0,5.0,2,1,0.5431,402,373,402,0.2222,0.02
Salasar,267,4.3371,0.7451,1.0,5.0,1,1,0.4831,402,373,403,0.2222,0.02
Kalyan,264,4.1515,0.8453,1.0,5.0,5,1,0.3902,404,374,404,0.2233,0.02
Gangotri,261,4.0192,0.8702,1.0,5.0,7,1,0.341,405,375,405,0.2238,0.02
Rudra Prayag,258,4.2093,0.8245,2.0,5.0,9,1,0.4341,406,376,406,0.2244,0.02
Ganjam,257,4.2023,0.8232,1.0,5.0,19,1,0.4163,407,377,407,0.2249,0.02
Gondia,255,4.2039,0.8771,1.0,5.0,12,1,0.4431,408,378,408,0.2255,0.02
Karaikudi,253,4.1344,0.8578,1.0,5.0,9,1,0.3874,409,379,409,0.226,0.02
Taradevi,253,4.419,0.7116,2.0,5.0,1,1,0.5336,409,379,410,0.226,0.02
Kamshet,252,4.5556,0.7736,2.0,5.0,6,1,0.6984,411,380,411,0.2271,0.02
Mirzapur,250,4.072,0.8424,1.0,5.0,13,1,0.348,412,381,412,0.2277,0.02
Rupnagar,250,4.248,0.875,2.0,5.0,12,1,0.484,412,381,413,0.2277,0.02
Chalakudy,248,4.3589,0.8224,1.0,5.0,10,1,0.5282,414,382,414,0.2288,0.02
Anachal,245,4.2939,0.8119,1.0,5.0,1,1,0.4612,415,383,415,0.2294,0.02
Asansol,244,4.1803,0.8512,1.0,5.0,9,1,0.4139,416,384,416,0.2299,0.02
Sangli,243,4.1687,0.8626,1.0,5.0,13,1,0.4198,417,385,417,0.2305,0.02
Adilabad,242,4.1777,0.9049,1.0,5.0,14,1,0.4545,418,386,418,0.231,0.02
Kakinada,242,4.2107,0.9774,1.0,5.0,11,1,0.4959,418,386,419,0.231,0.02
Bogmalo,241,4.3568,0.8449,1.0,5.0,6,1,0.5436,420,387,420,0.2321,0.02
Amravati,240,4.225,0.7758,2.0,5.0,21,1,0.425,421,388,421,0.2327,0.02
Nahan,240,4.2792,0.9063,1.0,5.0,12,1,0.5167,421,388,422,0.2327,0.02
Champaner,239,4.0084,0.9074,1.0,5.0,9,1,0.3389,423,389,423,0.2338,0.02
Palolem,237,4.1055,0.7929,2.0,5.0,2,1,0.346,424,390,424,0.2343,0.02
Mehsana,237,4.1941,0.998,1.0,5.0,12,1,0.4852,424,390,425,0.2343,0.02
Joshimath,235,4.1574,0.8196,2.0,5.0,8,1,0.3915,426,391,426,0.2355,0.02
Hemis,234,4.3504,0.8004,2.0,5.0,2,1,0.5385,427,392,427,0.236,0.02
Singalila National Park,234,4.2991,0.8468,1.0,5.0,2,1,0.5085,427,392,428,0.236,0.02
Channapatna,233,4.2446,0.9309,1.0,5.0,6,1,0.5193,429,393,429,0.2371,0.02
Courtallam,233,4.03,0.9257,1.0,5.0,11,1,0.3433,429,393,430,0.2371,0.02
Namakkal,233,4.1416,0.8416,1.0,5.0,10,1,0.382,429,393,431,0.2371,0.02
Jowai,232,4.2328,0.7989,2.0,5.0,14,1,0.4397,432,394,432,0.2388,0.02
Araku Valley,231,4.0866,0.8853,1.0,5.0,6,1,0.3593,433,395,433,0.2393,0.02
Bankura,230,4.0391,0.9816,1.0,5.0,21,1,0.3739,434,396,434,0.2399,0.02
Ramgarh,230,4.4522,0.8791,1.0,5.0,3,1,0.6304,434,396,435,0.2399,0.02
Junnar,230,3.9783,0.9034,1.0,5.0,5,1,0.3261,434,396,436,0.2399,0.02
Kolad,226,4.5796,0.7515,1.0,5.0,10,1,0.7035,437,397,437,0.2416,0.02
Deeg,223,4.0269,0.9488,1.0,5.0,2,1,0.3453,438,398,438,0.2421,0.02
Sattal,222,4.4414,0.775,1.0,5.0,2,1,0.5901,439,399,439,0.2427,0.01
Pimpri-Chinchwad,222,4.2973,0.7622,2.0,5.0,12,1,0.4505,439,399,440,0.2427,0.01
Pavagadh,221,3.991,0.8842,2.0,5.0,6,1,0.3394,441,400,441,0.2438,0.01
Mormugao,220,4.2091,0.8664,1.0,5.0,5,1,0.4409,442,401,442,0.2443,0.01
Talacauvery,220,4.1591,0.8093,2.0,5.0,1,1,0.3909,442,401,443,0.2443,0.01
Thirunageswaram,219,4.2374,0.7409,2.0,5.0,1,1,0.4064,444,402,444,0.2454,0.01
Thenmala,218,4.2064,0.8686,2.0,5.0,7,1,0.4495,445,403,445,0.246,0.01
Thiruchendur,216,4.25,0.8422,1.0,5.0,4,1,0.4537,446,404,446,0.2465,0.01
Panvel,214,4.2477,0.7928,2.0,5.0,9,1,0.4393,447,405,447,0.2471,0.01
Agumbe,213,4.0423,0.8704,2.0,5.0,8,1,0.3427,448,406,448,0.2476,0.01
Bomdila,212,4.2123,0.9273,1.0,5.0,8,1,0.4623,449,407,449,0.2482,0.01
Yuksom,212,4.3113,0.8416,2.0,5.0,8,1,0.5236,449,407,450,0.2482,0.01
Karkala,210,4.1,0.8211,2.0,5.0,7,1,0.3571,451,408,451,0.2493,0.01
Channarayapatna,208,4.024,0.8366,2.0,5.0,1,1,0.3173,452,409,452,0.2499,0.01
Ambala,207,4.2029,0.8908,1.0,5.0,15,1,0.4541,453,410,453,0.2504,0.01
Nagarhole National Park,206,4.2476,0.89,1.0,5.0,3,1,0.4757,454,411,454,0.251,0.01
Gulbarga,204,4.0196,0.9414,1.0,5.0,12,1,0.3627,455,412,455,0.2515,0.01
Bakkhali,202,3.9901,0.9619,2.0,5.0,3,1,0.3663,456,413,456,0.2521,0.01
Erode,202,4.1683,0.8472,2.0,5.0,16,1,0.4257,456,413,457,0.2521,0.01
Jorhat,201,3.99,0.8831,2.0,5.0,21,1,0.3184,458,414,458,0.2532,0.01
Nawalgarh,201,4.3532,0.7679,1.0,5.0,3,1,0.4925,458,414,459,0.2532,0.01
Baramati,200,4.265,0.7732,2.0,5.0,3,1,0.445,460,415,460,0.2543,0.01
North Andaman Island,200,4.08,0.9635,1.0,5.0,11,1,0.42,460,415,461,0.2543,0.01
Porvorim,199,4.1457,0.9555,1.0,5.0,4,1,0.4422,462,416,462,0.2554,0.01
Brahmapur,197,4.1015,0.808,2.0,5.0,13,1,0.3452,463,417,463,0.256,0.01
Kundapur,197,4.4264,0.8024,2.0,5.0,7,1,0.5838,463,417,464,0.256,0.01
Nuvem,195,4.5949,0.7286,1.0,5.0,4,1,0.6974,465,418,465,0.2571,0.01
Tarapith,195,4.0051,0.8764,2.0,5.0,3,1,0.3333,465,418,466,0.2571,0.01
Tarkarli,194,4.4794,0.7495,2.0,5.0,7,1,0.6186,467,419,467,0.2582,0.01
Gajner,193,4.2124,0.8609,2.0,5.0,4,1,0.4456,468,420,468,0.2587,0.01
Panipat,193,3.4922,1.1597,1.0,5.0,10,1,0.2073,468,420,469,0.2587,0.01
Pollachi Town,193,3.9171,1.0574,1.0,5.0,10,1,0.3472,468,420,470,0.2587,0.01
Kushinagar,191,3.8796,1.0111,1.0,5.0,12,1,0.3351,471,421,471,0.2604,0.01
Malda,191,3.7277,0.9996,1.0,5.0,15,1,0.267,471,421,472,0.2604,0.01
Sirohi,191,4.3822,0.8114,1.0,5.0,19,1,0.5445,471,421,473,0.2604,0.01
Bambolim,188,4.7287,0.6424,2.0,5.0,5,1,0.8032,474,422,474,0.262,0.01
Guhagar,188,4.3777,0.7814,2.0,5.0,5,1,0.5426,474,422,475,0.262,0.01
Mirik,188,4.1011,0.9048,1.0,5.0,7,1,0.383,474,422,476,0.262,0.01
Ranakpur,187,4.4439,0.7765,2.0,5.0,7,1,0.5882,477,423,477,0.2637,0.01
Sarahan,187,4.3476,0.7492,2.0,5.0,3,1,0.5027,477,423,478,0.2637,0.01
Bareilly,185,4.3892,0.7371,2.0,5.0,11,1,0.5297,479,424,479,0.2648,0.01
Kaladhungi,185,3.7081,0.9274,1.0,5.0,1,1,0.2108,479,424,480,0.2648,0.01
Karnal,183,4.3607,0.7852,2.0,5.0,11,1,0.5301,481,425,481,0.2659,0.01
Nileshwar,183,4.8087,0.5044,2.0,5.0,6,1,0.847,481,425,482,0.2659,0.01
Panshet,183,4.4044,0.7986,1.0,5.0,1,1,0.5628,481,425,483,0.2659,0.01
Guntur,182,4.1374,0.8526,1.0,5.0,11,1,0.4011,484,426,484,0.2676,0.01
Sariska,182,3.9451,0.9618,1.0,5.0,3,1,0.3242,484,426,485,0.2676,0.01
Palitana,178,4.1573,0.8753,1.0,5.0,7,1,0.4157,486,427,486,0.2687,0.01
Cooch Behar,176,4.1136,0.8271,2.0,5.0,12,1,0.3523,487,428,487,0.2693,0.01
Jalgaon,176,4.3693,0.7819,2.0,5.0,17,1,0.5398,487,428,488,0.2693,0.01
Yana,175,4.0514,0.9114,1.0,5.0,2,1,0.3714,489,429,489,0.2704,0.01
Ashvem Beach,174,4.5115,0.817,1.0,5.0,2,1,0.6552,490,430,490,0.2709,0.01
Chamarajanagar,174,4.1667,0.8265,2.0,5.0,8,1,0.4023,490,430,491,0.2709,0.01
Vasai,174,4.3046,0.9023,2.0,5.0,8,1,0.5402,490,430,492,0.2709,0.01
Gudalur,173,4.0867,0.9012,1.0,5.0,3,1,0.3757,493,431,493,0.2726,0.01
Kalady,173,4.0636,0.808,2.0,5.0,4,1,0.3468,493,431,494,0.2726,0.01
Keylong,173,4.1445,0.8261,2.0,5.0,7,1,0.3815,493,431,495,0.2726,0.01
Nalgonda,172,4.1105,0.9013,2.0,5.0,12,1,0.4128,496,432,496,0.2742,0.01
Cuddalore,171,4.1754,0.9099,1.0,5.0,11,1,0.4561,497,433,497,0.2748,0.01
Thottada,171,4.4269,0.789,2.0,5.0,1,1,0.5731,497,433,498,0.2748,0.01
Kanakapura,171,3.8889,0.9668,1.0,5.0,3,1,0.2982,497,433,499,0.2748,0.01
Saligao,169,4.3254,0.8205,2.0,5.0,2,1,0.5089,500,434,500,0.2765,0.01
Dahanu,169,4.426,0.7292,2.0,5.0,3,1,0.5444,500,434,501,0.2765,0.01
Nagercoil,169,4.0651,0.8175,2.0,5.0,5,1,0.3314,500,434,502,0.2765,0.01
Gorumara National Park,168,4.0119,0.9155,2.0,5.0,2,1,0.3631,503,435,503,0.2781,0.01
Itanagar,168,4.1964,0.9041,2.0,5.0,10,1,0.4583,503,435,504,0.2781,0.01
Lonar,168,3.8929,0.8689,2.0,5.0,4,1,0.244,503,435,505,0.2781,0.01
Yamunotri,167,3.6826,0.8923,1.0,5.0,5,1,0.1916,506,436,506,0.2798,0.01
Barmer,166,4.0964,0.9292,1.0,5.0,12,1,0.3976,507,437,507,0.2803,0.01
Loutolim,166,4.0301,0.8768,1.0,5.0,3,1,0.3373,507,437,508,0.2803,0.01
Karauli,164,4.3049,0.7544,2.0,5.0,10,1,0.4695,509,438,509,0.2814,0.01
Rohtak,164,4.5976,0.7407,1.0,5.0,6,1,0.7134,509,438,510,0.2814,0.01
Durg,163,4.3926,0.749,2.0,5.0,13,1,0.5399,511,439,511,0.2825,0.01
Pali,163,4.1043,0.9598,1.0,5.0,18,1,0.4356,511,439,512,0.2825,0.01
Somvarpet,162,4.1358,0.8229,2.0,5.0,5,1,0.3827,513,440,513,0.2837,0.01
Kodanad,161,3.7826,1.1051,1.0,5.0,3,1,0.2857,514,441,514,0.2842,0.01
Bhilai,160,4.1625,0.8233,1.0,5.0,8,1,0.4,515,442,515,0.2848,0.01
Dabaspete,159,4.1761,0.9038,1.0,5.0,1,1,0.434,516,443,516,0.2853,0.01
Bhadrachalam,159,4.2201,0.8393,2.0,5.0,3,1,0.4591,516,443,517,0.2853,0.01
Covelong,159,4.4214,0.7986,2.0,5.0,4,1,0.5912,516,443,518,0.2853,0.01
Aritar,158,4.2215,0.8715,2.0,5.0,8,1,0.4557,519,444,519,0.287,0.01
Shivpuri,158,4.4304,0.8398,2.0,5.0,15,1,0.6139,519,444,520,0.287,0.01
Kheda,158,4.1203,0.8841,1.0,5.0,9,1,0.3987,519,444,521,0.287,0.01
Vagator,158,4.7089,0.5789,3.0,5.0,5,1,0.7722,519,444,522,0.287,0.01
Kurseong,157,4.2484,0.7898,2.0,5.0,13,1,0.4395,523,445,523,0.2892,0.01
Pudukkottai,157,3.9745,0.9333,2.0,5.0,8,1,0.3312,523,445,524,0.2892,0.01
Tiruchendur,157,4.2102,0.8323,2.0,5.0,4,1,0.4459,523,445,525,0.2892,0.01
Bordi,156,4.3013,0.8682,2.0,5.0,6,1,0.5128,526,446,526,0.2909,0.01
Vikarabad,156,4.2821,0.8254,2.0,5.0,4,1,0.4872,526,446,527,0.2909,0.01
Sonipat,156,4.2115,1.0349,1.0,5.0,4,1,0.5192,526,446,528,0.2909,0.01
Mantralayam,155,3.9935,0.9081,1.0,5.0,5,1,0.3419,529,447,529,0.2925,0.01
Tiruppur,155,3.9871,0.8678,1.0,5.0,22,1,0.3097,529,447,530,0.2925,0.01
Tinsukia,154,4.3182,0.8061,1.0,5.0,8,1,0.5,531,448,531,0.2936,0.01
Jhunjhunu,153,4.3464,0.8217,2.0,5.0,10,1,0.5359,532,449,532,0.2942,0.01
Hosur,152,4.3487,0.8159,1.0,5.0,10,1,0.5263,533,450,533,0.2947,0.01
Bokaro Steel City,151,4.2848,0.7948,2.0,5.0,9,1,0.4768,534,451,534,0.2953,0.01
Bolpur,151,4.0,0.8563,2.0,5.0,6,1,0.3245,534,451,535,0.2953,0.01
Aligarh,150,4.18,0.7334,2.0,5.0,12,1,0.3467,536,452,536,0.2964,0.01
Nadia,149,4.3289,0.8174,1.0,5.0,3,1,0.5235,537,453,537,0.297,0.01
Osian,149,4.3356,0.7764,1.0,5.0,5,1,0.4899,537,453,538,0.297,0.01
Haldwani,148,4.0338,0.8445,2.0,5.0,9,1,0.3446,539,454,539,0.2981,0.01
Sulthan Bathery,148,3.9932,0.8997,2.0,5.0,6,1,0.3446,539,454,540,0.2981,0.01
Chakrata,147,4.2789,0.8341,2.0,5.0,6,1,0.4898,541,455,541,0.2992,0.01
Thiruvalla,146,3.9452,0.8203,2.0,5.0,9,1,0.2808,542,456,542,0.2997,0.01
Vengurla,146,4.2671,0.8161,2.0,5.0,13,1,0.4726,542,456,543,0.2997,0.01
Bhojpur,144,4.2083,0.7561,2.0,5.0,1,1,0.4028,544,457,544,0.3008,0.01
Vidisha,144,3.8403,0.9287,2.0,5.0,13,1,0.2639,544,457,545,0.3008,0.01
Anaviratty,143,3.5664,1.0978,1.0,5.0,1,1,0.2238,546,458,546,0.3019,0.01
