City,review_count,avg_rating,rating_std,min_rating,max_rating,unique_places,unique_reviewers,five_star_rate,rank,dense_rank,row_num,pct_rank,review_pct
Dausa,143,3.6434,1.1032,1.0,5.0,8,1,0.2238,546,458,547,0.3019,0.01
Baijnath,141,4.305,0.7648,2.0,5.0,2,1,0.4681,548,459,548,0.303,0.01
Devprayag,140,3.9143,0.8773,2.0,5.0,4,1,0.2857,549,460,549,0.3036,0.01
Datia,140,4.0071,0.8773,1.0,5.0,5,1,0.3214,549,460,550,0.3036,0.01
Kufri,140,4.0,0.9056,1.0,5.0,1,1,0.3143,549,460,551,0.3036,0.01
Tharangambadi,140,3.8786,0.9404,1.0,5.0,4,1,0.2714,549,460,552,0.3036,0.01
Thattekad,139,4.1942,0.9237,2.0,5.0,1,1,0.482,553,461,553,0.3058,0.01
Someshwar,139,4.4892,0.6298,2.0,5.0,1,1,0.554,553,461,554,0.3058,0.01
Srivilliputhur,138,4.1957,0.8182,2.0,5.0,6,1,0.4275,555,462,555,0.3069,0.01
Una,136,4.1324,0.9011,2.0,5.0,8,1,0.4191,556,463,556,0.3075,0.01
Sagar Island,135,3.6889,1.0255,1.0,5.0,4,1,0.2296,557,464,557,0.308,0.01
Auli,133,4.2707,0.8084,2.0,5.0,6,1,0.4586,558,465,558,0.3086,0.01
Giridih,133,4.2707,0.8177,2.0,5.0,8,1,0.4737,558,465,559,0.3086,0.01
Hunder,133,4.2481,0.7824,2.0,5.0,1,1,0.4436,558,465,560,0.3086,0.01
Navsari,133,4.3383,0.8429,2.0,5.0,10,1,0.5414,558,465,561,0.3086,0.01
Bapatla,132,4.2879,0.8519,1.0,5.0,2,1,0.4848,562,466,562,0.3108,0.01
Majuli,132,4.1288,0.8685,2.0,5.0,3,1,0.4015,562,466,563,0.3108,0.01
Thamarassery,132,4.4318,0.7636,2.0,5.0,1,1,0.5909,562,466,564,0.3108,0.01
Karnala,131,4.1221,0.8946,2.0,5.0,1,1,0.4198,565,467,565,0.3125,0.01
North Paravur,131,3.9084,0.9153,1.0,5.0,2,1,0.2977,565,467,566,0.3125,0.01
Sundarbans National Park,131,3.7634,0.9674,1.0,5.0,9,1,0.2595,565,467,567,0.3125,0.01
Kushalnagar,129,4.3411,0.7126,2.0,5.0,3,1,0.4729,568,468,568,0.3141,0.01
Sibsagar,129,3.7984,0.896,1.0,5.0,9,1,0.2093,568,468,569,0.3141,0.01
Zirakpur,128,4.2266,0.7958,2.0,5.0,3,1,0.4219,570,469,570,0.3152,0.01
Karaikal,128,4.0547,0.9333,1.0,5.0,2,1,0.3438,570,469,571,0.3152,0.01
Kanger Valley National Park,128,4.2891,0.805,2.0,5.0,2,1,0.4922,570,469,572,0.3152,0.01
Faizabad,127,4.1102,0.9017,2.0,5.0,13,1,0.4173,573,470,573,0.3169,0.01
Hazira,127,4.0394,1.1012,1.0,5.0,1,1,0.4488,573,470,574,0.3169,0.01
Kothamangalam,127,4.5669,0.7827,1.0,5.0,4,1,0.7087,573,470,575,0.3169,0.01
Nalsarovar,127,3.9606,1.0266,1.0,5.0,2,1,0.3622,573,470,576,0.3169,0.01
Yellapur,127,4.1969,0.8823,1.0,5.0,10,1,0.4331,573,470,577,0.3169,0.01
Kammasandra,126,4.0556,0.8324,2.0,5.0,1,1,0.3333,578,471,578,0.3197,0.01
Peermade,126,4.3571,0.8435,2.0,5.0,2,1,0.5556,578,471,579,0.3197,0.01
Karjat Town,125,4.24,0.9951,1.0,5.0,7,1,0.52,580,472,580,0.3208,0.01
Mukutmanipur,125,4.28,0.8576,2.0,5.0,3,1,0.496,580,472,581,0.3208,0.01
Thalassery,125,4.152,0.9075,1.0,5.0,18,1,0.4,580,472,582,0.3208,0.01
Anantapur,124,4.2903,0.8042,1.0,5.0,11,1,0.4677,583,473,583,0.3224,0.01
Chanderi,124,3.9919,0.9836,1.0,5.0,15,1,0.3387,583,473,584,0.3224,0.01
Jaunpur,124,4.1935,0.9255,2.0,5.0,3,1,0.4758,583,473,585,0.3224,0.01
Nagaur,124,4.4274,0.7454,2.0,5.0,13,1,0.5645,583,473,586,0.3224,0.01
Alchi,123,4.0325,0.8772,1.0,5.0,1,1,0.3333,587,474,587,0.3247,0.01
Chiplun,123,4.252,0.8454,2.0,5.0,8,1,0.4634,587,474,588,0.3247,0.01
Nagarjuna Sagar,123,3.9512,1.0701,1.0,5.0,2,1,0.3659,587,474,589,0.3247,0.01
Thiruvarur,123,4.0488,0.9396,1.0,5.0,11,1,0.374,587,474,590,0.3247,0.01
Kodungallur,122,4.2377,0.8629,1.0,5.0,10,1,0.4754,591,475,591,0.3269,0.01
Binsar,121,4.1653,0.9341,2.0,5.0,3,1,0.4545,592,476,592,0.3274,0.01
Gangolihat,121,3.9091,0.9399,1.0,5.0,2,1,0.314,592,476,593,0.3274,0.01
Devikulam,121,4.0248,0.8608,1.0,5.0,2,1,0.3223,592,476,594,0.3274,0.01
Mayapur,121,4.2727,0.7638,2.0,5.0,7,1,0.4545,592,476,595,0.3274,0.01
Chundale,120,4.775,0.5098,3.0,5.0,2,1,0.8167,596,477,596,0.3296,0.01
Hogenakkal,120,4.0667,1.0186,1.0,5.0,6,1,0.4083,596,477,597,0.3296,0.01
Pathankot,120,4.2417,0.8401,2.0,5.0,11,1,0.475,596,477,598,0.3296,0.01
Palghar,119,4.2857,0.8844,1.0,5.0,8,1,0.4958,599,478,599,0.3313,0.01
Thariyode,119,4.3697,0.7349,2.0,5.0,2,1,0.5042,599,478,600,0.3313,0.01
Dimapur,118,3.8898,1.0922,1.0,5.0,9,1,0.3475,601,479,601,0.3324,0.01
Ramanagara,118,4.3136,0.8935,2.0,5.0,5,1,0.5593,601,479,602,0.3324,0.01
Annavaram,116,4.0948,0.7799,2.0,5.0,3,1,0.3362,603,480,603,0.3335,0.01
Diskit,116,4.2155,0.8728,1.0,5.0,2,1,0.4569,603,480,604,0.3335,0.01
Shegaon,116,4.6034,0.6578,3.0,5.0,2,1,0.6983,603,480,605,0.3335,0.01
Temi,116,4.2759,0.8606,1.0,5.0,1,1,0.4741,603,480,606,0.3335,0.01
Nelliyampathy,115,4.113,1.0154,1.0,5.0,5,1,0.4435,607,481,607,0.3357,0.01
Talakad,114,3.8158,0.7934,1.0,5.0,7,1,0.1842,608,482,608,0.3363,0.01
Tenkasi,113,4.3451,0.765,2.0,5.0,2,1,0.5133,609,483,609,0.3368,0.01
Chandrapur,110,3.9,0.9573,1.0,5.0,8,1,0.3091,610,484,610,0.3374,0.01
Keonjhar,110,4.6545,0.5816,3.0,5.0,20,1,0.7091,610,484,611,0.3374,0.01
Poicha,110,4.6455,0.6146,1.0,5.0,1,1,0.6909,610,484,612,0.3374,0.01
Ratlam,110,4.4273,0.6699,2.0,5.0,13,1,0.5182,610,484,613,0.3374,0.01
Tuljapur,110,4.0455,0.8608,2.0,5.0,4,1,0.3364,610,484,614,0.3374,0.01
Buldana,109,4.3853,0.8267,1.0,5.0,6,1,0.5596,615,485,615,0.3402,0.01
Parli Vaijnath,109,3.9817,0.8605,1.0,5.0,3,1,0.2936,615,485,616,0.3402,0.01
Panna,109,4.2844,0.7828,1.0,5.0,6,1,0.4495,615,485,617,0.3402,0.01
Chandor,108,4.1204,0.8936,2.0,5.0,3,1,0.3981,618,486,618,0.3418,0.01
Bhandardara,108,4.3611,0.8478,1.0,5.0,2,1,0.5556,618,486,619,0.3418,0.01
Nilambur,108,4.3889,0.8069,2.0,5.0,4,1,0.5556,618,486,620,0.3418,0.01
Muzaffarpur,107,4.3084,0.7449,2.0,5.0,13,1,0.4673,621,487,621,0.3435,0.01
Salangpur,107,4.1402,0.9948,1.0,5.0,2,1,0.4393,621,487,622,0.3435,0.01
Wardha,107,4.2336,0.796,1.0,5.0,16,1,0.4206,621,487,623,0.3435,0.01
Vajreshwari,107,4.3645,0.9555,1.0,5.0,4,1,0.5888,621,487,624,0.3435,0.01
Bhilwara,106,4.3962,0.7261,2.0,5.0,10,1,0.5283,625,488,625,0.3457,0.01
Nadiad,106,4.3491,0.7812,2.0,5.0,6,1,0.5189,625,488,626,0.3457,0.01
Zuluk,106,4.0566,1.0126,1.0,5.0,2,1,0.434,625,488,627,0.3457,0.01
Bhagalpur,104,4.0385,0.8694,2.0,5.0,9,1,0.3462,628,489,628,0.3474,0.01
Medak,104,3.9423,0.9433,2.0,5.0,5,1,0.3365,628,489,629,0.3474,0.01
Vizianagaram,104,4.0962,0.876,2.0,5.0,11,1,0.3942,628,489,630,0.3474,0.01
Banswara,102,4.2843,0.7627,3.0,5.0,8,1,0.4706,631,490,631,0.349,0.01
Burhanpur,102,4.049,0.8942,2.0,5.0,7,1,0.3627,631,490,632,0.349,0.01
Rewa,102,4.0588,0.9421,2.0,5.0,12,1,0.402,631,490,633,0.349,0.01
Bangaram,101,4.2871,0.9417,1.0,5.0,1,1,0.5446,634,491,634,0.3507,0.01
Chandannagar,101,4.3465,0.8054,2.0,5.0,6,1,0.5248,634,491,635,0.3507,0.01
Khurda,101,4.3663,0.8213,2.0,5.0,3,1,0.5446,634,491,636,0.3507,0.01
Kalol,100,4.38,0.8138,2.0,5.0,2,1,0.57,637,492,637,0.3524,0.01
Hazaribagh,100,4.3,0.8704,2.0,5.0,10,1,0.52,637,492,638,0.3524,0.01
Surendranagar,100,4.21,0.7951,2.0,5.0,8,1,0.41,637,492,639,0.3524,0.01
Srikakulam,99,4.1111,0.781,2.0,5.0,6,1,0.3434,640,493,640,0.354,0.01
Nongpoh,98,4.4796,0.6921,2.0,5.0,2,1,0.5714,641,494,641,0.3546,0.01
Bhowali,96,4.3021,0.8223,1.0,5.0,4,1,0.5,642,495,642,0.3551,0.01
Gondal,96,4.2917,0.8696,1.0,5.0,4,1,0.5104,642,495,643,0.3551,0.01
Jhajjar,96,4.2188,1.0974,1.0,5.0,3,1,0.5729,642,495,644,0.3551,0.01
Karur,96,4.2292,0.7743,2.0,5.0,6,1,0.4063,642,495,645,0.3551,0.01
Honnavar,95,4.2316,0.8437,2.0,5.0,11,1,0.4526,646,496,646,0.3573,0.01
Kevadia,95,4.2211,0.8894,2.0,5.0,4,1,0.4842,646,496,647,0.3573,0.01
Maharashtra,95,3.8947,0.9618,1.0,5.0,2,1,0.2947,646,496,648,0.3573,0.01
Amboli,93,4.3978,0.7681,2.0,5.0,2,1,0.5376,649,497,649,0.359,0.01
Anandpur Sahib,93,4.3226,0.7962,2.0,5.0,5,1,0.5054,649,497,650,0.359,0.01
Kunkeshwar,91,4.1648,0.8977,1.0,5.0,5,1,0.4286,651,498,651,0.3601,0.01
Kavaratti Island,90,4.1222,0.9924,1.0,5.0,2,1,0.4444,652,499,652,0.3607,0.01
Patan,90,4.0222,0.8738,2.0,5.0,8,1,0.3222,652,499,653,0.3607,0.01
Tuticorin,90,4.1333,0.8506,2.0,5.0,7,1,0.4,652,499,654,0.3607,0.01
Velavadar,90,4.2333,0.8218,2.0,5.0,1,1,0.4444,652,499,655,0.3607,0.01
Krishnagiri,89,4.2921,0.8421,2.0,5.0,14,1,0.4944,656,500,656,0.3629,0.01
Paonta Sahib,89,4.4045,0.7186,2.0,5.0,1,1,0.5281,656,500,657,0.3629,0.01
Silchar,88,3.9886,1.0338,1.0,5.0,10,1,0.3864,658,501,658,0.364,0.01
Thriprayar,88,4.2841,0.7573,2.0,5.0,2,1,0.4545,658,501,659,0.364,0.01
Maihar,86,4.2558,0.8428,2.0,5.0,5,1,0.4884,660,502,660,0.3651,0.01
Ozar,86,4.1279,0.8917,2.0,5.0,3,1,0.407,660,502,661,0.3651,0.01
Teda,86,4.6977,0.6149,2.0,5.0,1,1,0.7674,660,502,662,0.3651,0.01
Vizhinjam,86,4.0698,0.9304,2.0,5.0,2,1,0.3837,660,502,663,0.3651,0.01
Chowara,85,4.3294,0.9308,1.0,5.0,2,1,0.5529,664,503,664,0.3673,0.01
Horanadu,85,4.5529,0.6815,3.0,5.0,2,1,0.6588,664,503,665,0.3673,0.01
Idukki,85,4.1059,0.9,2.0,5.0,15,1,0.4118,664,503,666,0.3673,0.01
Somwarpet,85,4.0471,0.8851,2.0,5.0,3,1,0.3412,664,503,667,0.3673,0.01
Bhatkal,84,4.2857,0.7536,3.0,5.0,5,1,0.4643,668,504,668,0.3695,0.01
Khubi,84,4.5119,0.6854,2.0,5.0,1,1,0.6071,668,504,669,0.3695,0.01
Moradabad,84,4.4643,0.6484,3.0,5.0,10,1,0.5476,668,504,670,0.3695,0.01
Kanipakam,83,4.3253,0.7668,3.0,5.0,1,1,0.506,671,505,671,0.3712,0.01
Tirumala,83,4.3494,0.8473,2.0,5.0,1,1,0.5663,671,505,672,0.3712,0.01
Vaishali,83,3.988,0.8337,2.0,5.0,12,1,0.3133,671,505,673,0.3712,0.01
Chikhaldara,82,4.0488,0.9926,1.0,5.0,7,1,0.3902,674,506,674,0.3729,0.01
Dirang,82,4.0732,1.0515,1.0,5.0,3,1,0.4512,674,506,675,0.3729,0.01
Malgund,82,4.5122,0.7411,2.0,5.0,2,1,0.6341,674,506,676,0.3729,0.01
Jejuri,82,4.1829,0.9044,2.0,5.0,1,1,0.4512,674,506,677,0.3729,0.01
Udhampur,82,4.1829,0.9313,2.0,5.0,13,1,0.4634,674,506,678,0.3729,0.01
Roorkee,81,4.0741,0.7546,2.0,5.0,6,1,0.284,679,507,679,0.3756,0.01
Sinnar,81,4.3457,0.7099,3.0,5.0,2,1,0.4815,679,507,680,0.3756,0.01
Lava,80,4.45,0.8252,2.0,5.0,3,1,0.625,681,508,681,0.3767,0.01
Rajsamand,80,4.2,0.9195,1.0,5.0,3,1,0.45,681,508,682,0.3767,0.01
Yadagirigutta,80,4.0,0.7956,1.0,5.0,1,1,0.275,681,508,683,0.3767,0.01
Thirukkarugavur,80,4.0875,0.8297,2.0,5.0,1,1,0.3625,681,508,684,0.3767,0.01
Pauri,79,4.2911,0.8646,1.0,5.0,4,1,0.4937,685,509,685,0.3789,0.01
Vihigaon,79,4.2152,0.9292,1.0,5.0,1,1,0.481,685,509,686,0.3789,0.01
Villupuram,79,4.0,0.9199,2.0,5.0,14,1,0.3671,685,509,687,0.3789,0.01
Gingee,78,3.7692,0.9106,2.0,5.0,1,1,0.2308,688,510,688,0.3806,0.01
Morena,78,3.9744,0.837,2.0,5.0,5,1,0.3077,688,510,689,0.3806,0.01
Paithalmala,78,4.4615,0.6779,2.0,5.0,1,1,0.5513,688,510,690,0.3806,0.01
Rewari,78,4.2179,0.696,3.0,5.0,3,1,0.3718,688,510,691,0.3806,0.01
Sangameshwar,78,4.2051,0.8733,2.0,5.0,3,1,0.4744,688,510,692,0.3806,0.01
Thiruthani,78,4.0,0.8218,2.0,5.0,1,1,0.2821,688,510,693,0.3806,0.01
Baripada,77,4.0779,0.7392,3.0,5.0,8,1,0.3117,694,511,694,0.3839,0.01
Himmatnagar,77,4.4156,0.8327,1.0,5.0,6,1,0.5844,694,511,695,0.3839,0.01
Thodupuzha,77,4.5325,0.5979,3.0,5.0,8,1,0.5844,694,511,696,0.3839,0.01
Bhagsu Nag,76,4.2632,0.9146,1.0,5.0,2,1,0.5,697,512,697,0.3856,0.01
Idagunji,76,4.1316,0.9142,2.0,5.0,1,1,0.4211,697,512,698,0.3856,0.01
Kawardha,76,4.3158,0.7867,2.0,5.0,6,1,0.4737,697,512,699,0.3856,0.01
Sagara,76,4.3026,0.7663,2.0,5.0,5,1,0.4605,697,512,700,0.3856,0.01
Virpur,76,4.1316,0.8995,1.0,5.0,2,1,0.3947,697,512,701,0.3856,0.01
Devanhalli,75,3.8,0.9726,2.0,5.0,2,1,0.2667,702,513,702,0.3884,0.01
Chirala,75,4.4533,0.843,1.0,5.0,1,1,0.6133,702,513,703,0.3884,0.01
Mahbubnagar,75,3.9867,0.862,2.0,5.0,9,1,0.3333,702,513,704,0.3884,0.01
Dibrugarh,74,4.1486,0.9463,2.0,5.0,11,1,0.4459,705,514,705,0.39,0.0
Jhalawar,74,4.2703,0.8648,2.0,5.0,9,1,0.5,705,514,706,0.39,0.0
Marayur,74,4.0946,0.9388,1.0,5.0,5,1,0.4054,705,514,707,0.39,0.0
Vaitheeswarankovil,74,3.7568,1.0444,1.0,5.0,2,1,0.2703,705,514,708,0.39,0.0
Sasaram,74,4.0946,0.8304,1.0,5.0,6,1,0.3243,705,514,709,0.39,0.0
Rohet,74,4.4189,0.5491,3.0,5.0,2,1,0.4459,705,514,710,0.39,0.0
Thirukadaiyur,74,3.9459,0.9493,1.0,5.0,3,1,0.3378,705,514,711,0.39,0.0
Jawhar,73,4.3151,0.8144,2.0,5.0,7,1,0.5068,712,515,712,0.3939,0.0
Kalpa,73,3.6986,1.2212,1.0,5.0,5,1,0.3151,712,515,713,0.3939,0.0
Konni,73,4.1233,1.1174,1.0,5.0,4,1,0.4932,712,515,714,0.3939,0.0
Sahibabad,73,4.1781,0.9181,1.0,5.0,2,1,0.4521,712,515,715,0.3939,0.0
Bhitarkanika National Park,72,4.2361,0.7781,2.0,5.0,2,1,0.4306,716,516,716,0.3961,0.0
Karimnagar,72,4.2639,0.8391,2.0,5.0,5,1,0.4722,716,516,717,0.3961,0.0
Khonoma,72,4.1806,0.9394,2.0,5.0,1,1,0.4861,716,516,718,0.3961,0.0
Shoghi,72,4.375,0.9106,1.0,5.0,3,1,0.5833,716,516,719,0.3961,0.0
Sravanabelagola,72,3.9583,0.895,2.0,5.0,2,1,0.3194,716,516,720,0.3961,0.0
Katni,71,4.2254,0.6803,2.0,5.0,9,1,0.3521,721,517,721,0.3989,0.0
Mannarkkad,71,4.493,0.6734,3.0,5.0,5,1,0.5915,721,517,722,0.3989,0.0
Palanpur,71,4.2394,0.8188,2.0,5.0,11,1,0.4366,721,517,723,0.3989,0.0
Ramanathapuram,71,4.1127,0.8544,2.0,5.0,9,1,0.3803,721,517,724,0.3989,0.0
Bandipur National Park,70,4.2143,0.9615,2.0,5.0,1,1,0.5143,725,518,725,0.4011,0.0
Agatti,70,4.2143,0.9151,2.0,5.0,3,1,0.4857,725,518,726,0.4011,0.0
Chitkul,70,4.4286,0.7137,2.0,5.0,2,1,0.5286,725,518,727,0.4011,0.0
Churu,70,4.0857,1.032,2.0,5.0,8,1,0.4429,725,518,728,0.4011,0.0
Gurdaspur,70,4.2286,0.837,2.0,5.0,15,1,0.4714,725,518,729,0.4011,0.0
Morbi,70,4.0571,0.8321,2.0,5.0,6,1,0.3286,725,518,730,0.4011,0.0
Pallickathodu,70,4.0714,0.906,2.0,5.0,1,1,0.4,725,518,731,0.4011,0.0
Bharmour,69,4.0725,0.8798,2.0,5.0,8,1,0.3768,732,519,732,0.405,0.0
Draksharama,69,4.029,0.727,3.0,5.0,2,1,0.2754,732,519,733,0.405,0.0
Lakhpat,69,4.0725,0.8964,2.0,5.0,2,1,0.3913,732,519,734,0.405,0.0
Loleygaon,69,4.2899,0.7878,2.0,5.0,2,1,0.4783,732,519,735,0.405,0.0
Raisen,69,4.1014,0.8427,2.0,5.0,6,1,0.3768,732,519,736,0.405,0.0
Bhimavaram,68,4.2353,0.7749,2.0,5.0,3,1,0.4265,737,520,737,0.4078,0.0
Bageshwar,67,3.9104,0.9492,2.0,5.0,8,1,0.3284,738,521,738,0.4083,0.0
Madhugiri,67,3.7612,0.8719,2.0,5.0,3,1,0.209,738,521,739,0.4083,0.0
Quepem,67,4.4328,0.8389,2.0,5.0,2,1,0.6119,738,521,740,0.4083,0.0
Raghunathpur,67,4.1343,0.8146,3.0,5.0,1,1,0.403,738,521,741,0.4083,0.0
Hisar,66,4.2576,0.8649,1.0,5.0,6,1,0.4697,742,522,742,0.4105,0.0
Haldia,66,4.0152,0.8319,2.0,5.0,5,1,0.2879,742,522,743,0.4105,0.0
Jageshwar,66,4.0303,0.8588,1.0,5.0,2,1,0.303,742,522,744,0.4105,0.0
Angamaly,66,4.0606,0.8205,2.0,5.0,6,1,0.3333,742,522,745,0.4105,0.0
Masinagudi,65,4.2462,0.7712,2.0,5.0,1,1,0.4308,746,523,746,0.4127,0.0
Mashobra,65,4.3077,0.8646,2.0,5.0,1,1,0.5385,746,523,747,0.4127,0.0
Manchanabele,65,4.1231,1.0681,1.0,5.0,1,1,0.4923,746,523,748,0.4127,0.0
Gotagodi,64,4.7969,0.5096,3.0,5.0,1,1,0.8438,749,524,749,0.4144,0.0
Khajjiar,64,4.0313,0.959,1.0,5.0,2,1,0.3438,749,524,750,0.4144,0.0
Shirgaon,64,4.2813,0.7008,3.0,5.0,2,1,0.4219,749,524,751,0.4144,0.0
Ambarnath,63,3.9841,1.1429,1.0,5.0,3,1,0.4127,752,525,752,0.4161,0.0
Saharanpur,63,4.0159,0.8326,2.0,5.0,5,1,0.3175,752,525,753,0.4161,0.0
Khichan,62,4.0,0.8298,2.0,5.0,1,1,0.2903,754,526,754,0.4172,0.0
Hatgad,61,3.7049,0.972,2.0,5.0,1,1,0.2131,755,527,755,0.4177,0.0
Tripunithura,61,4.3934,0.8222,1.0,5.0,3,1,0.5574,755,527,756,0.4177,0.0
Vandiperiyar,61,4.2623,0.8926,2.0,5.0,1,1,0.5246,755,527,757,0.4177,0.0
Sri Ganganagar,61,4.2787,0.8192,2.0,5.0,5,1,0.459,755,527,758,0.4177,0.0
Tabo,61,4.1311,0.9215,2.0,5.0,10,1,0.4262,755,527,759,0.4177,0.0
Chhindwara,60,4.1667,0.7403,2.0,5.0,6,1,0.35,760,528,760,0.4205,0.0
Mawphlang,60,4.25,0.8156,2.0,5.0,1,1,0.45,760,528,761,0.4205,0.0
Nilgiri,60,3.9667,1.073,1.0,5.0,7,1,0.4,760,528,762,0.4205,0.0
Sonmarg,60,4.0333,1.0079,2.0,5.0,1,1,0.4167,760,528,763,0.4205,0.0
Kanadukathan,59,4.1864,0.9187,2.0,5.0,3,1,0.4576,764,529,764,0.4227,0.0
Jajpur,59,3.8136,1.0081,1.0,5.0,3,1,0.2881,764,529,765,0.4227,0.0
Velneshwar,59,4.4407,0.7717,2.0,5.0,1,1,0.5932,764,529,766,0.4227,0.0
Chandipur,58,3.9138,0.9603,1.0,5.0,3,1,0.2931,767,530,767,0.4244,0.0
Sirkazhi,58,3.8793,0.8182,2.0,5.0,3,1,0.2414,767,530,768,0.4244,0.0
Narnaul,58,4.1034,0.9857,1.0,5.0,9,1,0.4138,767,530,769,0.4244,0.0
Akluj,57,4.614,0.7009,2.0,5.0,2,1,0.7193,770,531,770,0.426,0.0
Ganeshgudi,57,4.2807,0.6749,3.0,5.0,1,1,0.4035,770,531,771,0.426,0.0
Hingoli,57,3.7018,0.801,2.0,5.0,4,1,0.1579,770,531,772,0.426,0.0
Jeypore,57,4.3158,0.7111,2.0,5.0,6,1,0.4386,770,531,773,0.426,0.0
Koraput,57,4.3158,0.6313,3.0,5.0,7,1,0.4035,770,531,774,0.426,0.0
Mhow,57,4.3684,0.899,2.0,5.0,4,1,0.5965,770,531,775,0.426,0.0
Roing,57,4.0702,0.9423,2.0,5.0,11,1,0.4035,770,531,776,0.426,0.0
Parassinikadavu,57,4.0351,0.8444,2.0,5.0,1,1,0.3509,770,531,777,0.426,0.0
Talegaon,57,4.4737,0.7345,2.0,5.0,2,1,0.5965,770,531,778,0.426,0.0
Shoja,57,4.1228,0.8033,2.0,5.0,3,1,0.3333,770,531,779,0.426,0.0
Verna,57,3.9123,0.9118,1.0,5.0,2,1,0.2807,770,531,780,0.426,0.0
Bastar,56,4.0357,0.8937,2.0,5.0,7,1,0.3214,781,532,781,0.4321,0.0
Dungarpur,56,4.25,0.8146,2.0,5.0,6,1,0.4643,781,532,782,0.4321,0.0
Nagaon,56,4.1429,0.7243,2.0,5.0,6,1,0.3214,781,532,783,0.4321,0.0
Raichur,56,3.8393,0.848,2.0,5.0,7,1,0.2321,781,532,784,0.4321,0.0
Pilani,56,4.3214,0.6355,3.0,5.0,3,1,0.4107,781,532,785,0.4321,0.0
Gopeshwar,55,3.8364,0.9577,2.0,5.0,3,1,0.3091,786,533,786,0.4349,0.0
Mansar,55,4.2909,0.9364,2.0,5.0,1,1,0.5636,786,533,787,0.4349,0.0
Ramnagaram,55,4.0545,0.8032,2.0,5.0,2,1,0.2909,786,533,788,0.4349,0.0
Satpura National Park,55,4.2364,0.9806,2.0,5.0,2,1,0.5455,786,533,789,0.4349,0.0
Cola,54,3.8704,0.9121,2.0,5.0,1,1,0.2593,790,534,790,0.4371,0.0
Dewas,54,4.2222,0.8165,2.0,5.0,5,1,0.4444,790,534,791,0.4371,0.0
Kapurthala,54,3.9259,0.9684,1.0,5.0,7,1,0.3333,790,534,792,0.4371,0.0
Kotdwara,54,4.4259,0.7673,2.0,5.0,2,1,0.5741,790,534,793,0.4371,0.0
Sriperumbudur,54,4.0185,0.9415,1.0,5.0,3,1,0.3519,790,534,794,0.4371,0.0
Dwaraka Tirumala,53,4.0943,0.8149,2.0,5.0,2,1,0.3396,795,535,795,0.4399,0.0
Gir National Park,53,4.1321,0.7605,2.0,5.0,2,1,0.3396,795,535,796,0.4399,0.0
Moodabidri,53,4.2075,0.7686,2.0,5.0,4,1,0.3962,795,535,797,0.4399,0.0
Paradeep,53,4.3019,0.8679,2.0,5.0,5,1,0.5283,795,535,798,0.4399,0.0
Tranquebar,53,4.0189,0.7719,2.0,5.0,4,1,0.283,795,535,799,0.4399,0.0
Sirsa,53,4.434,0.747,2.0,5.0,5,1,0.5472,795,535,800,0.4399,0.0
Triyuginarayan,53,4.0943,0.7143,3.0,5.0,1,1,0.3019,795,535,801,0.4399,0.0
Angul,52,4.3269,0.9014,1.0,5.0,3,1,0.5385,802,536,802,0.4438,0.0
Champawat,52,3.8846,0.9631,2.0,5.0,13,1,0.3077,802,536,803,0.4438,0.0
Khammam,52,4.2115,0.8708,2.0,5.0,7,1,0.4808,802,536,804,0.4438,0.0
Kudal,52,4.4615,0.8035,2.0,5.0,3,1,0.6154,802,536,805,0.4438,0.0
Sholinghur,52,3.7308,0.7172,2.0,5.0,3,1,0.1346,802,536,806,0.4438,0.0
Bagalkot,51,3.9216,0.7705,2.0,5.0,14,1,0.2157,807,537,807,0.4465,0.0
Gadag,51,4.0196,0.7346,2.0,5.0,9,1,0.2353,807,537,808,0.4465,0.0
Jalore,51,4.3922,0.7504,2.0,5.0,6,1,0.5294,807,537,809,0.4465,0.0
Nizamabad,51,4.549,0.5767,3.0,5.0,8,1,0.5882,807,537,810,0.4465,0.0
Rajaji National Park,51,4.1569,0.8803,2.0,5.0,1,1,0.4118,807,537,811,0.4465,0.0
Ziro,51,4.0392,0.8237,2.0,5.0,8,1,0.3137,807,537,812,0.4465,0.0
Antarvedi,50,4.26,0.8283,2.0,5.0,1,1,0.48,813,538,813,0.4499,0.0
Chendamangalam,50,4.06,0.8901,2.0,5.0,1,1,0.38,813,538,814,0.4499,0.0
Latur,50,4.3,0.8144,2.0,5.0,7,1,0.5,813,538,815,0.4499,0.0
Nanded-Waghala,50,4.32,0.7677,3.0,5.0,1,1,0.5,813,538,816,0.4499,0.0
Sawantwadi,50,4.1,0.9091,2.0,5.0,3,1,0.44,813,538,817,0.4499,0.0
Wai,50,4.22,0.7637,2.0,5.0,3,1,0.38,813,538,818,0.4499,0.0
Belluru,49,4.4694,0.9377,1.0,5.0,1,1,0.6735,819,539,819,0.4532,0.0
Bhadrak,49,4.2041,0.816,2.0,5.0,12,1,0.4286,819,539,820,0.4532,0.0
Bhiwani,49,4.102,0.9184,1.0,5.0,7,1,0.3878,819,539,821,0.4532,0.0
Gosaba,49,4.6531,0.6308,3.0,5.0,4,1,0.7347,819,539,822,0.4532,0.0
Medicherlapalem,49,4.2449,0.8787,2.0,5.0,1,1,0.4898,819,539,823,0.4532,0.0
Netravali,49,4.3469,0.7786,3.0,5.0,3,1,0.5306,819,539,824,0.4532,0.0
