rank,Place,avg_rating,review_count,rating_std,avg_polarity,rating_score,volume_score,sentiment_score,hotspot_score
844,Rabindra Sarovar,4.4064,219,0.7806,0.3278,0.8515999999999999,0.5021806297784138,0.6158857142857143,0.699631
845,Vadapalani Murugan Temple,4.2437,435,0.7831,0.3135,0.8109249999999999,0.5752580398693656,0.6077142857142857,0.699583
846,Nawab Wajid Ali Shah Zoological Garden,4.2949,356,0.8945,0.3134,0.823725,0.5539008284876797,0.6076571428571429,0.699564
847,Kanha National Park,4.1961,561,0.8498,0.2941,0.7990250000000001,0.6023793907035595,0.5966285714285714,0.699552
848,Monkey Temple,3.9907,1620,1.0092,0.2211,0.747675,0.7155504345949656,0.5549142857142858,0.699485
849,Tiger's Leap,4.4776,134,0.7014,0.3855,0.8694,0.45000696209759866,0.6488571428571428,0.699474
850,Lava Jamgon Kongtrul Monastery,4.678,59,0.5395,0.3931,0.9195,0.36337040264093357,0.6532,0.699401
851,Ahilyabai Ghats,4.4365,181,0.7169,0.346,0.8591249999999999,0.4819222912428214,0.6262857142857143,0.699396
852,Anand Sagar,4.6477,88,0.644,0.3151,0.9119250000000001,0.4054949713664707,0.6086285714285714,0.699337
853,"ISKCON Kanpur, Sri Sri Radha Madhav Temple",4.5047,107,0.6781,0.4172,0.8761749999999999,0.4261671924550186,0.6669714285714285,0.699332
854,Bibi Ka Maqbara,3.9879,1408,0.9459,0.2615,0.746975,0.7005759760132808,0.5780000000000001,0.69926
855,Colaba Causeway,4.1148,723,0.8367,0.3093,0.7787,0.6294398381613564,0.6053142857142857,0.699245
856,The Chanakya,4.589,73,0.642,0.4302,0.8972500000000001,0.3857761101708457,0.6744000000000001,0.699238
857,"ISKCON Rajahmundry, Sri Sri Radha Gopinath Temple",4.5088,114,0.6816,0.3938,0.8772,0.43287659100168213,0.6536,0.699183
858,Shri Ganesh Temple,4.3617,235,0.7742,0.3527,0.840425,0.5096809735922562,0.6301142857142857,0.69914
859,National Centre for Performing Arts,4.5545,110,0.7115,0.353,0.888625,0.42909438989917814,0.6302857142857142,0.699098
860,Under the Sun Aquarium,4.6154,78,0.6493,0.3813,0.90385,0.39276134416144315,0.6464571428571428,0.699045
861,Kangra Valley,4.4345,168,0.7393,0.3655,0.858625,0.4740048902047079,0.6374285714285713,0.699
862,Annapurneshwari Temple,4.4697,132,0.6704,0.3939,0.8674249999999999,0.4484123649836079,0.6536571428571428,0.698968
863,Lakkam Waterfalls,4.3111,315,0.7931,0.3238,0.8277749999999999,0.5408675207964536,0.6135999999999999,0.698868
864,Swarna Jaynti Park,4.5294,119,0.5796,0.3555,0.88235,0.43742349095843885,0.6317142857142857,0.698745
865,Sundarban Beckons,4.9333,15,0.2582,0.4785,0.983325,0.22215926495251576,0.702,0.69871
866,Sri Aurobindo Ashram,4.2558,563,0.8364,0.22,0.81395,0.6027589151640573,0.5542857142857143,0.69866
867,Edakkal Caves,3.9755,1591,0.9077,0.2351,0.743875,0.7136218141077645,0.5629142857142858,0.698607
868,Airavatesvara Temple,4.265,351,0.7935,0.3395,0.8162499999999999,0.552393948453339,0.6225714285714287,0.698357
869,Royal Gaitor Tumbas,4.3727,220,0.8205,0.352,0.843175,0.5026651477212336,0.6297142857142857,0.69833
870,Sand Dunes Leisure Park,4.1753,656,0.837,0.2623,0.793825,0.6190652725027752,0.5784571428571429,0.698324
871,Sas-Bahu Temple,4.197,472,0.8604,0.3305,0.79925,0.5839601699799332,0.6174285714285714,0.698299
872,B SIX KERALA HOLIDAYS,4.9333,15,0.2582,0.4743,0.983325,0.22215926495251576,0.6996,0.69823
873,Padmanabhapuram Palace,4.0456,1096,0.8373,0.2594,0.7614000000000001,0.6738348070354857,0.5768000000000001,0.69821
874,Moti Dungari Temple,4.2861,367,0.7447,0.3021,0.8215250000000001,0.5571429979941126,0.6012000000000001,0.698145
875,Hirekolale Lake,4.5079,126,0.7348,0.357,0.8769750000000001,0.4434805960152305,0.6325714285714286,0.698046
876,Pareshnath Jain Temple,4.5113,133,0.6811,0.3378,0.8778250000000001,0.4492126385628334,0.6216,0.697996
877,Rakcham,4.4353,170,0.7607,0.3521,0.858825,0.4752617990935687,0.6297714285714286,0.697945
878,Willingdon Sports Club,4.5657,99,0.6572,0.3599,0.8914249999999999,0.41794498087268644,0.6342285714285715,0.697942
879,Thirunelli Temple,4.2217,460,0.7968,0.3074,0.8054250000000001,0.5812147677784116,0.6042285714285713,0.697923
880,Lakeside Promenade,4.321,271,0.9488,0.3458,0.8302499999999999,0.5248485117301482,0.6261714285714286,0.697814
881,Kempty Falls,3.9265,2137,1.0704,0.1989,0.731625,0.7451255912914282,0.5422285714285715,0.697796
882,Necklace Road,4.3392,227,0.8332,0.3751,0.8348,0.5059966076827415,0.6429142857142857,0.697782
883,Nrupatunga Betta,4.6324,68,0.689,0.3896,0.9080999999999999,0.37830201276992936,0.6512,0.697781
884,Someshwara Temple,4.4892,139,0.6298,0.3473,0.8723000000000001,0.45389233657681066,0.6270285714285714,0.697723
885,Sri Adishankaracharya Sharada Lakshminarasimha Peetam,5.0,6,0.0,0.6278,1.0,0.1338402136642096,0.7873142857142857,0.697615
886,Wax Museum Udaipur,4.6452,31,0.5507,0.5894,0.9113,0.29621235327002104,0.7653714285714285,0.697588
887,Baba Harbhajan Singh Memorial Temple,3.989,1274,0.9652,0.2736,0.74725,0.689899419061146,0.5849142857142857,0.697578
888,Chowpatty Beach,4.1151,756,0.9704,0.2815,0.778775,0.634201718546231,0.5894285714285713,0.697534
889,David Hall Gallery & Cafe,4.4898,147,0.7796,0.3291,0.87245,0.45982919848835085,0.6166285714285714,0.697499
890,Jain Temple,4.3819,199,0.8071,0.3623,0.845475,0.4919980691901916,0.6356,0.697457
891,Munsab Biscuit Store,5.0,3,0.0,0.7833,1.0,0.07405308831750526,0.8761714285714286,0.69745
892,SOHAM Heritage & Art Centre,4.477,174,0.7108,0.2948,0.8692500000000001,0.4777321062193908,0.5970285714285714,0.69735
893,Goa Yatra,4.7436,39,0.7511,0.417,0.9359,0.3200521229126011,0.6668571428571429,0.697337
894,Viswaroopa Adhivyadhihara Sri Bhaktha Anjaneyaswami Temple,4.3708,267,0.7416,0.2912,0.8427,0.5232657268803387,0.5949714285714285,0.697324
895,Khalsa College,4.3447,206,0.7343,0.3919,0.8361749999999999,0.49567338081576706,0.6525142857142858,0.697292
896,Keith's Boat Yard,4.8947,19,0.4588,0.4452,0.9736750000000001,0.2459990345950958,0.6829714285714286,0.697231
897,Chitkul,4.2861,374,0.8419,0.288,0.8215250000000001,0.5591561185611043,0.5931428571428572,0.697138
898,Pookot Lake,4.0682,997,0.9278,0.2515,0.76705,0.6637301294638552,0.5722857142857143,0.697101
899,Jawaharlal Nehru Memorial Botanical Gardens,4.4088,159,0.6863,0.3923,0.8522000000000001,0.46815829954761157,0.6527428571428572,0.697096
900,Baijnath Temple,4.1538,650,0.8221,0.2766,0.7884500000000001,0.6180851186253853,0.5866285714285714,0.696976
901,Baps Shri Swaminarayan Mandir,4.5735,68,0.6762,0.4454,0.893375,0.37830201276992936,0.6830857142857143,0.696795
902,Kauthukapark,4.6111,90,0.6482,0.3266,0.9027750000000001,0.40786920292531614,0.6152,0.696788
903,Rankeni Mata Temple,4.75,28,0.441,0.4953,0.9375,0.28569540735943894,0.7116,0.696779
904,Growel's 101 Mall,4.5082,122,0.6586,0.3545,0.8770500000000001,0.44006155149194276,0.6311428571428571,0.696772
905,Sri Shirdi Sai Temple,4.7391,46,0.444,0.3716,0.9347749999999999,0.33728137048320894,0.6409142857142857,0.696755
906,Ganesh Temple,4.0926,799,0.8534,0.2837,0.77315,0.6401042458252022,0.5906857142857144,0.696743
907,Karnataka Chitrakala Parishat,4.385,200,0.7345,0.3511,0.84625,0.4925309182911659,0.6292,0.696724
908,Mattancherry Palace,4.0442,1017,0.8552,0.2685,0.76105,0.6658499613762214,0.582,0.69668
909,Karde Beach,4.5036,139,0.7554,0.3224,0.8758999999999999,0.45389233657681066,0.6128,0.696678
910,Chembra Peak,4.1036,782,0.9777,0.277,0.7759,0.6378095114969522,0.586857142857143,0.696664
911,Shri Sai Baba Temple,4.725,40,0.5541,0.4234,0.9312499999999999,0.32269018344610506,0.6705142857142857,0.696535
912,The Forum Fiza Mall,4.5474,95,0.7547,0.3787,0.8868499999999999,0.4135837213158588,0.6449714285714286,0.696494
913,Dudhsagar Plantation and Farmstay,4.7812,32,0.42,0.4222,0.9453,0.2994998749116505,0.6698285714285716,0.696466
914,Tithal Beach,4.4526,137,0.7667,0.3803,0.8631500000000001,0.45235510108743465,0.6458857142857143,0.696459
915,Vizhinjam Lighthouse,4.2051,390,0.8508,0.3586,0.801275,0.563619891501724,0.6334857142857143,0.696421
916,Elliot's Beach,4.2743,339,0.8626,0.3218,0.818575,0.5486882813727283,0.6124571428571429,0.696385
917,Gaiety Heritage Cultural Complex,4.3428,318,0.7856,0.2646,0.8357000000000001,0.5418770025427568,0.5797714285714285,0.696367
918,Haidakhan Babaji Temple,4.5567,97,0.645,0.3615,0.889175,0.41578660396342976,0.6351428571428571,0.696352
919,Manek Chowk,4.0968,806,0.8622,0.2731,0.7742,0.6410349949141579,0.5846285714285714,0.696336
920,Haji Ali Mosque,3.9946,1306,0.9569,0.2491,0.74865,0.6925476977595736,0.5709142857142856,0.696272
921,Safdarjung's Tomb,4.3028,327,0.7853,0.2988,0.8257000000000001,0.5448494483986208,0.5993142857142857,0.696168
922,Shivaji Park,4.2906,351,0.6936,0.2923,0.8226500000000001,0.552393948453339,0.5956,0.696163
923,Cave Paintings,4.4755,143,0.7395,0.3405,0.8688750000000001,0.4569020010441913,0.6231428571428571,0.696137
924,Porcupine Point (Sunset Point),4.4688,128,0.7311,0.3784,0.8672,0.44514994284245296,0.6448,0.696105
925,Strike Casino,4.6406,64,0.7841,0.382,0.91015,0.37192184722119187,0.6468571428571429,0.696023
926,Sultanpur National Park,4.2127,489,0.8682,0.2829,0.803175,0.5877325502410202,0.5902285714285714,0.695953
927,City Palace Museum,4.0939,660,0.8642,0.3281,0.7734749999999999,0.6197137480796425,0.6160571428571429,0.695863
928,Sunder Nursery,4.5728,103,0.6508,0.3213,0.8932,0.42213516589611705,0.6121714285714285,0.695675
929,Mangalore Beach,4.5714,77,0.6372,0.4035,0.8928499999999999,0.39140035730694434,0.6591428571428571,0.695674
930,Kappil Beach,4.3965,227,0.7709,0.2937,0.8491249999999999,0.5059966076827415,0.5964,0.695641
931,Lavasa International Convention Centre,4.3308,260,0.8734,0.3274,0.8327,0.5204381434511145,0.6156571428571428,0.695613
932,Katyayani Arts,4.8571,14,0.3631,0.5528,0.964275,0.21526422600592307,0.7444571428571428,0.695608
933,The Goa Collective Bazaar,4.8846,26,0.4315,0.3578,0.97115,0.2780610158200081,0.6330285714285715,0.695599
934,Dr. Diwan Singh Kalepani Museum,5.0,8,0.0,0.5385,1.0,0.1606896477741703,0.7362857142857143,0.695464
935,India Scuba Explorers,4.6026,78,0.6515,0.3638,0.90065,0.39276134416144315,0.6364571428571428,0.695445
936,Priyadarshini Park,4.5,122,0.6587,0.3514,0.875,0.44006155149194276,0.6293714285714286,0.695393
937,Chinmaya Mission,5.0,14,0.0,0.3944,1.0,0.21526422600592307,0.6539428571428572,0.695368
938,Amanora Mall,4.3394,221,0.83,0.3608,0.8348500000000001,0.5031474782166834,0.6347428571428572,0.695318
939,Guhagar Beach,4.5398,113,0.6948,0.3285,0.8849499999999999,0.4319435193652361,0.6162857142857143,0.695315
940,Zong Dhog Palri Fo Brang Monastery,4.4621,132,0.7352,0.3702,0.8655250000000001,0.4484123649836079,0.6401142857142857,0.695309
941,"Baps Shri Swaminarayan Mandir, Kolkata",4.72,50,0.6402,0.3567,0.9299999999999999,0.3460075265059649,0.6324,0.695282
942,Baps Swaminarayan Mandir,4.5618,89,0.6901,0.3703,0.89045,0.40668868236926614,0.6401714285714286,0.695266
943,INS Kurusura Submarine Museum,3.9151,1543,0.9046,0.2801,0.728775,0.710351068162688,0.5886285714285714,0.695219
944,Singshore Bridge,4.2351,370,0.7973,0.3295,0.808775,0.558010412961623,0.6168571428571428,0.695162
945,Kitchen e Lazeez,5.0,2,0.0,0.8438,1.0,0.04331827972833253,0.9107428571428571,0.695144
946,Brahma Kumari World Spiritual University,4.2779,385,0.8497,0.2712,0.819475,0.5622448915276775,0.583542857142857,0.69512
947,Kelva Beach,5.0,12,0.0,0.4322,1.0,0.1999759009436013,0.6755428571428571,0.695101
948,Savin Kingdom,4.6477,88,0.7118,0.2778,0.9119250000000001,0.4054949713664707,0.5873142857142858,0.695074
949,Rathore Adventures,4.6364,55,0.5889,0.4196,0.9091,0.35599947861672543,0.6683428571428571,0.695018
950,A One Spa,4.8,10,0.4216,0.6969,0.95,0.1821285068658127,0.8267999999999999,0.694999
951,Titwala Ganesh Mandir,4.4171,187,0.7313,0.319,0.8542749999999999,0.48538754711821946,0.6108571428571429,0.694925
952,Soma Vine Village,4.5974,77,0.847,0.3684,0.8993500000000001,0.39140035730694434,0.6390857142857144,0.694912
953,Anjuna Market,4.0669,867,0.8704,0.2726,0.7667250000000001,0.6488199272145582,0.5843428571428572,0.694877
954,Kadri Manjunath Temple,4.2587,402,0.7591,0.2779,0.814675,0.5668494378589393,0.5873714285714285,0.694867
955,The Shop,5.0,12,0.0,0.4298,1.0,0.1999759009436013,0.6741714285714285,0.694827
956,Horsley Hills,4.3509,228,0.7795,0.3349,0.837725,0.5064641621413596,0.6199428571428571,0.69479
957,Tropical Spice Plantation,4.2762,362,0.9479,0.2873,0.8190500000000001,0.5556814700949684,0.5927428571428572,0.694778
958,Yadvinder Garden,4.5094,106,0.621,0.3739,0.8773500000000001,0.42517336181600485,0.6422285714285714,0.694673
959,Quest Mall,4.29,300,0.7967,0.3232,0.8225,0.5356718767783301,0.6132571428571428,0.694603
960,Ghanta Ghar,3.9358,1589,0.9101,0.2434,0.73395,0.7134875136208418,0.5676571428571429,0.694553
961,Maharana Pratap Memorial,4.1482,425,0.9107,0.3804,0.78705,0.5727791346168416,0.6459428571428572,0.694547
962,Pushpa Gujral Science City,4.3515,239,0.8313,0.3187,0.8378749999999999,0.5114765792759441,0.6106857142857143,0.694518
963,Panshet Dam,4.4044,183,0.7986,0.3353,0.8511,0.48308990967660737,0.6201714285714285,0.694511
964,Kasmanda Palace,4.7188,32,0.5811,0.4727,0.9297,0.2994998749116505,0.6986857142857144,0.694437
965,Kanthimathi-Nellaiyapper Temple,4.3194,288,0.7387,0.301,0.82985,0.5313254052377595,0.6005714285714285,0.694437
966,Pamban bridge,4.13,523,0.8108,0.3412,0.7825,0.594899783024731,0.6235428571428571,0.694429
967,Ratnakar Gems,5.0,9,0.0,0.4997,1.0,0.1719459462775906,0.7141142857142857,0.694407
968,Illikkal Kallu,4.5,118,0.7596,0.352,0.875,0.436529460441842,0.6297142857142857,0.694402
969,Jain Mandir Nashik,4.5055,91,0.639,0.4181,0.8763749999999999,0.4090368213591021,0.6674857142857142,0.694396
970,Mahatma Gandhi (MG) Road,3.9615,1221,0.8604,0.2876,0.740375,0.6853634480618208,0.5929142857142857,0.694379
971,Thottada Beach,4.4269,171,0.789,0.3283,0.856725,0.4758847514316257,0.6161714285714286,0.694362
972,Kainchi Dham,4.3356,289,0.8259,0.2816,0.8339000000000001,0.5316944419545347,0.5894857142857143,0.694355
973,Saurashtra Cricket Association Stadium,4.5,86,0.7475,0.4393,0.875,0.4030667754052767,0.6796,0.69434
974,Shri Siddeshwar Temple,4.4589,146,0.7532,0.337,0.864725,0.45910488369176217,0.6211428571428571,0.694323
975,D Y Patil Sports Stadium,4.2249,369,0.8281,0.3338,0.806225,0.5577220564484362,0.6193142857142858,0.694292
976,Kutchi Art Gallery,5.0,1,,0.95,1.0,0.0,0.9714285714285714,0.694286
977,Kappad Beach,4.25,380,0.8915,0.2976,0.8125,0.5608519640610683,0.5986285714285715,0.694231
978,Commercial Street,4.0026,1139,0.8688,0.2608,0.75065,0.677942553960332,0.5776,0.694228
979,Powai Lake,4.3284,271,0.8472,0.3063,0.8321000000000001,0.5248485117301482,0.6036,0.694225
980,Poombarai Village View,4.2689,264,0.8178,0.3784,0.8172250000000001,0.5220630572574988,0.6448,0.694191
981,Mantri Square,4.3081,211,0.8479,0.3962,0.8270249999999999,0.4982232876149187,0.6549714285714285,0.693974
982,UVA Meridian,4.7333,30,0.6397,0.4693,0.933325,0.2928204485978327,0.6967428571428572,0.693857
983,Elephanta Caves,3.9371,1527,0.9454,0.2467,0.734275,0.7092381828571522,0.5695428571428571,0.693818
984,Shrivardhan Beach,4.4779,136,0.779,0.3315,0.869475,0.45157810840245644,0.6180000000000001,0.693811
985,Fratelli Wines,4.6471,51,0.6269,0.4177,0.911775,0.34808207757861187,0.6672571428571429,0.693764
986,Nirvana Spa,5.0,6,0.0,0.5937,1.0,0.1338402136642096,0.7678285714285715,0.693718
987,The Heritage Centre & Aerospace Museum,4.1829,514,0.7683,0.2818,0.795725,0.5930488720346296,0.5896,0.693697
988,Gandikota Fort,4.3435,230,0.8144,0.3308,0.8358749999999999,0.5073931768933653,0.6176,0.693675
989,Race Course Grounds,4.4752,141,0.6717,0.3231,0.8688,0.4554077665710038,0.6132,0.693662
990,Seasons Mall,4.3824,170,0.785,0.3723,0.8455999999999999,0.4752617990935687,0.6413142857142857,0.693641
991,Kandariya Mahadev Temple,4.311,254,0.7913,0.3378,0.82775,0.5179534727835554,0.6216,0.693581
992,Rajasthan Adventure & Nature Academy,4.7105,38,0.4596,0.4263,0.9276249999999999,0.31734726898943905,0.6721714285714285,0.693451
993,National Museum,4.1536,573,0.9241,0.2809,0.7884,0.6046365737453252,0.5890857142857142,0.693408
994,Topical Rainforest Ecological Camp,4.9,20,0.3078,0.3921,0.9750000000000001,0.25121158171004737,0.6526285714285714,0.693389
995,Lonavala Lake,4.3403,191,0.8852,0.3836,0.835075,0.4876368096333641,0.6477714285714286,0.693383
996,Ambaji Temple,4.3253,249,0.8675,0.3256,0.8313250000000001,0.5158378388327717,0.6146285714285715,0.69334
997,Dwadasha Jyotirlinga,4.5641,78,0.6156,0.3874,0.891025,0.39276134416144315,0.6499428571428572,0.693329
998,Ramappa Temple,4.4797,123,0.7054,0.3531,0.8699250000000001,0.44092662523284326,0.6303428571428571,0.693309
999,Cathedral of Mary Help of Christians,4.4483,145,0.7631,0.3415,0.8620749999999999,0.45837562472860494,0.6237142857142857,0.693293
1000,Imagica Snow Park,4.3358,271,0.9746,0.2898,0.83395,0.5248485117301482,0.5941714285714286,0.693264
1001,Infant Jesus Shrine,4.3233,300,0.8047,0.2749,0.8308249999999999,0.5356718767783301,0.5856571428571428,0.693245
1002,Dimna Lake,4.3851,174,0.7418,0.3584,0.8462750000000001,0.4777321062193908,0.6333714285714286,0.693131
1003,ISKCON Guwahati,4.5248,101,0.626,0.3565,0.8812,0.42006061482347007,0.6322857142857143,0.693075
1004,Deobandh Temple,5.0,7,0.0,0.5506,1.0,0.1481061766350105,0.7432,0.693072
1005,Tigers in Corbett,4.7714,35,0.4902,0.3787,0.94285,0.3087958244091808,0.6449714285714286,0.693058
1006,Rajputana Football Club,4.9,20,0.3078,0.389,0.9750000000000001,0.25121158171004737,0.6508571428571429,0.693035
1007,Church of St. John,4.1667,546,0.8922,0.2768,0.7916749999999999,0.5994891506941263,0.5867428571428571,0.693033
1008,Akal Takht,4.1675,573,0.815,0.2624,0.7918750000000001,0.6046365737453252,0.5785142857142856,0.693031
1009,Aravali Biodiversity Park,4.4766,128,0.6983,0.3428,0.8691500000000001,0.44514994284245296,0.6244571428571428,0.693011
1010,Snow View Point,4.139,518,0.8482,0.321,0.7847500000000001,0.5938754604773324,0.612,0.692938
1011,Deer Park,4.1391,611,0.823,0.2743,0.784775,0.6114850711868132,0.5853142857142857,0.692896
1012,Dhanushkodi Beach,3.9224,1430,1.0369,0.2731,0.7306,0.7022312151174215,0.5846285714285714,0.692895
1013,Rock Fort Temple,4.1137,607,0.8297,0.3038,0.7784249999999999,0.6107845045894195,0.6021714285714286,0.692882
1014,Salasar Balaji Temple,4.3371,267,0.7451,0.2885,0.8342750000000001,0.5232657268803387,0.5934285714285714,0.692803
1015,Shri Jasnath Asan,4.7586,29,0.4355,0.4412,0.9396500000000001,0.28931731432342833,0.6806857142857143,0.692757
1016,Bhima Kali Temple,4.4132,167,0.7218,0.3358,0.8533,0.4733708466625631,0.6204571428571428,0.692753
1017,Adhishakthyathmaka Sri Annapoorneshwari Temple,4.5256,78,0.6974,0.424,0.8814,0.39276134416144315,0.6708571428571428,0.6927
1018,Lakhota Talav,4.4238,151,0.7251,0.3513,0.85595,0.4626783279544089,0.6293142857142857,0.692641
1019,Stallions Valley Horse Riding Academy,4.9231,13,0.2774,0.4739,0.980775,0.20789330198171482,0.6993714285714285,0.69263
1020,Rani Sati Temple,4.5,96,0.7678,0.3938,0.875,0.4146908402728153,0.6536,0.692627
1021,Himalayan Zoological Park,4.1779,624,0.8105,0.2231,0.794475,0.613730696792857,0.5560571428571429,0.692568
1022,Pandavleni Caves,4.2449,343,0.801,0.3171,0.8112250000000001,0.549937839749131,0.6097714285714285,0.692548
1023,Sri Nandi Temple,4.0701,713,0.8215,0.3032,0.767525,0.627953916805185,0.6018285714285714,0.692514
1024,Bharath Art And Crafts,4.7333,60,0.6604,0.2674,0.933325,0.3651363275289652,0.5813714285714287,0.692478
1025,Shilpgram,4.1678,566,0.8446,0.2592,0.7919499999999999,0.6033256858475606,0.5766857142857142,0.69231
1026,Barren Hills,4.4609,128,0.6976,0.3535,0.8652249999999999,0.44514994284245296,0.6305714285714286,0.692272
1027,Jahangir Mahal,4.229,310,0.8297,0.3601,0.80725,0.5391635608599923,0.6343428571428572,0.692243
1028,Thangassery Light House,4.2413,286,0.8173,0.3689,0.810325,0.53058348542782,0.6393714285714286,0.692212
1029,Mountain Bike Kerala,4.7812,32,0.42,0.3844,0.9453,0.2994998749116505,0.6482285714285715,0.692146
1030,Patalpani Waterfall,4.3908,174,0.8309,0.343,0.8476999999999999,0.4777321062193908,0.6245714285714286,0.692084
1031,Central Park,4.3799,229,0.8376,0.2775,0.844975,0.5069296793191874,0.5871428571428572,0.691995
1032,Undeshwar Temple,5.0,6,0.0,0.5786,1.0,0.1338402136642096,0.7592,0.691992
1033,Selur View Point,5.0,4,0.0,0.6728,1.0,0.09789285796008532,0.8130285714285714,0.691974
1034,Gangtok Ropeway,4.099,606,0.8908,0.3122,0.77475,0.6106086427829965,0.6069714285714286,0.691952
1035,Tungabhadra Gardens and Dam,4.1578,469,0.8376,0.319,0.78945,0.5832804050783048,0.6108571428571429,0.691881
1036,The Forum Koramangala Mall,4.2098,367,0.8279,0.3305,0.8024500000000001,0.5571429979941126,0.6174285714285714,0.691854
1037,Lansdowne,4.4786,140,0.7724,0.3054,0.86965,0.45465273852904675,0.6030857142857143,0.691838
1038,Nature Wanderers,4.4839,124,0.6685,0.3326,0.870975,0.4417847505152665,0.6186285714285714,0.691749
1039,Basavanagudi,4.1732,462,0.7425,0.3052,0.7932999999999999,0.58167726210795,0.6029714285714286,0.691747
1040,Alagarkoil Temple and Shrine,4.2415,352,0.8243,0.3065,0.8103750000000001,0.5526970295737038,0.6037142857142858,0.691739
1041,Shree Swaminarayan Mandir Kalupur,4.3602,186,0.8149,0.3547,0.84005,0.4848177536434451,0.6312571428571429,0.691722
1042,Karnal Lake,4.4815,108,0.7423,0.373,0.8703749999999999,0.42715186323435517,0.6417142857142857,0.691676
1043,Group of Monuments at Hampi,4.192,448,0.8663,0.292,0.798,0.5783969510776876,0.5954285714285714,0.691605
1044,Dekho Andaman,4.8571,14,0.5345,0.5177,0.964275,0.21526422600592307,0.7244,0.691597
1045,Sri Ramakrishna Math,4.3704,216,0.7606,0.3006,0.8426,0.5007137505795476,0.6003428571428572,0.691583
1046,Aga Khan Palace,3.9884,1120,0.9901,0.2569,0.7471,0.676146948276644,0.5753714285714285,0.691468
1047,The Anna Centenary Library,4.3222,239,0.8049,0.324,0.8305499999999999,0.5114765792759441,0.6137142857142858,0.691461
1048,Elphinstone Point,4.314,172,0.7838,0.4246,0.8285,0.4765040924314947,0.6711999999999999,0.691441
1049,Aryan Art Gallery,5.0,1,,0.925,1.0,0.0,0.9571428571428572,0.691429
1050,Jugibari Village Tourism Area,5.0,1,,0.925,1.0,0.0,0.9571428571428572,0.691429
1051,Bharthana National Park,4.9091,11,0.3015,0.5216,0.9772749999999999,0.19142445636334304,0.7266285714285713,0.691391
1052,Dr. Ramnath A. Podar Haveli Museum,4.4191,136,0.7155,0.3746,0.8547750000000001,0.45157810840245644,0.6426285714285714,0.691387
1053,Sahakari Spice Farm,4.1286,630,0.9624,0.2639,0.7821499999999999,0.6147514308944765,0.5793714285714285,0.691375
1054,Vastra Vinod,4.9091,11,0.3015,0.5211,0.9772749999999999,0.19142445636334304,0.7263428571428572,0.691333
1055,Sadhana Forest,4.5682,88,0.6214,0.3316,0.89205,0.4054949713664707,0.6180571428571427,0.691285
1056,Parvati Temple,4.199,412,0.81,0.3048,0.79975,0.5694680989389606,0.6027428571428571,0.691264
1057,Paradesi Synagogue,4.05,1081,0.8538,0.1976,0.7625,0.6723638885741723,0.5414857142857142,0.691256
1058,Bhavani Island,4.3699,173,0.8294,0.3602,0.8424750000000001,0.477119863722782,0.6344000000000001,0.691253
1059,Gilbert Trail,4.4472,123,0.8017,0.3705,0.8617999999999999,0.44092662523284326,0.6402857142857143,0.691235
1060,Tank Bund,4.2255,306,0.9007,0.3584,0.8063750000000001,0.5377805509542976,0.6333714285714286,0.691196
1061,Mountain View Adventure Park,4.8824,17,0.3321,0.435,0.9705999999999999,0.23474273609167554,0.6771428571428572,0.691151
1062,Eco Cave Gardens,4.1672,616,0.8979,0.2254,0.7918000000000001,0.6123543682796908,0.5573714285714286,0.691081
1063,Gangeshwar Temple,4.2172,373,0.7431,0.311,0.8043,0.5588708419609504,0.6062857142857142,0.691068
1064,Queens Land,4.3521,213,0.9872,0.3197,0.838025,0.49922645013351014,0.6112571428571429,0.691032
1065,Hatnur Dam,5.0,7,0.0,0.5327,1.0,0.1481061766350105,0.7329714285714285,0.691026
1066,Mayfair Gangtok Casino Mahjong,4.3833,180,0.9646,0.3321,0.845825,0.48133366152634594,0.6183428571428572,0.690981
1067,Accoland,4.6071,56,0.7053,0.4111,0.901775,0.3578904310477309,0.6634857142857143,0.690952
1068,Kiteguru Kitesurf School,4.68,50,0.5869,0.3625,0.9199999999999999,0.3460075265059649,0.6357142857142858,0.690945
1069,Napier Museum,4.2407,349,0.7983,0.3024,0.8101750000000001,0.551785194536896,0.6013714285714286,0.690897
1070,ISKCON Anantapur Temple,4.5714,35,0.6081,0.5783,0.8928499999999999,0.3087958244091808,0.7590285714285715,0.690869
1071,North Bay Island Andaman,4.0279,825,0.9272,0.294,0.756975,0.6435211872564657,0.5965714285714286,0.690858
1072,Master World Culinary Tours,5.0,10,0.0,0.4416,1.0,0.1821285068658127,0.6809142857142857,0.690821
1073,Yousmarg,4.3445,238,0.8363,0.2946,0.836125,0.511030499198739,0.5969142857142857,0.690755
1074,Hidden Paradise Adventure Tours,4.7742,31,0.4973,0.3877,0.9435500000000001,0.29621235327002104,0.6501142857142856,0.690662
1075,Kundadri,4.4014,142,0.7632,0.3755,0.8503499999999999,0.45615749612691925,0.6431428571428571,0.690651
1076,Babulnath Temple,4.1842,505,0.7917,0.2578,0.7960499999999999,0.5911653282249147,0.5758857142857143,0.690552
1077,Kamakshi Amman Temple,4.257,323,0.7715,0.3031,0.8142499999999999,0.5435385605008564,0.6017714285714285,0.690541
1078,St. Mary's Basilica,4.3516,219,0.7355,0.308,0.8379000000000001,0.5021806297784138,0.6045714285714286,0.690518
