feature,importance
rating_std,0.6093391656594347
avg_subjectivity,0.18702552537511152
avg_rating,0.1288263670668368
avg_polarity,0.03569455882558838
city_place_count,0.025753887853718745
city_avg_polarity,0.006231877765460425
city_five_star_rate,0.003639062829909469
city_avg_rating,0.003489554623939942
