Place,avg_rating,review_count,rating_std
Dwarka City Centre,3.9286,14,0.9169
Shaheed Smarak,3.9286,28,0.9786
Jetavana,3.9286,14,0.73
Namgyalma Stupa,3.9286,14,0.9972
Lake Town Clock Tower,3.9286,14,0.9972
Ganesh Mandir Temple,3.9286,14,0.9972
Sis Ganj Gurudwara,3.9286,14,0.9169
Kaliyasot Dam,3.9286,14,1.0716
Watson Museum,3.9286,70,0.8735
Vijay Ghat,3.9286,14,1.1411
Thattekere Lake,3.9286,14,0.9972
Sri Ranganayaka Swamy Temple,3.9286,14,0.8287
Shri Upasani Kanyakumari Sthan,3.9286,14,0.8287
Yogeshwari Temple,3.9286,14,0.73
Budharaja Temple,3.9286,14,0.9972
St John's Church,3.9286,14,1.1411
Paymasters Park,3.9286,42,0.8942
Lahori Gate,3.9286,28,0.8133
Kengal Anjaneya Swamy Temple,3.9286,14,0.8287
Basukinath Temple,3.9275,69,0.8798
Thirumandhamkunnu Bhagavathy Temple,3.9268,41,0.9053
Mahishasuramardini Cave,3.9265,68,0.8863
Kempty Falls,3.9265,2137,1.0704
Mangala Devi Temple,3.9259,27,0.8738
Fatehpur Sikri,3.9259,135,1.0554
Navagraha Temple,3.9256,121,0.8283
Shree Chintamani Temple,3.9247,93,0.9117
Valluvar Kottam Monument,3.9241,79,1.141
Malik Ghat Flower Market,3.9239,92,0.9971
Periyar Tiger Reserve,3.9232,1497,0.9812
Rent My Bike,3.9231,13,1.0377
Moth Ki Masjid,3.9231,13,1.4412
Moti Bazaar,3.9231,13,0.8623
Barua Sagar Fort,3.9231,13,1.1152
Bijasen Tekri,3.9231,26,0.8449
Indira Gandhi Sports Complex,3.9231,13,0.9541
Jaisalmer Folklore Museum,3.9231,26,1.0554
BRT Wildlife Sanctuary,3.9231,52,0.7883
Kadu Malleshwara Temple,3.9231,39,0.7393
Joecons Wellness Retreat,3.9231,13,1.4412
Chengannur Mahadeva Temple,3.9231,13,0.7596
Kanchi Kudhil,3.9231,13,0.7596
Lion Pillar,3.9231,13,0.7596
Abbott Mount,3.9231,13,0.9541
Mhadei Wildlife Sanctuary,3.9231,13,1.1152
Tourist Information Centre,3.9231,13,1.1875
Balamuri Ganapati Temple,3.9231,13,0.7596
Shri Parkasheshwar Mahadev Mandir,3.9231,13,1.3205
Sundar Gram,3.9231,13,1.1875
Chandrapur Super Thermal Power Station,3.9231,13,1.0377
Mahindra Hockey Stadium,3.9231,13,1.0377
Jhargram Raj Palace,3.9231,52,1.0261
Muthyala Maduvu Falls,3.9231,39,1.0358
Dhanushkodi Beach,3.9224,1430,1.0369
Bhadra Maruti,3.9222,270,0.8652
Palani Murugan Temple,3.9222,450,0.997
Sai Heritage Village,3.9216,51,0.9131
Municipal Laundry,3.9206,63,0.867
Maruti Mandir,3.9205,151,0.7167
Chandipur Beach,3.9202,163,0.9749
Green Ocean Ferry,3.9202,188,1.094
Lonar crater lake,3.92,25,0.9539
Rajat Pratap (Big/Silver Fall),3.92,25,0.9967
Vasco's Municipal Market,3.92,25,0.7594
Peb Fort,3.92,25,1.0376
Jantar Mantar,3.9199,687,0.92
Maharana Pratap Museum,3.9196,224,1.0212
Darjeeling Toy Train,3.9189,678,1.0259
Karnataka High Court,3.9189,111,0.7644
Triveni Sangam Allahabad,3.9184,625,0.8977
Peer Kho Cave Temple,3.9184,49,0.7593
Ramachandi Temple,3.918,61,0.8999
Laxmi Road,3.9169,854,0.8422
Bhima Devi Temple,3.9167,12,1.1645
Sri Subramaniya Swami Temple,3.9167,24,0.8297
Shukratal (Shukteerth),3.9167,12,0.9003
Aspinwall House,3.9167,12,1.2401
Lendi Baug,3.9167,60,0.8693
Alathiyoor Hanuman Temple,3.9167,12,0.9003
Wular Lake,3.9167,48,0.9416
Gurudwara Tilla Baba Farid,3.9167,12,0.9003
Catholic Rosary Church,3.9167,12,0.793
Sonegaon Lake,3.9167,12,1.0836
Pazhavangadi Ganapathy Temple,3.9167,456,0.8345
St Xaviers Church,3.9167,12,0.793
Veeranam Lake,3.9167,12,0.793
Vikasa Soudha,3.9167,12,0.9003
Silver Cascade Falls,3.9167,108,0.8978
Ernakulam Cemetery Church,3.9167,12,1.1645
Gore Ram Temple,3.9167,12,0.793
Sundareswara Temple,3.9167,12,0.6686
Kallil Devi Temple,3.9167,12,0.793
Nau Gaza Peer,3.9167,12,0.793
Raghuleela Mall,3.9167,120,0.9665
Mishing Village,3.9167,36,0.9373
Bhupen Hazarika Setu - Dhola-Sadiya Bridge,3.9167,12,1.0836
Ubbalamadugu Falls,3.9167,24,0.8805
Bathrakaliamman Temple,3.9167,12,0.5149
Zorastrian Museum and Information Centre,3.9167,12,0.6686
Atmeshwar Temple,3.9167,24,1.1765
Khairul Manzil Masjid,3.9167,12,0.9962
Deoghar,3.9167,12,0.5149
"Jain Temple, Alleppey",3.9167,12,0.5149
Tilak Smarak Mandir,3.9167,12,0.9003
Gazoldoba,3.9167,12,0.9003
Shri Gaur Vihar Ashram,3.9167,12,0.9003
Friday Mosque (Jama Masjid),3.9161,1525,0.9925
Jetty Garden,3.9155,71,1.118
Seva Kunj and Nidhuban,3.9155,142,0.9263
Cavalry Tank Museum,3.9153,59,1.022
Hazrat Nizamuddin Darga,3.9152,330,0.9764
INS Kurusura Submarine Museum,3.9151,1543,0.9046
Hoollongapar Gibbon Sanctuary,3.9149,47,0.8805
Bund Garden,3.9143,35,0.7811
Paliam Dutch Palace,3.9141,128,0.9138
Handi Khoh,3.914,93,1.0494
Daulatabad Fort,3.9131,541,0.9859
Chanderi Fort,3.913,23,0.9002
Connemara Public Library,3.913,23,1.0835
Dargah Hazrat Meera Syed Hussain,3.913,23,0.996
Moodabidri,3.913,23,0.6683
Masaniamman Temple,3.913,69,1.0253
Aralam wildlife sanctuary,3.913,23,1.0407
"Keerti Mandir -Abhivyaktee kendra,Akriti art gallery,Javneeka Cafe",3.913,23,0.9002
Banatheertham Falls,3.913,23,1.2028
Tanglang La,3.9128,195,0.9068
Shri Varad Vinayak,3.9123,57,0.808
Papanashini River,3.9118,34,0.9331
Pakshipathalam Bird Sanctuary,3.9118,34,0.8658
Adina Mosque,3.9118,34,1.0551
Sitabani Temple,3.9113,124,0.9018
Tejas Express,3.9111,45,1.2399
Ferar Beach,3.9111,45,0.9001
Margao Market,3.9111,225,0.887
Marble Palace Kolkata,3.9106,358,0.9602
Pawapuri,3.9104,67,0.83
Fort Museum,3.9103,145,0.9348
Harshat Mata Temple,3.9098,133,0.9883
Pioneers' Monument,3.9091,11,0.7006
Mayodiya Pass,3.9091,11,1.1362
Nilakantha Palace,3.9091,11,0.5394
Khajrana Temple,3.9091,11,0.8312
Funtasia Island,3.9091,33,1.234
Science Museum,3.9091,11,0.8312
Begumpet Mosque,3.9091,11,0.7006
Koyikkal Palace,3.9091,11,0.7006
Sri Chaitanya Math,3.9091,11,0.7006
Narendra Sarovara,3.9091,22,0.8679
Srimath Anantheshwar Temple Manjeshwar,3.9091,11,0.9439
Chauragarh Fort,3.9091,11,1.0445
Amaravathi Crocodile Farm,3.9091,11,0.7006
Antaragange caves,3.9091,11,0.7006
Gopuram Gateway,3.9091,22,0.7502
Apsara Theatre,3.9091,11,1.0445
Gole Market,3.9091,11,0.9439
Sugreevar Temple,3.9091,11,0.7006
Bai Harir Sultani Mosque,3.9091,11,0.8312
Nyay Mandir,3.9091,77,0.8912
Manjeera Reservoir and Dam,3.9091,11,1.0445
Kali Mata Ka Mandir,3.9091,11,0.8312
Danish Fort,3.9091,132,0.9201
Pazhassi Raja Tomb,3.9091,55,0.9482
Kevada Masjid,3.9091,11,0.7006
Kaattu Azhagiya Singar Srirangam,3.9091,11,1.221
Bichitrapur Mangrove Reserve,3.9091,11,1.1362
Great Value Mall,3.9091,11,0.9439
Sardar Market,3.9079,76,0.9263
Bedse Caves,3.907,43,0.9714
Gandhi Maidan,3.9067,150,0.7802
Lenyadri Caves,3.9067,75,0.8248
Gajanur Dam,3.9067,75,0.8411
Gent's Seat,3.9065,139,0.9698
Arunachala Mountain,3.9062,32,0.8175
Chamunda Devi Temple of Devi,3.9062,32,1.0273
Old Naini Bridge,3.9062,32,0.7771
Folklore Museum,3.9062,32,1.0273
Bhadra Fort,3.9062,64,0.8677
Ahobilam Temple,3.9053,95,1.0008
Malviya Bridge,3.9048,21,1.0911
Tomb Of Saint Alphonsa,3.9048,42,0.9579
Raghunath Temple,3.9048,189,1.0218
Athisayam Water Amusement Park,3.9048,42,1.1647
Rachol Seminary,3.9048,21,0.8891
Kalyani Devi Temple,3.9048,21,0.8309
Rajendraprasad Ghat,3.9048,21,0.8309
Subir Raha Oil Museum,3.9048,21,0.7684
Pantaloons Mall,3.9048,21,0.8891
Jogeshwari Caves,3.9048,21,0.8309
Kushawrat Kund,3.9048,42,0.9321
Thamri Kund,3.9048,21,0.8309
Leh Royal Palace,3.9044,743,0.9742
Rukshamanee Mandir,3.9041,292,0.9182
Palani,3.9041,73,0.8845
Kamru Fort,3.9036,83,0.8641
Nagaraja Temple,3.9036,83,0.7748
Skywalk (ampa Mall),3.9032,124,0.9578
Sri Sigandur Chowdeshwari Temple,3.9032,31,0.7463
Radha Govinda Temple,3.9032,31,0.9076
Elephant Rehabilitation Centre,3.903,134,1.0323
Avalabetta,3.9029,103,1.005
Joshimath,3.9024,82,0.8405
Chatrapati Shivaji Museum,3.9024,41,0.9697
108 Shiv Mandir,3.9024,41,0.8002
Sentosa Water Park,3.9024,82,1.2825
Malegitti Shivalaya Fort and Temple,3.902,51,1.0441
The Science City,3.902,51,0.8776
Panch Ganga Temple,3.9009,343,0.7466
Government Museum,3.9002,431,0.9915
Achankovil River,3.9,20,0.8522
Methodist Church,3.9,10,0.5676
Gorichen Peak,3.9,10,0.9944
Siddha Shree Dhoramnath Monastery,3.9,10,0.7379
Shree Ram Arcade,3.9,10,0.3162
Survaya ki Garhi,3.9,10,1.1005
Rewa Fort,3.9,10,1.1972
Khandesh Central,3.9,10,0.7379
Hosdurg Beach,3.9,10,0.8756
Kovalam Fish Market,3.9,30,0.9948
Shree Mahalakshmi's House Of Wax,3.9,10,0.5676
Keenan Stadium,3.9,30,0.6618
Aquatica,3.9,130,1.3574
Maha Sati,3.9,10,0.9944
Archaeological Museum Khajuraho,3.9,50,0.953
Parikkal Sri Lakshmi Narashimamurthy Temple,3.9,10,1.1972
Shoolini Mata Temple,3.9,10,0.8756
Ratan Singh Palace,3.9,20,0.9679
Kesariya Stupa,3.9,10,0.7379
Sri Sarada Devi Temple,3.9,10,0.8756
Matsyadarshini Aquarium,3.9,60,0.8577
GnG Mall,3.9,10,0.9944
Nag-Sankar Temple,3.9,10,0.8756
Bhaji Caves,3.9,10,0.9944
Khaliya Top,3.9,40,0.7779
Nagina Masjid,3.9,10,0.9944
Vaidyanathaswamy Temple,3.9,10,0.8756
National Chambal Sanctuary NCS,3.9,10,0.9944
Nazarbaug Palace,3.9,20,0.9679
Panchbol Point,3.9,10,1.1005
Sri Lakshmi Narasimha Swamy Temple,3.9,10,0.8756
Anegundi Fort,3.9,20,1.0208
Wonder world,3.9,10,0.7379
Fateh Burj,3.9,20,1.2524
Sagareshwar Wildlife Sanctuary,3.9,10,0.5676
Saraswathi Temple,3.9,10,0.5676
Lodhi Fort,3.9,10,0.9944
Dinosaur Park,3.9,30,0.9948
Snow Leopard Breeding Centre,3.9,10,1.2867
Sri Sathya Sai Hill View Stadium,3.9,20,0.7182
Rajeev Smriti Van,3.9,10,0.9944
Patal Bhuvaneshwar Cave Temple,3.8991,109,0.9324
Pokhran Fort,3.898,49,0.9409
Jayakwadi Dam,3.898,49,0.9184
Allahabad High Court,3.898,49,0.8719
"Shershah Suri’s Tomb,",3.8974,39,0.9678
Ranthambhore Tiger Reserve,3.8974,39,0.9118
Sanchi Stupa No. 2,3.8974,39,1.0462
Anna Park,3.8974,156,0.9379
Parijaat Tree,3.8966,29,0.6179
Himalayan Bird Park,3.8966,29,0.939
Rink Mall,3.8966,29,0.6179
Deeg Fort,3.8966,29,0.9002
Pechiparai Reservoir,3.8966,29,0.8596
Khwabgah,3.8966,58,0.852
Coco Beach,3.8962,395,1.0672
Kalavara Durga (Skandagiri),3.8961,77,0.9945
Sri Govindarajaswami Temple,3.8956,249,0.8014
Dhauli Giri Hills,3.8955,574,1.1439
Hokka Trees,3.8955,67,0.8552
Har Mandir Takht,3.8947,19,0.7375
Bhakta Kannappa Temple,3.8947,19,0.9366
Magen David Synagogue,3.8947,19,1.1002
Sukh Niwas Palace,3.8947,19,0.9941
Roop Singh Stadium,3.8947,19,0.6578
Rangin Mahal,3.8947,19,0.8093
Mother Sanctuary,3.8947,19,1.1496
Chausathi Jogini Temple,3.8947,95,0.9836
Janki Temple,3.8947,19,0.7375
Connemara Market,3.8947,19,0.7375
Bhilar Waterfalls,3.8947,19,0.8093
Chelavara Falls,3.8943,265,1.0572
Kundrakkudi Murugan Temple,3.8939,66,0.9467
Ramadevara Betta Hill,3.8936,47,0.9145
Diwan-e-Aam Hall of Public Audience,3.8936,94,0.8226
Bir Singh Palace,3.8936,47,0.9832
Karol Bagh,3.8935,169,0.9389
Kal Bhairav Temple,3.8933,431,0.8368
Tellicherry Fort,3.8933,75,0.9805
Tungabhadra River,3.8933,225,0.967
Ram Mandir Ghat,3.8931,131,0.9628
Wayanad Heritage Museum (Ambalavayal Heritage Museum),3.8929,84,0.892
Nava Narasimha Temple,3.8929,28,0.7373
Pochampalli,3.8929,28,0.8317
Sri Vaikuntam Temple,3.8929,28,0.994
Jim Corbett Safari,3.8929,28,0.8751
Hong Kong Market,3.8917,157,0.9028
Heera Panna Shopping Center,3.8913,46,0.8227
Swetharanyeswarar Temple,3.8909,55,0.8316
Sariska Tiger Reserve,3.8909,614,0.9891
Metro Railway,3.8904,912,0.8933
Indian Air Force Museum,3.8901,91,1.0588
Prasanna Venkatachalapathy Temple,3.8889,9,0.7817
Tirrupakuzhi Vijayaraghave Perumal Temple,3.8889,9,0.928
Arulmigu Lakshmi Narashima Swamy Thirukoil,3.8889,9,0.928
Narmada Mata Temple,3.8889,9,0.928
Gopalgad Hill,3.8889,9,0.7817
Jamuna Prapat Waterfall,3.8889,9,1.2693
Kolleru Bird Sanctuary,3.8889,9,1.0541
Saraswathy Temple,3.8889,9,0.7817
Ramjanamabhoomi,3.8889,27,0.5774
Chand Minar,3.8889,9,0.6009
Aloobari Gompa Monastery,3.8889,18,0.9003
Yawteshwar Temple,3.8889,9,0.7817
Dhosi Hill,3.8889,9,0.3333
Shivamathungai Falls,3.8889,9,1.0541
Netaji Indoor Stadium,3.8889,36,0.7475
Chandra Sthalam Thingalur (Kailasanthar) Temple,3.8889,45,0.8587
Gold Souk Mall,3.8889,9,1.0541
Chandrabadani Temple,3.8889,9,1.0541
Dashashwamedh Ghat,3.8889,27,1.086
Sassoon Dock,3.8889,45,1.0274
Little Art Gallery,3.8889,9,0.6009
Aryankavu Shastha Temple,3.8889,9,0.6009
Chandramouleshwara Temple,3.8889,18,0.8324
Barbarua Maidam,3.8889,9,0.6009
Amaravathi Dam,3.8889,18,0.583
Hazaribagh National Park,3.8889,9,1.1667
Laila Majnu ki Mazar,3.8889,9,0.928
Roha Fort,3.8889,9,1.1667
Lohani Caves & Temple,3.8889,9,1.1667
Rock Painting 1500 BC,3.8889,9,0.928
Jhari or Dabdabe Falls,3.8889,18,1.1827
Walayar Dam,3.8889,9,1.0541
Kumar Theatre,3.8889,9,1.0541
Redi Ganpati Temple,3.8889,18,0.7584
Singda Dam,3.8889,9,0.928
Kamleshwar Dam,3.8889,27,1.05
Guru Tegh Bahadur Memorial Delhi,3.8889,9,1.0541
Neerja International Inc.,3.8889,9,1.1667
Lower Circular Road Cemetery,3.8889,9,0.928
Center One Mall,3.8889,9,0.7817
Issorcim Beach,3.8889,9,0.928
Library Road Vegetable Market,3.8889,18,0.6764
Shirley Falls,3.8889,9,0.928
Gul Mandi Market,3.8889,27,0.698
Trishundha Ganpati Temple,3.8889,9,0.7817
Katta Maisamma Temple,3.8889,9,1.0541
Sri Navasai Baba Mandir,3.8889,9,0.7817
Gravity Fashion Surat,3.8889,9,1.1667
Safa Masjid,3.8889,9,0.7817
Safa Shahouri Masjid,3.8889,9,0.928
Oswal Mills Showroom,3.8889,9,0.6009
Parad Shivling,3.8889,36,0.6667
Nizamshahi Mahal,3.8889,18,1.0226
Dariya Daulat Palace - Tipu Sultan's Summer Palace,3.8883,179,0.9592
Rajwada Indore,3.8869,566,0.8972
Innovative Film City,3.8865,784,1.1651
Jamali Kamali Tomb and Mosque,3.8864,44,1.0613
Kamla Nehru Zoo,3.8861,79,0.9606
Kumarakom Bird Sanctuary,3.8858,867,0.9317
Pandupole,3.8857,35,0.8321
Bengaluru City Railway Station,3.8857,35,0.8668
Hoshang Shah's Tomb,3.8857,70,0.8261
Neelimala View Point,3.8852,61,0.9147
Duddhtalaii and Musical Garden,3.8846,52,1.0224
Shingba Rhododendron Sanctuary,3.8846,78,0.9532
Tapovan Hot Springs,3.8846,26,0.9519
Dufferin Clock Tower,3.8846,26,0.9089
Pampa Sarovar,3.8837,43,0.8226
South Park Street Cemetery,3.883,470,1.0144
Mammiyur Mahadeva Kshetram,3.8828,273,0.7676
Sangram Sagar Lake,3.8824,17,0.7812
Ganga Golden Jubilee Museum,3.8824,17,0.8575
Massanjore Dam,3.8824,17,0.9926
Baneswar Shiva Temple,3.8824,17,0.6966
Nawabganj Wildlife Sanctuary,3.8824,17,0.8575
Mahatma Gandhi Museum,3.8824,17,1.0537
Thunchan,3.8824,17,0.7812
Chattakpur,3.8824,17,0.9926
Nehru Market,3.8824,17,0.8575
Grishneshwar Jyotirlinga Temple,3.8821,857,0.8532
Hogenakkal Falls,3.8813,573,1.1062
Bhavani Mandap,3.881,42,0.7715
Casa Araujo Alvares,3.881,42,0.8612
Guindy Snake Park,3.8809,235,1.0014
Sultan Battery,3.8806,201,0.9621
Aarey Colony,3.88,75,1.0129
Keelaperumpallam Temple,3.88,25,0.6658
Indrahar Pass,3.88,25,0.9274
Kamadgiri Temple,3.88,25,0.781
Chandravalli Caves,3.88,25,0.9274
Janjira Fort,3.8791,91,0.9756
Narayan Sarovar Sanctuary,3.8788,33,1.0535
Tiger Hill Cemetery,3.8788,33,1.0535
Kampaheswarar Temple,3.8788,33,1.0828
Ajinkyatara Fort,3.8788,33,0.9604
Delhi Metro Museum,3.8772,57,0.8466
Sherbaug,3.8772,57,1.1963
Arulmigu Abhirami Udanurai Amirthakadeshwarar Swamy Temple,3.8772,57,0.9462
Bade Mahadev,3.8769,65,0.8928
Mahatma Jyotiba Phule Market,3.8767,73,0.942
National Chambal Sanctuary,3.8767,73,1.0794
Banganga,3.8762,105,0.9167
Chilika Lake,3.8762,1195,1.0165
Dudhwa Jungle Lore,3.875,8,1.126
Sola Khamba,3.875,8,0.8345
Gawilgadh Fort,3.875,16,0.8851
Rani Sipri's Mosque,3.875,24,0.9918
Aam Khas Bagh,3.875,8,0.8345
Sri Kurungaleeswarar Temple,3.875,8,0.991
Irwin Agricultural Museum,3.875,8,0.991
Sri Vari Museum,3.875,16,0.7188
Char Dham Mandir,3.875,32,0.7513
Silver Palace,3.875,8,0.3536
Sahasralinga,3.875,32,0.9755
National Children's Museum,3.875,8,1.5526
Triveni Ghat Sri Saneeshwara Navagraha Temple,3.875,16,0.6191
Paravasa Ulagam Water Theme Park,3.875,16,1.2583
Sri Nindra Narayana Perumal Temple,3.875,8,0.6409
Bhavaniswar Mandir,3.875,8,0.3536
Gandhi Prani Udhyan,3.875,8,0.6409
Parasgad Fort,3.875,8,1.126
Mubarak Mandi Palace,3.875,24,0.8999
Nagarjunakonda,3.875,48,1.0237
Kungri Monastery,3.875,8,0.991
Ananteshwar Temple,3.875,80,0.7356
Our Lady of the Sea,3.875,8,0.8345
Lila Gumbaj ki Masjid,3.875,8,1.126
Sri Penushila Lakshmi Narasimha Swami Temple,3.875,8,0.6409
Govindgarh Palace,3.875,8,0.8345
Madho Niwas Kothi,3.875,8,0.8345
Viduraswatha,3.875,8,0.991
Central Research Institute,3.875,16,0.8062
Mahishasuramardhini Mandapa,3.875,16,1.2583
Chand Kazi's Samadhi,3.875,8,0.991
R Odeon Mall,3.875,24,0.8999
Uttukuli Murugan Temple,3.875,8,1.2464
Family Kingdom,3.875,8,1.2464
Durga Nag Temple,3.875,16,1.0247
Mahanirban Math,3.875,8,0.8345
Sonanadi River,3.875,8,0.8345
Shenbaga Thopu,3.875,8,0.991
The Baptist Church,3.875,8,0.8345
Krishnapuram Anchaneyar Temple,3.875,32,0.8707
Sothupparai Dam,3.875,8,0.991
Prehistoric Rock Art Gallery,3.875,8,1.3562
Hazaribagh Wildlife Sanctuary,3.875,8,1.126
Roorkee Group Museum and Archives,3.875,8,0.6409
B M Birla Planaturium,3.875,120,1.1491
Marthoma Pontifical Shrine - Cradle of Christianity India,3.875,8,0.8345
Guddattu Shri Vinayaka Temple,3.875,8,0.6409
Sastha Temple,3.875,8,0.991
The Church of Our Lady of Socorro,3.875,8,1.126
Mahananda Wildlife Sanctuary,3.875,24,0.8502
Ungma,3.875,8,0.8345
Fort Asherigad,3.875,8,0.3536
Madhya Kailash Temple,3.875,16,0.9574
Kalibari Temple,3.875,8,0.8345
Gurudwara Tibbi Sahib,3.875,8,0.8345
Most Holy Redeemer Church,3.875,8,0.8345
Armenian Church,3.8739,111,0.8956
Dhobi Ghat,3.8732,820,0.8636
Kadalekalu Ganesha,3.8732,71,0.8933
New Market,3.873,748,0.9073
Adam's Bridge - Rama Setu,3.8726,157,0.9039
Kausani Shawl Factory,3.8723,47,0.85
St Jerome Fort,3.8716,109,0.9139
Nirar Dam,3.8714,70,0.9916
Shah Burj,3.8713,101,0.9018
Dandeshwar Temple,3.871,31,0.9914
Mahant Ghasidas Memorial Museum,3.871,31,0.8462
Church of Saint Francis,3.8707,820,0.8856
Silvassa Tribal Museum,3.8704,108,0.8099
"The Archaeological Museum, Old Goa",3.8704,54,0.9121
Regal Circle,3.8696,23,0.757
Jesal Toral Samadhi,3.8696,23,1.0137
Jai Samand Lake,3.8696,23,1.1403
Nitya Kalyana Perumal Temple,3.8696,23,0.8689
Purandaradasa Mantapa,3.8696,23,0.8149
Mishkal Mosque,3.8696,23,0.9197
Mridanga Saileswari Temple,3.8696,23,1.1403
Chowringhee,3.8688,160,0.8327
Mekedatu,3.8687,99,0.9757
Galtaji Temple,3.8683,243,1.1056
Udaipur Solar Observatory,3.8667,30,0.8604
Jwalaheri Market,3.8667,15,0.7432
Hall of the Heroes,3.8667,15,1.0601
Mitawali Temple,3.8667,30,0.8604
Jayalakshmi Vilas Complex Museum,3.8667,15,0.9155
Botanical Gardens of the Indian Republic,3.8667,15,0.9904
Smrithi Bhavan,3.8667,15,0.8338
Sri Annamma Devi Temple,3.8667,15,0.9155
Maharishi Dadhichi Garden,3.8667,15,0.9904
Kittur Fort and Palace,3.8667,15,1.0601
Kohoj Hill Fort,3.8667,15,0.7432
Ranjit Vilas Palace,3.8667,15,1.3558
Shree Stambheshwar Mahadev,3.8667,30,1.0417
Shree Sai Hemant Art Gallery,3.8667,15,0.9904
State Museum,3.8667,15,0.8338
Lambasingi,3.8667,45,0.9909
Vavar Shrine,3.8667,15,0.6399
"Pakke Wildlife Sanctuary and Tiger Reserve,",3.8667,15,0.9155
Phurchachu Hot Springs,3.8667,15,0.8338
Chauragarh Temple,3.8667,15,0.9155
Beadon Falls,3.8667,15,1.0601
Sukreswar Temple Ghat Temple,3.8667,15,1.0601
Punnathur Kotta (Anakkotta),3.8663,202,0.918
Chandragiri Fort,3.8654,52,1.067
Govinda Dev ji,3.8654,52,1.0484
Chandni Chowk,3.8651,3646,0.9621
Maritime Museum Kochi,3.8644,118,0.9864
"Deer Park, Ooty",3.8636,22,0.9902
Dhauli Peace Pagoda,3.8636,22,0.9902
Rajwada,3.8636,22,0.8335
Kuchanur Sri Saneeswara Baghwan Temple,3.8636,22,0.9409
S.M.S.M Institute,3.8636,22,0.7102
Guru Nanak Bhawan,3.8636,22,0.7743
Megalithic Dolmens of Marayur,3.8636,22,1.2069
Corjuem Fort,3.8636,22,1.0821
Delhi Haat Janakpuri,3.8636,66,1.0508
Crystal Palm Mall,3.8636,22,1.0372
Vedi Temple,3.8627,51,0.9802
Sri Ulagalandar Temple,3.8625,80,0.8073
Topslip Tiger Forest,3.8624,109,1.0926
Wax Museum,3.8614,101,1.0773
Kedarnath Mandir,3.8612,317,0.9839
Annapurna Devi Mandir,3.8611,36,0.8993
St Thomas Church,3.8611,36,0.8333
Agara Lake,3.8605,43,1.1869
Sri Sthala Sayanaperumal Temple,3.8596,57,0.875
Subhash Baoli,3.8583,120,1.0314
Balancing Rocks,3.858,169,0.8951
Hrimkargiri Jain Shwetambar Tirth,3.8571,7,0.6901
Pampa (Pamba) River,3.8571,14,1.0271
Kugti Wildlife Sanctuary,3.8571,7,1.069
Chamarajendra Academy of Visual Arts,3.8571,7,0.8997
Moti Doongri,3.8571,28,0.9705
Shargole Monastery,3.8571,7,1.4639
Sree Bakthavatsala Perumal Temple Tiruninravur,3.8571,7,0.8997
Vande Matram Memorial,3.8571,7,1.069
Panoramic Helipad,3.8571,7,1.215
Chandivali Studio,3.8571,7,0.6901
Gangasagar Lake,3.8571,7,0.6901
Gurdwara Sri Guru Tegh Bahadur Sahib,3.8571,7,1.069
Gauri Somnath Temple,3.8571,14,0.8644
Dow Hill,3.8571,7,0.378
Haware Centurion Mall,3.8571,7,0.8997
Harihar Jori,3.8571,7,0.8997
Dhari Devi Temple,3.8571,14,0.9493
Suraj Kund Park,3.8571,7,0.6901
Rangdum Gompa,3.8571,7,0.6901
Gujari Mahal Archaeological Museum,3.8571,77,0.8226
Hayagriva Madhava Temple,3.8571,7,0.6901
Kawal Wildlife Sanctuary,3.8571,14,1.0995
Ramgarh Lake,3.8571,21,0.9103
Donbosco Church,3.8571,7,1.069
Thyagaraj Sports Complex,3.8571,21,1.1084
Death Valley,3.8571,14,0.9493
A to Z Shopping Mall,3.8571,7,0.8997
Vir Bhumi,3.8571,7,1.3452
Amanalingeshwarar Temple,3.8571,7,0.6901
Ild Mall,3.8571,14,0.5345
Apex Mall,3.8571,7,0.6901
Siva Boating,3.8571,7,0.8997
Hoshang's Tomb,3.8571,21,0.9636
Rana Mahala Ghat,3.8571,14,0.7703
Gurdwara Nanakiana Sahib,3.8571,7,0.8997
Mrityunjay Ashram,3.8571,7,1.069
Mallela Theertham Waterfalls,3.8571,14,1.0271
Subramanya Bharathi Museum,3.8571,7,0.6901
Ahmedganj Palace,3.8571,7,1.215
Maa Vaishno Devi Dham,3.8571,7,0.8997
Antilia,3.8571,7,0.8997
Makhdoom Sahib Shrine,3.8571,21,0.727
Mantalai Temple,3.8571,14,0.9493
Serai Amanat Khan,3.8571,7,1.069
Carnac Point,3.8571,14,0.8644
Jaleshwar Temple,3.8571,7,0.8997
Amritvarshini Vav,3.8571,7,0.6901
Sri Ramalingaswami Temple,3.8571,7,1.069
Rajat Prapat,3.8571,14,0.7703
Meditation Park,3.8571,7,0.6901
Sher Shah Suri Masjid,3.8571,7,0.6901
Vikrant Bhairav Shrine,3.8571,14,0.5345
Adurru Excavation Site,3.8571,14,1.0995
DakshinaMukhy Nandeeshwara Temple,3.8571,7,0.8997
Siruvani Reservoir,3.8571,14,1.0271
Bhrigu Rishi Temple,3.8571,14,0.8644
Sai Vasan Shah Darbar,3.8571,7,0.6901
All Saints' Cathedral,3.8571,7,0.6901
Jawahar Aquariums,3.8571,14,0.9493
Sri Aabhatsakayeswarar Temple,3.8571,7,1.3452
Garuda Guha,3.8571,7,1.215
Bhainsrodgarh Wildlife Sanctuary,3.8571,7,1.069
Kakkadbhit Yaksha,3.8571,7,0.6901
