Place,avg_rating,review_count,rating_std
Star Monument,4.4545,11,0.6876
Patna Devi,4.4545,11,0.6876
Kabir Chabutra,4.4545,11,0.6876
Sundarban Nature Club,4.4545,11,0.5222
Shirui Kashung,4.4545,11,0.6876
Alwaye Palace,4.4545,11,0.8202
Topansar Lake,4.4545,11,0.6876
Mata Vaishno Devi Temple,4.4545,22,0.8004
Peralassery Sri Subramanya Temple,4.4545,11,0.6876
Ramna Devi Mandir,4.4545,11,0.8202
Chitralekha Udyan,4.4545,33,0.8326
Surya Sen Park,4.4545,11,0.5222
Sunset Beach,4.4545,44,0.7611
Khasada Fall,4.4545,11,0.5222
"ISKCON Nashik, Sri Sri Radha Madan Gopal Temple",4.4545,33,0.7538
Abdullah Khan's Tomb,4.4545,11,0.6876
Pakhal Wildlife Sanctuary,4.4545,11,0.8202
Ramtirth Waterfall,4.4545,11,0.6876
Darlaghat,4.4545,11,0.8202
Ratnagirishwarar Temple,4.4545,11,0.9342
Satbis Deori Temple,4.4545,22,0.671
Shree Amruteshwari Temple,4.4545,11,0.5222
R World Complex,4.4545,22,0.671
Uttan Beach,4.4545,33,0.6657
Ansupa Lake,4.4545,22,0.671
Perumal Temple,4.4545,11,0.5222
Kulpakji Jain Mandir,4.4545,11,0.5222
Hikers Adventure Park,4.4545,11,0.9342
Mounagiri Hanuman Temple,4.4545,11,0.6876
Baliharachandi Beach,4.4545,22,0.8004
ISKCON Khargar,4.4536,97,0.722
Prakruthi Ayurveda Spa & Treatment Centre,4.4535,258,0.6658
Ramapuram Beach,4.4533,75,0.843
Balsamand Lake and Garden,4.4533,214,0.8308
Animal Aid Unlimited,4.4528,53,0.845
Gandhi Research Foundation,4.4528,53,0.7982
Pangot and Kilbury Bird Sanctuary,4.4528,106,0.7823
Shri Satya Sai Pandurang Kshetra,4.4526,95,0.8221
Tithal Beach,4.4526,137,0.7667
Coorg White Water Rafting,4.4524,42,0.8612
Hathni Mata,4.4519,104,0.799
Abraham's Spice Garden,4.4519,374,0.7036
Tempio d'Oro,4.4516,186,0.7131
Botanical Garden Kokernag,4.4516,31,0.7676
Shakti Mandir,4.4516,31,0.6239
Surajgarh Farms,4.4516,31,0.85
Major Dhyan Chand National Stadium,4.4516,31,0.6239
Jagannath Mandir,4.4516,31,0.6752
Kutaghat Dam,4.4516,31,0.7229
Sundha Mata Temple,4.4516,31,0.7229
Travelogy India,4.4513,534,0.799
DLF Cyber Hub,4.4508,2786,0.7314
Terraced Garden,4.4507,71,0.7327
Rajiv Gandhi Joggers Park,4.4507,71,0.6277
Malpe Beach,4.4503,553,0.7927
Naina Peak,4.4502,211,0.7179
Harnai Beach,4.45,40,0.6385
Prati Balaji Temple,4.45,40,0.8458
Vega Circle Mall,4.45,20,0.8256
Jubbal Palace,4.45,20,0.7592
Wet 'n' Wild,4.45,20,0.887
Sattal Christian Ashram,4.45,20,0.6863
Jain Mandir Sanganer,4.45,40,0.7143
"Statue of Unity, Vadodara India",4.45,20,0.7592
Marine Drive,4.4492,8184,0.7479
iCabs Taxi Guruvayoor,4.4483,29,0.5724
Royal Opera House,4.4483,58,0.9398
Cathedral of Mary Help of Christians,4.4483,145,0.7631
Dhanvi Tourizm,4.4483,29,1.0207
The Maati Centre,4.4483,29,0.7831
Gilbert Trail,4.4472,123,0.8017
Sattal Lake,4.447,217,0.7627
Kote Betta,4.4468,47,0.8549
Devi Talab Mandir Temple,4.4468,141,0.7214
DB City Mall,4.4467,300,0.6943
Patna Waterfalls,4.4466,103,0.8011
Tannirbhavi Beach,4.4458,424,0.7513
Hazur Sahib,4.4456,193,0.7695
Eglise de Notre Dame des Anges,4.4448,335,0.7065
Shri Mahalaxmi Mandir,4.4444,9,0.7265
Bahinabai Park,4.4444,9,0.527
Maa Shitala Temple,4.4444,9,0.527
GoodEarth City Centre,4.4444,9,0.7265
Tirupati Rushivan,4.4444,54,0.8831
Ganga Aquarium,4.4444,9,0.527
Udaipur Art Villa,4.4444,18,0.7048
Outram ghat,4.4444,9,0.8819
Ghatandevi Mandir Temple,4.4444,18,0.7838
Tibetan Institute Of Performing Arts,4.4444,9,0.527
Ram Van Temple,4.4444,9,0.527
Botanical Survey of India Orchidarium,4.4444,9,0.7265
Bioscope Multiplex,4.4444,9,0.7265
Aliwardi Masjid,4.4444,9,0.527
Payyoli Beach,4.4444,18,0.7838
Phensang Monastery,4.4444,9,0.527
Velavan Temple,4.4444,117,0.6879
Gallery 78,4.4444,9,0.7265
Satya Sagar Udyan,4.4444,9,0.527
Bihar Police Museum,4.4444,9,0.7265
Doodhadhari Barfani Temple,4.4444,9,0.527
Arivu Thirukoil,4.4444,18,0.6157
Vidyadhar Garden,4.4444,9,0.7265
Kalka Taxi Services,4.4444,9,0.7265
Jhansi Herbal Garden,4.4444,18,0.7048
Sasthamkotta Lake,4.4444,36,0.7346
Gyangong Ani Gompa,4.4444,9,0.527
Jiranga Monastery,4.4444,18,0.7048
Pratap Gaurav Kendra,4.4444,9,0.7265
Jallandhar Beach,4.4444,99,0.95
Basilica of Our Lady of Graces,4.4444,27,0.8473
Sradhanjali Kanan,4.4444,36,0.8087
Narasimha Swamy Temple,4.4444,9,0.527
Bhandardara,4.4444,81,0.866
Chinaman's Falls,4.4444,9,0.527
Ambedkar Stadium,4.4444,9,1.0138
Mozari Point,4.4444,9,0.7265
Raza Library,4.4444,18,0.7048
Back 2 Village - Day Tours,4.4444,18,1.0966
Kelva Dam,4.4444,9,1.0138
Palavakkam Beach,4.4444,9,0.7265
Ranadheera Kanteerava Park,4.4444,9,0.527
MCGM Garden Oshiwara,4.4444,9,0.7265
Biyyam Kayal Backwater,4.4444,9,0.527
Hemkunt Sahib,4.4444,27,0.7511
Gompa,4.4444,27,0.7511
Soami Bagh,4.4444,27,0.7511
"Tasmai, a Centre for Art & Culture",4.4444,18,0.6157
Seeku Parai View Point,4.4444,9,0.8819
Lavish Antique Clocks,4.4444,9,0.8819
Harangi Backwaters,4.4444,27,0.7511
Shri Atmasiddhi Shastra Rachana Bhoomi,4.4444,18,0.7048
NTR Garden,4.4436,647,0.7606
Asparagus,4.4429,70,0.7919
Kashid Beach,4.4427,628,0.7916
Dandi Beach,4.4423,52,0.8264
Thongsha Gumpha,4.4419,43,0.7004
Waves Mall,4.4412,34,0.7464
Poornathrayesa Temple,4.4407,59,0.7717
Velneshwar Beach,4.4407,59,0.7717
Tea Gardens,4.4405,3183,0.7332
Kailasagiri,4.4404,1410,0.7195
Village Women Craft,4.4404,109,0.7127
Koregaon Park,4.44,25,0.5831
Sykes Point,4.44,50,0.644
Parsurameswar Temple,4.44,25,0.5831
Doodhpathri,4.44,50,0.7329
Bhoramdeo Temple,4.44,50,0.644
UB City,4.4394,2690,0.738
Drizzling Land,4.4394,66,0.6823
Karauli City Palace,4.4394,66,0.7045
Pavilion Mall,4.4394,66,0.726
Chhitkul,4.4394,66,0.726
Jogger's Park,4.4393,239,0.7126
City Forest,4.439,41,0.7088
Gobind Ballabh Pant University of Agriculture & Technology,4.4375,16,0.6292
Millennium Park,4.4375,16,1.0308
Tiger  N Woods Forest Resort,4.4375,16,0.6292
Shoolini Temple,4.4375,32,0.7156
Lake Badi,4.4375,32,0.669
Khijadiya Bird Sanctuary,4.4375,112,0.7567
Gagangiri Ashram,4.4375,16,0.8921
Swargashram Binsar Mahadev Mandir,4.4375,48,0.6156
Kelwa Beach,4.4375,112,0.8676
Kovai Kondattam,4.4375,16,0.8139
"Jagannath Temple, Kanathur",4.4375,96,0.7513
Rakh Bagh Park,4.4375,64,0.6872
Kottarakkara Ganapathy Temple,4.4375,16,0.8139
Bhidbhanjan Temple,4.4375,16,0.6292
Nishat Garden,4.4369,1236,0.7377
Ahilyabai Ghats,4.4365,181,0.7169
Root Institute,4.4364,55,0.6876
Girias Children's Explorium,4.4362,94,0.9789
Ward's Lake,4.4361,438,0.7529
Shangrila Resort & Waterpark,4.4359,39,0.8521
"ISKCON V.V Nagar, Sri Sri Radha Giridhari",4.4359,39,0.598
Humayun's Tomb,4.4358,7970,0.7745
Rock Beach,4.4357,459,0.7576
Nigeen Lake,4.4355,1070,0.7708
Rakcham,4.4353,170,0.7607
Madhavapur Beach,4.4348,46,0.7196
Shaily Peak,4.4348,23,0.8435
Daring Badi,4.4348,23,0.7278
Kottayam Cheriapally (St. Mary’s Orthodox Syrian Church),4.4348,23,0.7878
Kemmangundi Peak,4.4348,23,0.7878
Bon Monastery,4.4348,23,0.7278
Saraf Haveli,4.4348,23,0.5898
Ambrai Ghat,4.4348,69,0.7372
Agroha Dham,4.4348,23,0.7878
Stokes Farm,4.4348,23,0.7878
Blades of Glory Cricket Museum,4.4348,23,0.7278
Karamalai Annai Velankanni Church,4.4348,23,0.6624
Bogmalo Beach,4.4345,412,0.7724
Kangra Valley,4.4345,168,0.7393
"Central Park, Navi Mumbai",4.4343,396,0.7139
Mangal Dham,4.4342,76,0.6992
Rani Roopmati Palace,4.434,53,0.8882
Nimeta Garden,4.4333,30,0.5683
"ISKCON Faridabad, Sri Sri Radha Govind Temple",4.4333,30,0.7739
Inorbit Mall Vadodara,4.433,261,0.7287
Gurudwara Guru ka Tal,4.433,97,0.8024
Kothapally Waterfalls,4.4324,37,0.728
Seaside Promenade,4.4323,2600,0.7475
Pipliyapala Regional Park Indore,4.4322,236,0.8197
Thusharagiri Waterfalls,4.4318,132,0.7636
Payyambalam Beach,4.4315,336,0.7618
Top Station View Point,4.4314,51,0.7812
Lord Shiva Statue,4.4314,51,0.7281
Garadia Mahadev Temple,4.4312,109,0.8858
Barbotey Rock Garden,4.4308,253,0.8405
Tibet World,4.4302,86,0.875
7 Wonders,4.4293,198,0.6853
Rock Garden,4.4291,494,0.736
Chandrashekhar Azad Memorial - Shahid Smarak,4.4286,7,0.5345
Shankar's Textile & Carpets,4.4286,7,0.5345
Dahanu Beach,4.4286,133,0.7516
Pagal Baba Temple,4.4286,42,0.6678
Chatushrungi Hills,4.4286,7,0.5345
Madagadakere Lake,4.4286,7,0.7868
Sholoni Devi Temple,4.4286,7,0.7868
Shree Siddheshwar Ganesh Mandir,4.4286,7,0.5345
Japalouppe Equestrian Centre,4.4286,42,0.7696
Indian Cartoon Gallery,4.4286,7,0.7868
Crookety House,4.4286,7,0.7868
Weekend Book Market,4.4286,21,0.6761
Shiv Mandir Saketri,4.4286,7,0.7868
Independence Point,4.4286,7,0.7868
Shree Swami Narayan Temple,4.4286,7,0.7868
Shree Chitragupt Dham,4.4286,7,0.5345
Kanchanur Temple,4.4286,7,0.7868
Laxmanpur Beach,4.4286,413,0.7682
Shri Sai Baba Mandir,4.4286,7,0.9759
Ambika Devi Mandir,4.4286,7,0.7868
Dahanu Mahalaxmi Temple,4.4286,35,0.6547
Paradeep Sea Beach,4.4286,7,0.7868
Changampuzha Park,4.4286,35,0.6981
Guddalli Peak,4.4286,7,1.1339
Wargal Saraswati Temple,4.4286,7,0.7868
"Neeb Karori Baba Ashram, Kakrighat",4.4286,7,0.7868
Dakshina Mookambika Temple,4.4286,7,0.5345
Deepak Mahal,4.4286,7,0.9759
Shiv Theatre,4.4286,7,0.5345
Chamunda Devi Mandir Temple,4.4286,7,0.5345
Shri Kshetra Manjuguni,4.4286,28,0.7902
Narihalla Reservoir,4.4286,7,0.5345
Vayangani Beach,4.4286,7,0.9759
Chakreshwar Mahadev Temple,4.4286,7,0.7868
Kurumbalakotta,4.4286,7,0.5345
Shani Maharaj temple,4.4286,7,0.5345
Amrit Dhara Waterfall,4.4286,7,0.7868
Taktsang Gompa,4.4286,7,0.7868
Peruvannamuzhi Dam,4.4286,14,0.8516
Taranga Hills,4.4286,28,0.6341
Jyeshtheshvara Temple,4.4286,14,0.7559
Bhavanishankara Temple,4.4286,7,0.7868
Appikonda Beach,4.4286,7,0.7868
Studio Kaleido,4.4286,7,0.7868
Biodiversity Park,4.4286,7,0.5345
Koppudai Nayaki Amman Temple,4.4286,14,0.6462
Balaji Dham,4.4286,21,0.6761
Tulsi Mandir Temple,4.4286,7,0.7868
RamDham,4.4286,49,0.9129
Sunset Points,4.4286,21,0.8106
Din Brothers Jewellers and Gold Smiths,4.4286,56,0.8281
Mormugao Fort,4.4286,7,0.5345
Someshwar Wadi Temple,4.4286,28,0.6901
Sujanpur Fort,4.4286,14,0.7559
Living Style Mall,4.4286,7,0.5345
Arjun Gufa,4.4286,35,0.6081
Krem Lawshynna,4.4286,7,0.7868
Morni Fort,4.4286,7,0.7868
Ghatarani Waterfalls,4.4286,70,0.8089
Dhianpur Shrine,4.4286,7,0.9759
Sree Tirumala Giri Lakshmi Venkateswara Swami Temple,4.4286,14,0.6462
Bikaner Miniature Arts,4.4286,14,0.6462
Sukrala Mata Temple,4.4286,7,0.5345
Kottathavalam,4.4286,7,0.7868
Beechanahalli Dam,4.4286,7,0.7868
Bhatye Beach,4.4286,98,0.718
Atomic Energy Junior College,4.4286,7,0.7868
Bhandupeshwar Mahadev Mandir,4.4286,7,0.5345
Raisi Shah's Jain Temple,4.4286,7,0.9759
Kolab Botanical Garden,4.4286,7,0.5345
Usri Falls,4.4286,14,0.9376
Cactus Garden,4.4286,7,0.5345
Kolavizhi Amman Temple,4.4286,7,0.7868
Pradyuman Park,4.4286,35,0.6981
Manak Chowk and Havelis,4.4286,28,0.6341
Isa khan's Mosque,4.4286,7,0.7868
Mahalaxmi Devasthan,4.4286,7,0.7868
Khunia Mahadev,4.4286,7,0.7868
English Church,4.4286,7,0.5345
Kailasagiri Temple,4.4286,7,0.5345
Bedi Port,4.4286,14,0.6462
Azheekal Beach,4.4286,14,0.9376
Kalagadh Dam,4.4286,7,0.7868
Ermai falls,4.4286,7,0.5345
Museum of Christian Art,4.4286,28,0.5727
Gurdwara Dukh Nivaran Sahib,4.4274,117,0.7579
Gurudwara Nanak Jhira Sahib,4.4273,110,0.7476
Thottada Beach,4.4269,171,0.789
JP Park,4.4268,157,0.7942
Devbagh Beach,4.4265,204,0.8182
Metro Walk Mall,4.4259,108,0.7996
Pawan Dham,4.4259,54,0.6325
Tau Devi Lal Bio Diversity Park,4.4257,148,0.7007
Thangal Hill,4.4255,47,0.6509
Sivrajpur Beach,4.425,40,0.7472
Brihadeeshwara Temple,4.4246,1213,0.7393
Sector 17 Market,4.4242,66,0.7455
Patnem-Colomb Beach,4.424,125,0.7856
Bagh-e-Bahu,4.4238,210,0.7926
Lakhota Talav,4.4238,151,0.7251
Chapora Beach,4.4236,203,0.7821
Sri Kapileswaraswami Temple,4.4231,26,0.5778
"Sri Vrinda Kund, Nandagaon (ISKCON)",4.4231,26,0.8086
Cliff Walkway,4.4231,26,0.8086
Bird Valley Udyan,4.4231,26,0.7027
Gangapur Dam,4.4231,78,0.8454
The Basilica of the Sacred Heart of Jesus,4.423,773,0.724
Cubbon Park,4.4221,2310,0.7473
Kovalam Beach,4.4216,2837,0.8098
Bhandardara Lake (Lake Aurthur Hill),4.4215,121,0.8037
Victoria Memorial,4.4211,19,0.6925
Bhimtal Lake,4.4211,634,0.7915
Badal Mahal Gate,4.4211,19,0.607
Bailey's Walk,4.4211,19,0.8377
Koteshwar Mahadev Temple,4.4211,76,0.7351
Ahinsa Sthal,4.4211,19,0.6925
Garden of Silence,4.4211,19,0.7685
Meher Baba's Samadhi,4.4211,19,0.6925
Kadaiya Lake Garden,4.4211,38,0.6423
Nakoda Temple,4.4211,19,0.607
Betaab Valley,4.421,1354,0.7651
Western Ghats,4.4205,283,0.7786
Lake Pichola,4.4203,5220,0.7379
Zuari River,4.4194,31,0.7648
Yercaud,4.4193,508,0.7611
Japanese Garden,4.4191,136,0.7751
Dr. Ramnath A. Podar Haveli Museum,4.4191,136,0.7155
Tara Devi Temple,4.419,253,0.7116
Gonjang Monastery,4.4186,86,0.8039
Gandhi Bagh/Company Garden,4.4182,55,0.8095
Titwala Ganesh Mandir,4.4171,187,0.7313
Araku Valley,4.4169,734,0.7943
Leisure Valley Park,4.4168,535,0.798
Fun N Food Village,4.4167,48,1.0686
Banjari Mata Mandir,4.4167,24,0.6539
R.K. Khanna Tennis Complex,4.4167,12,0.6686
Adinath Mandir Jain Temple,4.4167,12,0.9003
Saumya Keshava Temple,4.4167,12,0.793
Churdhar Peak,4.4167,24,0.7755
"Saint Tukaram Gatha Mandir, Dehu Gaon, Pune",4.4167,12,0.5149
Rajhansgad Yellur Fort,4.4167,12,0.5149
Buddha Gallery,4.4167,12,0.793
Gurudwara Nanakmatta Sahib,4.4167,12,0.9962
Mallikarjun Temple,4.4167,12,0.6686
The Western Mountains,4.4167,12,0.9003
Eva Mall,4.4167,12,1.1645
Daijokyo Buddhist Temple,4.4167,12,0.793
St Judes Church,4.4167,12,0.9962
St Peter's Church,4.4167,12,0.6686
Luangmual Handicrafts Centre,4.4167,12,0.6686
Yogi Ram Surath Kumar Ashram,4.4167,24,0.8297
Sentrum Mall,4.4167,12,0.6686
Birla City Water Park,4.4167,36,0.9063
Modi Atash Bahram,4.4167,12,0.793
Shrivardhan Fort,4.4167,12,0.793
Hurricane Point,4.4167,12,0.6686
Patratu Dam,4.4167,24,0.8297
Mangal Mahadev Birla Kanan,4.4167,12,0.9003
City Pulse,4.4167,12,0.6686
Raghunathjee Temple,4.4167,12,0.5149
Kalsubai Harishchandragad Wildlife Sanctuary,4.4167,12,0.6686
FSM Hyper,4.4167,12,0.793
Ranipuram,4.4167,48,0.7672
Ugratara Temple,4.4167,12,0.6686
Elk Hill Murugan Temple,4.4158,101,0.7519
Ship Palace (Jahaz Mahal),4.4154,272,0.7875
Anand Amusement Park,4.4151,53,0.9289
Sisodia Rani Palace and Garden,4.4151,106,0.7912
Auto World Vintage Car Museum,4.4149,564,0.7139
Annamalaiyar Temple View Point,4.4146,41,0.8055
Wilson Hill,4.4146,41,0.8359
Ganapati Temple,4.4146,82,0.7192
Pavana Lake,4.4145,509,0.7881
Mahadeva Temple,4.4143,70,0.7321
Adasa Ganpati Temple,4.4143,70,0.6701
Manipal Lake,4.4141,99,0.8082
Siddhagiri Museum,4.4141,227,0.7319
Garden of Char Chinar,4.4138,29,0.78
Ganpatipule Temple,4.4137,713,0.7257
Bhima Kali Temple,4.4132,167,0.7218
Besant Nagar Beach,4.413,1586,0.7744
Sinquerim Beach,4.413,782,0.7901
Paradise Beach,4.413,2339,0.8234
The Strand,4.413,46,0.832
Varkala Cliff,4.413,247,0.7648
Sarkaria Cactus Garden,4.4125,80,0.7411
Shanti Kunj Gayatri Parivar Haridwar,4.4121,165,0.6438
Anjarle Beach,4.4118,85,0.8208
Khirsu Village,4.4118,51,0.7791
Zenith Falls,4.4118,17,0.7123
Alpather Lake,4.4118,17,0.7952
"ISKCON Salem, Sri Sri Radha Gokulananda Temple",4.4118,17,0.7123
Bhavan's Nature and Adventure Centre,4.4118,17,0.7123
Shri Gajanan Maharaj Sansthan,4.4118,85,0.776
Subrahmanya Temple (Kartikeya Temple),4.4118,34,0.6568
Sir Dorabji Tata Park,4.4118,17,0.5073
Dera Baba Murad Shah,4.4118,17,0.7952
Khavane Beach,4.4118,17,0.7123
Kadia Dungar Caves,4.4118,17,0.6183
Chandigarh Rose Garden,4.4112,1126,0.7892
Keshav Handmade Embroidery & Leather Craft,4.411,73,0.5486
Char Dham,4.4103,78,0.7105
Shooting Point,4.4103,78,0.7286
Nerul Balaji Temple,4.4102,373,0.6961
Tushita Meditation Centre,4.41,100,0.7926
Musical Fountain,4.4095,105,0.703
Union Church,4.4091,22,0.7964
Rupnarayan Mandir,4.4091,22,0.7964
Moments Mall,4.4091,44,0.7871
Krang Suri Falls,4.4091,88,0.7214
Shivsagar Lake,4.4091,22,0.6661
Wellington Dam,4.4091,22,0.7964
Infiniti Mall,4.4089,247,0.7261
Children's Park,4.4088,477,0.7982
Jawaharlal Nehru Memorial Botanical Gardens,4.4088,159,0.6863
Naga Heritage Village,4.4083,120,0.7503
Kharghar Hills,4.4082,267,0.7816
Victoria Memorial Hall,4.4082,4160,0.7598
Hathee Singh Jain Temple,4.4082,414,0.6747
Jhandewalan Temple,4.4078,103,0.6922
Phoenix Marketcity,4.4074,1102,0.8098
Metta Buddharam Temple,4.4074,27,0.5724
Konark Beach,4.4071,533,0.7739
Jain Temple Bhandasar,4.4067,209,0.7482
Shipra Mall,4.4067,300,0.7139
Rabindra Sarovar,4.4064,219,0.7806
Om House Boat,4.4062,32,0.9108
Dabhosa Waterfall,4.4062,32,0.837
Funky Monkeys Play Center - Andheri,4.4062,32,0.9108
Kartik Swami Temple,4.4062,32,0.7121
Namdroling Monastery,4.4055,2296,0.7443
Coakers Walk,4.4055,1127,0.7478
Lake Mist,4.4054,37,0.8647
Biharinath Hill,4.4054,37,0.7623
Meher Retreat,4.4048,42,0.8851
Gurudwara Paonta Sahib,4.4045,89,0.7186
Panshet Dam,4.4044,183,0.7986
Tilak Ali Museum,4.4043,47,0.712
Ranakpur Jain Temple,4.4042,2452,0.7782
Blue World Theme Park,4.404,99,0.8797
Munda Pahad Beach,4.4038,52,0.7211
Sardar Patel Museum,4.4038,52,0.7211
Gopalpur Beach,4.4035,114,0.713
Malampuzha Garden and Dam,4.4032,310,0.8177
La Saleth Church,4.4032,124,0.6738
Mata Vaishno Devi Dham,4.403,67,0.76
Pahalgam Golf Course,4.4016,127,0.7266
Athirappilly Waterfalls,4.4015,827,0.8224
Kundadri,4.4014,142,0.7632
Chennakesava Temple,4.4013,608,0.7124
The Grand Venice Mall,4.4007,307,0.8664
Murdeshwar Fort,4.4,10,0.9661
Muthupet Lagoon,4.4,5,0.5477
Manorville Mansion Shimla,4.4,10,0.5164
Harishankar Temple,4.4,5,0.8944
Gopegarh Eco Park,4.4,10,0.6992
Guntupalli Group of Buddhist Monuments,4.4,5,0.8944
Hathi Pol,4.4,5,0.5477
Hastagiri Jain Tirth,4.4,10,0.5164
Maratha Mandir,4.4,5,0.8944
"ISKCON Amravati, Sri Sri Rukmini Dwarkadhish",4.4,5,0.8944
Hari Har Dham,4.4,5,0.5477
Holy Family Church,4.4,5,1.3416
Garjia Devi Temple,4.4,10,0.6992
Ghalib Academy,4.4,5,0.8944
Girmal Falls,4.4,10,0.8433
Marlimun Lake,4.4,5,0.5477
Marsalganj Jain Temple,4.4,5,0.5477
Marai Cave,4.4,10,0.9661
Genesis Houseboats and Tours,4.4,5,0.8944
Go Goa Travel,4.4,10,0.5164
Namdhapha National Park,4.4,5,0.5477
Gurubaran Tanjore Art Gallery,4.4,5,0.5477
Gloria Church,4.4,5,0.5477
Mansarovar Dam and Lake,4.4,5,0.5477
Hidlumane falls,4.4,5,0.5477
Geeta Bhawan Temple,4.4,5,0.5477
Mahabar Sand Dunes,4.4,30,0.8137
Kanooga Handicrafts,4.4,5,0.8944
Art & Frames,4.4,5,0.5477
Sri Thiruvikrama Swamy Temple,4.4,5,0.8944
Dholidhaja Dam,4.4,10,0.6992
Ramtek Gad Mandir,4.4,10,0.9661
Rana Pratap Sagar Dam,4.4,10,0.5164
Dharmapuri Temple,4.4,5,0.5477
Jahaj Mandir,4.4,5,0.5477
Rani Dah Waterfall,4.4,5,0.8944
Vaanprastha Village Retreat,4.4,5,0.8944
Vagheshwari Mandir Temple,4.4,5,0.8944
St. Mary’s Syro-Malabar Catholic Church,4.4,5,0.5477
Kolkata Police Museum,4.4,5,0.5477
Link Square Mall,4.4,10,0.6992
Bhalei Mata Temple,4.4,25,0.7071
Bharat Natya Sanshodhan Mandir,4.4,5,0.8944
St Blaise Church,4.4,15,0.7368
Bhaskargad,4.4,5,0.5477
Reis Magos Fort,4.4,450,0.7755
Bhatghar Dam,4.4,20,0.6806
Rock Cut Caves,4.4,5,0.5477
Rooplaxmi,4.4,5,0.5477
Kongdori,4.4,5,0.5477
Roothi Rani ka mahal,4.4,5,0.5477
Kariyathumpara,4.4,10,0.6992
Volte Gallery,4.4,5,0.5477
Koel View Point,4.4,10,0.8433
Rameshwar Mahadev Temple,4.4,5,0.5477
Dhoopgarh,4.4,310,0.7069
Dodi Taal,4.4,5,1.3416
Dwarka Baoli (Loharehri Baoli ),4.4,5,0.5477
Kinjale Dam,4.4,5,0.5477
Iswaraswami Temple,4.4,5,0.8944
Kavi Jain Temple,4.4,5,0.8944
Barasat Stadium,4.4,5,0.5477
Dreamworld Water Park,4.4,5,1.3416
Basavanna Statue,4.4,5,0.5477
Anjaneya Temple Nanganallur,4.4,10,0.8433
White Minaret,4.4,5,0.8944
Anjaneri Fort,4.4,25,0.5774
Begum Mahal,4.4,5,0.5477
Dhruv Teela,4.4,5,0.8944
Rajeev Gandhi Swimming Pool,4.4,5,0.5477
Jagannathi Temple,4.4,10,0.6992
StyleDarbaar,4.4,5,0.5477
Locky Art School & Art Gallery,4.4,5,0.8944
Dighi Hills,4.4,10,0.5164
Diengiei Peak,4.4,5,0.8944
Kachargadh Caves,4.4,5,0.5477
Jageshwar Asthan,4.4,5,0.8944
AeroCity Central,4.4,5,0.5477
Ramchaura,4.4,5,0.8944
Jwala Narsimh Temple,4.4,5,0.8944
Sri Sri Sankat Mochan Mahavir Pitha Tantamundia,4.4,5,0.5477
Eagle Nest Wildlife Sanctuary,4.4,10,0.6992
Dandpaneshwar Ganesh Temple,4.4,5,0.5477
Vijay Rajrajeshwer Temple,4.4,5,0.8944
Christ The King Cathedral,4.4,15,0.9103
Chota Mahadev Cave,4.4,10,0.5164
Butterfly park - Ovalekar Wadi,4.4,65,0.7866
CIAL Golf Course,4.4,10,0.6992
Cabo Raj Bhavan,4.4,5,0.5477
Venkateswara Swamy Temple II,4.4,10,0.6992
Shrine of Our lady of Grace,4.4,5,0.5477
Shrine of Our Lady of Health,4.4,5,0.5477
Catholic Art Museum,4.4,5,1.3416
Shri Sidhbali Dham,4.4,50,0.7825
Centenary Methodist Church,4.4,5,0.5477
Shilloi Lake,4.4,5,0.8944
Vellai Pillayar Temple,4.4,5,0.8944
Shiva Bari,4.4,5,0.5477
Jenis Grapes,4.4,5,0.5477
Shri Mrutyunjayeshwar Temple,4.4,5,0.8944
Kunnumpara Temple,4.4,5,0.5477
Shri Mangesh Devasthan,4.4,30,0.724
Kumarakom Craft Museum,4.4,10,0.6992
Vasundhara Metro Mall,4.4,10,0.6992
Chandrakhani Pass,4.4,15,0.7368
Shree Swami Samartha Kendra,4.4,5,0.5477
Satya Art Gallery at Navajivan Trust,4.4,5,0.8944
Karoli Ghat,4.4,15,0.8281
Sat-Hanuman,4.4,5,0.5477
Birthplace of Sant Ravidas Seergovardhan Varanasi,4.4,5,0.5477
Vajra Bhairav Shrine,4.4,5,0.5477
Ananthankadu Nagaraja Temple,4.4,5,0.5477
Sagod Jain Temple,4.4,5,0.5477
Dajipur Wildlife Sanctuary,4.4,30,0.855
Karma Dupgyud Choeling Monastery,4.4,5,0.5477
Sri Kalika Temple,4.4,5,0.5477
Sri Kalabhairaveshwara Temple,4.4,10,0.8433
Dabhoi Fort,4.4,5,0.8944
Sally Lake,4.4,15,0.7368
Bio Scope Mall,4.4,10,0.6992
Viripara Waterfalls,4.4,5,0.5477
Sasoi dam,4.4,5,0.5477
Bollakali Temple,4.4,5,0.8944
Sanghamitra Kali Bari,4.4,5,0.8944
Anant Art Gallery,4.4,5,0.5477
South Central Zone Cultural Centre,4.4,10,0.6992
Sanjeevarayar Hanuman Temple,4.4,5,0.8944
Sapteshwar Mahadev,4.4,5,0.5477
Sar Pass Trek,4.4,5,0.8944
Somnath Mahadev Temple,4.4,1320,0.7772
Vintage Men & Women Outfits,4.4,5,0.5477
Vinayak City Centre,4.4,5,0.5477
Talajai Hill,4.4,5,0.5477
St. Andrew's Basilica Arthunkal,4.4,80,0.7222
Shri Chandra Prabh Labdhi Dham Teerth,4.4,10,0.9661
Pelga Falls,4.4,5,0.8944
Kaziranga National Orchid Park,4.4,10,0.6992
