City,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
Bikaner,0.3225,0.547,2444,Positive
Mavelikara,0.3225,0.6228,43,Positive
Firozpur,0.3223,0.4988,29,Positive
Dahanu,0.3223,0.5976,169,Positive
Lepakshi,0.3223,0.5767,654,Positive
Kuravilangad,0.3222,0.6278,3,Positive
Bilaspur,0.3222,0.5282,406,Positive
Ashvem Beach,0.3221,0.5057,174,Positive
Mudumalai,0.3219,0.5833,16,Positive
Thrissur,0.3219,0.5599,2745,Positive
Katra,0.3217,0.5143,466,Positive
Virudachalam,0.3215,0.5551,4,Positive
Sehore,0.3215,0.5289,8,Positive
Laitmawsiang,0.3213,0.5277,35,Positive
Gondal,0.321,0.5585,96,Positive
Krishnanagar,0.3209,0.5075,45,Positive
Thane,0.3208,0.5577,2022,Positive
Yerragudi,0.3208,0.4625,1,Positive
Salogra,0.3208,0.7021,2,Positive
Kallar,0.3205,0.5217,28,Positive
Sancoale,0.3201,0.5535,9,Positive
Nanded-Waghala,0.32,0.4687,50,Positive
Ratnagiri,0.3198,0.5724,1350,Positive
Baripada,0.3197,0.5526,77,Positive
Secunderabad,0.3196,0.5519,340,Positive
Neil Island,0.3193,0.5606,1809,Positive
Meerut,0.3192,0.5134,419,Positive
Rajpipla,0.3191,0.5803,46,Positive
Belakavadi,0.3191,0.5728,682,Positive
Kotagiri,0.3189,0.5793,374,Positive
Belgaum,0.3185,0.5492,415,Positive
Thiruchendur,0.3184,0.5817,216,Positive
Labpur,0.3184,0.3399,4,Positive
Raikot,0.3183,0.5033,5,Positive
Chidambaram,0.3182,0.5732,656,Positive
Ooty,0.318,0.5826,16580,Positive
Ambaji,0.3179,0.5356,463,Positive
Thariyode,0.3178,0.5271,119,Positive
Haripurdhar,0.3177,0.6567,9,Positive
Calangute,0.3177,0.5729,3194,Positive
Sivakasi,0.3175,0.5485,31,Positive
Bangaram,0.3175,0.5592,101,Positive
Mangaldai,0.3175,0.5946,18,Positive
Rajmachi,0.3174,0.5456,5,Positive
Rewa,0.3172,0.5016,102,Positive
Dungarpur,0.3171,0.576,56,Positive
Dhali,0.317,0.4861,1,Positive
Dharamsala,0.3169,0.575,4758,Positive
Sirsi,0.3168,0.5555,372,Positive
Chhatarpur,0.3166,0.6038,307,Positive
New Delhi,0.3165,0.5504,96937,Positive
Hundur,0.3164,0.5945,24,Positive
Rajkot,0.3163,0.515,1614,Positive
Jowai,0.3162,0.5658,232,Positive
Kottayam,0.3159,0.5571,1124,Positive
Sarzora,0.3158,0.5217,5,Positive
Sonipat,0.3157,0.5549,156,Positive
Saswad,0.3153,0.5836,9,Positive
Orchha,0.3153,0.5538,1846,Positive
Mananthavady,0.3153,0.5519,34,Positive
Kollam,0.3152,0.5727,1230,Positive
Kadi,0.3151,0.5362,47,Positive
Hoshiarpur,0.315,0.557,21,Positive
Honnavar,0.3148,0.5593,95,Positive
Abhaneri,0.3145,0.5672,867,Positive
Thriprayar,0.3145,0.5602,88,Positive
Kayamkulam,0.3143,0.5329,29,Positive
Tripunithura,0.3142,0.518,61,Positive
Chikkaballapur,0.3139,0.5672,1294,Positive
Vagamon,0.3137,0.5815,712,Positive
Mangalore,0.3136,0.5539,4352,Positive
Dhule,0.3136,0.4924,7,Positive
Netarhat,0.3135,0.6055,44,Positive
Morbi,0.3134,0.5088,70,Positive
Angul,0.3132,0.5657,52,Positive
Dudhwa National Park,0.313,0.5454,25,Positive
Diu,0.3128,0.5538,3144,Positive
Guna,0.3128,0.5721,18,Positive
Mirik,0.3126,0.5797,188,Positive
Dhanaulti,0.3126,0.5641,653,Positive
Khajuraho,0.3124,0.5499,3140,Positive
Sikar,0.3123,0.5523,297,Positive
Bapatla,0.3123,0.5869,132,Positive
Mettupalayam,0.3121,0.4782,17,Positive
Mahabalipuram,0.3121,0.5664,7489,Positive
Covelong,0.312,0.5519,159,Positive
Kanker,0.312,0.56,17,Positive
Gudalur,0.3119,0.5937,173,Positive
Ongole,0.3119,0.5348,27,Positive
Ludhiana,0.3116,0.5031,650,Positive
Nurpur,0.3115,0.4073,4,Positive
Hajipur,0.3112,0.5339,3,Positive
Cuttack,0.311,0.5178,475,Positive
Silvassa,0.311,0.5627,1318,Positive
Shimoga,0.311,0.5541,2164,Positive
Ramtek,0.3109,0.5762,30,Positive
Ramnagar,0.3108,0.5406,482,Positive
Khurda,0.3108,0.5649,101,Positive
Zirakpur,0.3105,0.5161,128,Positive
Roorkee,0.3105,0.4814,81,Positive
Banswara,0.3104,0.5475,102,Positive
Pithoragarh,0.3103,0.5465,42,Positive
Chorwad,0.3102,0.6222,11,Positive
Palanpur,0.3101,0.5305,71,Positive
Mandarmani,0.3101,0.5798,843,Positive
Pazhayangadi,0.31,0.55,5,Positive
Perumbavoor,0.3099,0.5006,36,Positive
Malgund,0.3099,0.5668,82,Positive
Pune,0.3098,0.5426,22907,Positive
Coonoor,0.3098,0.5812,3126,Positive
Sandur,0.3098,0.579,12,Positive
Kalol,0.3097,0.5598,100,Positive
Karimnagar,0.3097,0.5823,72,Positive
Bundi,0.3093,0.5755,1284,Positive
Manali,0.3092,0.5775,15369,Positive
Gangtok,0.3091,0.5724,16427,Positive
Pauri,0.3089,0.582,79,Positive
Loleygaon,0.3089,0.569,69,Positive
Adoor,0.3089,0.5698,7,Positive
Rishikesh,0.3085,0.559,6674,Positive
Jaunpur,0.3085,0.5803,124,Positive
Nagercoil,0.3085,0.5281,169,Positive
Garhwal,0.3083,0.5509,47,Positive
Bhimashankar,0.3081,0.5384,819,Positive
Kamargaon,0.3081,0.5635,22,Positive
Paliyem,0.308,0.5577,20,Positive
Hemis,0.3079,0.5388,234,Positive
Thirunageswaram,0.3077,0.5269,219,Positive
Pathankot,0.3077,0.5538,120,Positive
Ajanta,0.3076,0.5713,2025,Positive
Udupi,0.3075,0.5703,1858,Positive
Kovilpatti,0.3075,0.4923,13,Positive
Kapurthala,0.3074,0.5791,54,Positive
Sangla,0.3074,0.5867,756,Positive
Sambalpur,0.3074,0.5457,423,Positive
Tonk,0.3072,0.6129,41,Positive
Panchkula,0.3072,0.5575,877,Positive
Sullia,0.3072,0.5392,12,Positive
Chinchoti,0.3071,0.5711,47,Positive
Kollengode,0.3071,0.3122,11,Positive
Tenkasi,0.307,0.594,113,Positive
Jalpaiguri,0.3069,0.5497,391,Positive
Mandya,0.3067,0.5655,721,Positive
Khammam,0.3067,0.5836,52,Positive
Shirgaon,0.3067,0.4857,64,Positive
Ranthambore National Park,0.3067,0.5484,545,Positive
Shimla,0.3066,0.5577,14757,Positive
Jamnagar,0.3063,0.5394,1259,Positive
Guhagar,0.3063,0.5486,188,Positive
Tajganj,0.3062,0.501,4,Positive
Purbasthali,0.3062,0.4898,10,Positive
Gwalior,0.3061,0.5452,2744,Positive
Paradeep,0.306,0.5579,53,Positive
Vihigaon,0.3059,0.5439,79,Positive
Coimbatore,0.3055,0.5447,5544,Positive
Thalassery,0.3052,0.5254,125,Positive
Karauli,0.3052,0.5584,164,Positive
Aligarh,0.3051,0.5175,150,Positive
Kottagudi,0.3051,0.5912,624,Positive
Panjim,0.305,0.5456,7114,Positive
Goa Velha,0.3048,0.5014,3247,Positive
Jharsuguda,0.3046,0.5534,20,Positive
Belluru,0.3046,0.5863,49,Positive
Guntur,0.3046,0.52,182,Positive
Poompuhar,0.3045,0.5344,6,Positive
Madurai,0.3041,0.551,6406,Positive
Gokak,0.3041,0.6014,35,Positive
Bellary,0.3041,0.5223,283,Positive
Pimpri-Chinchwad,0.304,0.5324,222,Positive
Chamarajanagar,0.3039,0.5515,174,Positive
Bhagamandala,0.3038,0.5548,588,Positive
Chittoor,0.3038,0.5602,450,Positive
Bhuvanagiri,0.3037,0.5469,47,Positive
Bhuntar,0.3034,0.4182,22,Positive
Hospet,0.3034,0.5329,589,Positive
Kanyakumari,0.3033,0.5592,6897,Positive
Lansdowne,0.3032,0.5566,2563,Positive
Great Nicobar Island,0.3032,0.6134,11,Positive
Karur,0.3032,0.5327,96,Positive
Sringeri,0.3031,0.5641,340,Positive
Kaziranga National Park,0.3031,0.5263,271,Positive
Valparai,0.303,0.5558,854,Positive
Paonta Sahib,0.3029,0.5475,89,Positive
Vandiperiyar,0.3028,0.5303,61,Positive
Konark,0.3028,0.5602,496,Positive
Mannargudi,0.3028,0.6302,28,Positive
Karwar,0.3027,0.5601,891,Positive
Tinsukia,0.3027,0.5334,154,Positive
Trivandrum,0.3026,0.552,11179,Positive
Talacauvery,0.3026,0.5621,220,Positive
Bomdila,0.3025,0.5416,212,Positive
Netravali,0.3023,0.6193,49,Positive
Bhavnagar,0.3023,0.5445,690,Positive
Lucknow,0.3022,0.5263,6794,Positive
Chengalpattu,0.3021,0.4951,30,Positive
Phaltan,0.3021,0.4187,17,Positive
Kalasa,0.3021,0.5002,44,Positive
Chikhaldara,0.302,0.5325,82,Positive
Baijnath,0.3019,0.539,141,Positive
Dehgam,0.3018,0.563,34,Positive
Aronda,0.3018,0.5724,26,Positive
Bhagalpur,0.3017,0.5744,104,Positive
Kasauli,0.3015,0.5516,1755,Positive
Sultanpur,0.3015,0.5241,22,Positive
Solapur,0.3013,0.5433,482,Positive
Badami,0.3011,0.5596,1192,Positive
Vasai,0.3011,0.5665,174,Positive
Kashid,0.301,0.5506,752,Positive
Tiruchendur,0.3009,0.5539,157,Positive
Gopalpur On Sea,0.3009,0.5078,45,Positive
Alappuzha,0.3008,0.5791,4352,Positive
Thiruputkuzhi,0.3007,0.5792,4,Positive
Cuncolim,0.3006,0.5133,43,Positive
Aritar,0.3004,0.5731,158,Positive
Katni,0.3004,0.5233,71,Positive
Thiruvarangam,0.3,0.5625,6,Positive
Contai,0.3,0.6125,2,Positive
Neyveli,0.3,0.5,1,Positive
Borid,0.3,0.7,1,Positive
Thakur Nagar,0.3,0.55,2,Positive
Vijayapura,0.3,0.75,2,Positive
Ghanerao,0.3,0.35,1,Positive
Jaisalmer,0.3,0.5541,13734,Positive
Velneshwar,0.2999,0.563,59,Positive
Jeypore,0.2999,0.5504,57,Positive
Siliguri,0.2998,0.5363,789,Positive
Mormugao,0.2997,0.5279,220,Positive
Piramadam,0.2997,0.6158,9,Positive
Leh,0.2997,0.5691,16204,Positive
Sahibabad,0.2996,0.4771,73,Positive
Dumka,0.2996,0.554,37,Positive
Yellapur,0.2995,0.5485,127,Positive
Madikeri,0.2995,0.5537,5369,Positive
Thattekad,0.2995,0.5538,139,Positive
Jhajjar,0.2994,0.5767,96,Positive
Gorakhpur,0.299,0.5297,396,Positive
Bastar,0.2989,0.54,56,Positive
Amravati,0.2988,0.5168,240,Positive
Vaduvanchal,0.2987,0.5444,19,Positive
Chhindwara,0.2986,0.5474,60,Positive
Srikakulam,0.2985,0.5406,99,Positive
Bandhavgarh National Park,0.2983,0.5768,567,Positive
Navsari,0.2982,0.5528,133,Positive
Nagarhole National Park,0.2982,0.5927,206,Positive
Darjeeling,0.2981,0.5566,13982,Positive
Siddapur,0.2981,0.5415,26,Positive
Raisen,0.298,0.5112,69,Positive
Surendranagar,0.298,0.5614,100,Positive
Haroa,0.2979,0.5546,11,Positive
Kasarkod,0.2979,0.5727,9,Positive
Pondicherry,0.2978,0.5432,12271,Positive
Dharapuram,0.2976,0.4523,5,Positive
Mawphlang,0.2975,0.5407,60,Positive
Pallivasal,0.2975,0.5244,19,Positive
Chikmagalur,0.2973,0.5942,4104,Positive
Diveagar,0.2971,0.5621,573,Positive
Balasore,0.2971,0.5894,445,Positive
Mirzapur,0.297,0.5269,250,Positive
Indore,0.2969,0.5409,5451,Positive
Ottapalam,0.2969,0.6273,19,Positive
Saligao,0.2969,0.557,169,Positive
Kodungallur,0.2968,0.5048,122,Positive
Chhatikara,0.2966,0.571,7,Positive
Kanoi,0.2965,0.5555,993,Positive
Erode,0.2965,0.5483,202,Positive
Balangir,0.2962,0.4589,7,Positive
Dandeli,0.2961,0.5685,642,Positive
Tijara,0.2961,0.5775,48,Positive
Jhalawar,0.2961,0.5718,74,Positive
Jambughoda,0.2959,0.4767,34,Positive
Shegaon,0.2959,0.5274,116,Positive
Mandla,0.2958,0.5705,584,Positive
Bogmalo,0.2957,0.5526,241,Positive
Nawada,0.2956,0.6576,11,Positive
Lachung,0.2955,0.6017,1453,Positive
Mandvi,0.2955,0.5686,602,Positive
Kalyan,0.2954,0.4959,264,Positive
Kakinada,0.2952,0.5487,242,Positive
Kolkata,0.2952,0.5346,30283,Positive
Nadia,0.2951,0.512,149,Positive
Dapoli,0.2951,0.5641,784,Positive
Champaner,0.295,0.5173,239,Positive
Una,0.2949,0.5264,136,Positive
Kurseong,0.2947,0.58,157,Positive
Virar,0.2946,0.5435,307,Positive
Munsiyari,0.2944,0.5576,473,Positive
Shahapur,0.2942,0.5553,25,Positive
Srisailam,0.2942,0.5238,740,Positive
Pavagadh,0.2942,0.524,221,Positive
Vikarabad,0.2941,0.5242,156,Positive
Redi,0.2941,0.6171,18,Positive
Kulasekharam,0.2938,0.7125,1,Positive
Shrivardhan,0.2938,0.5564,481,Positive
Kolhapur,0.2938,0.5357,2836,Positive
Itanagar,0.2937,0.5609,168,Positive
Nagpur,0.2937,0.5326,2926,Positive
Mahbubnagar,0.2936,0.5387,75,Positive
Ramanagara,0.2936,0.5559,118,Positive
Udhampur,0.2933,0.5206,82,Positive
Sangli,0.2929,0.5199,243,Positive
Kutch,0.2929,0.5361,1240,Positive
Kuduremukha,0.2926,0.4587,43,Positive
Salangpur,0.2926,0.5558,107,Positive
Pratappur,0.2926,0.5074,10,Positive
Jim Corbett National Park,0.2924,0.5568,1692,Positive
Kashipur,0.2924,0.5288,12,Positive
Kozhikode,0.2924,0.5544,2219,Positive
Bahraich,0.2921,0.5685,21,Positive
Chiplun,0.292,0.5463,123,Positive
Moodabidri,0.2918,0.5142,53,Positive
Chandannagar,0.2918,0.4811,101,Positive
Pehowa,0.2917,0.8667,2,Positive
Durgapur,0.2916,0.4897,463,Positive
Nalgonda,0.2914,0.5151,172,Positive
Chitradurga,0.2913,0.5641,464,Positive
Kanhangad,0.2911,0.5363,24,Positive
Mandsaur,0.2911,0.5613,43,Positive
Patiala,0.2911,0.4969,635,Positive
Bhubaneswar,0.2911,0.5334,6078,Positive
Shekhawati,0.2906,0.6046,26,Positive
Sonmarg,0.2906,0.6125,60,Positive
Somnath,0.2905,0.5339,2683,Positive
Kuchaman,0.2905,0.545,42,Positive
Brahmapur,0.2904,0.5313,197,Positive
Rajsamand,0.2904,0.6097,80,Positive
Old Goa,0.2901,0.5056,723,Positive
Diskit,0.2901,0.5755,116,Positive
Hamirpur,0.29,0.5732,15,Positive
Pulwama,0.2898,0.5221,43,Positive
Nagar,0.2896,0.4417,2,Positive
Thanjavur,0.2896,0.5423,2667,Positive
Channarayapatna,0.2894,0.5729,208,Positive
Ernakulam,0.2893,0.5475,1506,Positive
Panna,0.2892,0.5412,109,Positive
Bhadrak,0.2891,0.4645,49,Positive
Bhuj,0.289,0.5193,3278,Positive
Vellore,0.2888,0.5415,1455,Positive
Agartala,0.2887,0.5429,866,Positive
Patnitop,0.2886,0.5615,670,Positive
Krishnagiri,0.2886,0.559,89,Positive
Salasar,0.2885,0.5503,267,Positive
Bhojpur,0.2884,0.5846,144,Positive
Bandipur National Park,0.2884,0.5916,70,Positive
Sinnar,0.2883,0.6034,81,Positive
Jammu City,0.2881,0.5382,3140,Positive
Chittaurgarh,0.2881,0.5381,1919,Positive
Dalhousie,0.2879,0.5596,3090,Positive
Chail,0.2879,0.5585,1126,Positive
Kavaratti Island,0.2877,0.5384,90,Positive
Dindigul,0.2876,0.5634,399,Positive
Ravangla,0.2875,0.5726,325,Positive
Bandoli,0.2875,0.526,9,Positive
Gulmarg,0.2874,0.5455,4000,Positive
Bir,0.2874,0.5658,48,Positive
Mudigere,0.2873,0.5594,36,Positive
Haridwar,0.2867,0.5361,5757,Positive
Panvel,0.2865,0.5511,214,Positive
Fagu,0.2864,0.5384,38,Positive
Samastipur,0.2863,0.5367,17,Positive
Marayur,0.2862,0.5292,74,Positive
Rudra Prayag,0.2861,0.5779,258,Positive
Sharchi,0.2861,0.5,6,Positive
Lunglei,0.286,0.5658,5,Positive
Akola,0.2858,0.4996,20,Positive
Bhiwadi,0.2857,0.5509,33,Positive
Dabguli,0.2857,0.5586,470,Positive
Santiniketan,0.2856,0.5338,633,Positive
Rivona,0.2854,0.5573,13,Positive
Pelling,0.2854,0.541,2976,Positive
Medak,0.2852,0.5489,104,Positive
Jhansi,0.2851,0.5145,446,Positive
Cuddalore,0.2851,0.5416,171,Positive
Cumbum,0.285,0.5596,5,Positive
Vikramgadh,0.2849,0.5257,4,Positive
Mahendragarh,0.2848,0.4629,15,Positive
Erimayur-II,0.2847,0.4697,4,Positive
Cooch Behar,0.2844,0.5296,176,Positive
Haldwani,0.2844,0.5422,148,Positive
Kaleshwaram,0.2842,0.6466,7,Positive
Annavaram,0.2841,0.5487,116,Positive
Shankheshwar,0.284,0.5964,4,Positive
Ramanathapuram,0.2839,0.4742,71,Positive
Raghunathpur,0.2839,0.6039,67,Positive
Mangalagiri,0.2839,0.5322,28,Positive
Yavatmal,0.2838,0.5334,34,Positive
Vajreshwari,0.2838,0.5686,107,Positive
Vadnagar,0.2838,0.4653,21,Positive
Sitarganj,0.2837,0.5702,12,Positive
Osmanabad,0.2836,0.4623,31,Positive
Fatehpur,0.2835,0.5028,43,Positive
Chennai,0.2835,0.5379,24595,Positive
Sainthia,0.2833,0.6333,1,Positive
Narkanda,0.283,0.5956,513,Positive
North Andaman Island,0.283,0.5498,200,Positive
Porbandar,0.2829,0.5226,779,Positive
Gopalpur,0.2825,0.5356,29,Positive
Kemmannagundi,0.2825,0.5306,11,Positive
Amaravathi,0.2822,0.5151,22,Positive
Sangameshwar,0.282,0.5401,78,Positive
Ulhasnagar,0.2817,0.5386,30,Positive
Kargil,0.2817,0.5661,628,Positive
Midnapore,0.2816,0.5463,624,Positive
Alibaug,0.2816,0.5633,1911,Positive
Tirunelveli,0.2814,0.5281,941,Positive
Hastinapur,0.2814,0.5246,32,Positive
Nahan,0.2812,0.5042,240,Positive
Shillong,0.2812,0.5455,5492,Positive
Basti,0.2812,0.477,13,Positive
Kollur,0.281,0.5207,557,Positive
Machavaram,0.281,0.5304,7,Positive
Gandhidham,0.281,0.582,36,Positive
Yuksom,0.2808,0.5285,212,Positive
Mahul Pali,0.2806,0.5442,5,Positive
Sanchi,0.2803,0.5149,430,Positive
Gokarna,0.2803,0.5563,2554,Positive
Kohima,0.2802,0.5369,595,Positive
Kumbakonam,0.2801,0.5256,1644,Positive
Bhiwani,0.2797,0.4927,49,Positive
Srivilliputhur,0.2796,0.5505,138,Positive
Tawang,0.2796,0.5732,1674,Positive
Margao,0.2796,0.5214,616,Positive
Haveri,0.2795,0.5494,33,Positive
Yercaud,0.2794,0.5619,3950,Positive
Pazhayannur,0.2792,0.5764,6,Positive
Khanvel,0.279,0.5234,9,Positive
Chakrata,0.279,0.5715,147,Positive
Alwar,0.2789,0.5652,2941,Positive
Faizabad,0.2789,0.5349,127,Positive
Tadipatri,0.2786,0.5043,19,Positive
Nanjangud,0.2785,0.5894,26,Positive
Hanumangarh,0.2785,0.456,31,Positive
Hassan,0.2782,0.5357,874,Positive
Mulki,0.2782,0.4874,18,Positive
Mussoorie,0.278,0.5699,8427,Positive
Bordi,0.2779,0.5759,156,Positive
Porvorim,0.2778,0.5096,199,Positive
Pachmarhi,0.2777,0.5534,2401,Positive
Sravanabelagola,0.2776,0.5355,72,Positive
Nandalur,0.2775,0.4781,3,Positive
Tiruchirappalli,0.2772,0.5475,2933,Positive
Kolar,0.2772,0.5598,474,Positive
Dhar,0.2771,0.4954,27,Positive
Asansol,0.2771,0.5044,244,Positive
Bodh Gaya,0.277,0.5411,2262,Positive
Alandi,0.2769,0.5299,27,Positive
Karaikudi,0.2769,0.5703,253,Positive
Rohet,0.2766,0.3933,74,Positive
Parli Vaijnath,0.2765,0.5328,109,Positive
Muttukadu,0.2765,0.5214,495,Positive
Khajjiar,0.2765,0.4931,64,Positive
Ahmednagar,0.2764,0.5504,626,Positive
Eluru,0.2764,0.5115,10,Positive
Kunkeshwar,0.2763,0.537,91,Positive
Aversa,0.2763,0.4348,4,Positive
Ranikhet,0.2762,0.5445,884,Positive
Keylong,0.2762,0.6172,173,Positive
Jawhar,0.276,0.5635,73,Positive
Nadiad,0.2757,0.5055,106,Positive
Tirupati,0.2756,0.5306,5871,Positive
Ponda,0.2755,0.5618,1341,Positive
Nakhatrana,0.2753,0.3837,8,Positive
Madugula,0.275,0.475,2,Positive
Indapur,0.275,0.7,1,Positive
Chettikulam,0.275,0.575,1,Positive
Melukote,0.275,0.475,1,Positive
Amreli,0.2748,0.5415,15,Positive
Kochi (Cochin),0.2746,0.5072,19809,Positive
Sakleshpur,0.2745,0.5585,383,Positive
Anjar,0.2745,0.4677,27,Positive
Dahod,0.2743,0.5413,16,Positive
Vapi,0.2742,0.5322,47,Positive
Ferozpur Jhirka,0.2741,0.5315,6,Positive
Jashpur,0.2739,0.547,18,Positive
Kanadukathan,0.2736,0.5346,59,Positive
Ellora,0.2736,0.4919,29,Positive
Draksharama,0.2733,0.5052,69,Positive
Mehsana,0.2732,0.5666,237,Positive
Kheda,0.2731,0.546,158,Positive
Chowara,0.2731,0.5817,85,Positive
Gopeshwar,0.273,0.5814,55,Positive
Balgudar,0.2729,0.4483,4,Positive
Howrah,0.2729,0.5425,713,Positive
Faridabad,0.2724,0.5265,599,Positive
Kumarakom,0.2724,0.5358,1347,Positive
Bhowali,0.2723,0.5684,96,Positive
The Nilgiris District,0.2722,0.6111,1,Positive
Kangra,0.2721,0.5263,861,Positive
Patna,0.2718,0.5035,2928,Positive
Amritsar,0.2718,0.5387,16081,Positive
South Andaman Island,0.2717,0.5134,10054,Positive
Ambala,0.2717,0.5054,207,Positive
Rishop,0.2716,0.5561,19,Positive
Kurukshetra,0.2715,0.5216,623,Positive
Sidhi,0.2711,0.4777,12,Positive
Jejuri,0.271,0.5702,82,Positive
Ukhimath,0.271,0.5621,295,Positive
Nagarjuna Sagar,0.2709,0.5218,123,Positive
Thuckalay,0.2708,0.4924,597,Positive
Konni,0.2707,0.5305,73,Positive
Koynanagar,0.2707,0.5087,25,Positive
Thiruthani,0.2707,0.5091,78,Positive
Dabaspete,0.2706,0.5679,159,Positive
Vengurla,0.2703,0.5524,146,Positive
Jambusar,0.2703,0.5286,30,Positive
Siridao,0.27,0.5937,20,Positive
Palolem,0.2696,0.5513,237,Positive
Chamba,0.2696,0.545,1506,Positive
Hampi,0.2696,0.5428,6950,Positive
Burdwan,0.2695,0.4504,14,Positive
Srikalahasti,0.2694,0.528,419,Positive
Dharampur,0.2694,0.5184,11,Positive
Anjuna,0.2694,0.5343,981,Positive
Puri,0.2693,0.5476,8105,Positive
Channapatna,0.2693,0.5002,233,Positive
Thiruvannamalai,0.2693,0.5427,707,Positive
Rajgir,0.2692,0.5232,505,Positive
Ghatshila,0.2691,0.5872,18,Positive
Karuvarakundu,0.269,0.5743,8,Positive
Allahabad,0.269,0.5076,2263,Positive
Tadepalligudem,0.2688,0.85,2,Positive
Palampur,0.2688,0.5596,791,Positive
Anachal,0.2687,0.4625,245,Positive
Theni,0.2686,0.5458,365,Positive
Ajmer,0.2686,0.5435,2948,Positive
Virpur,0.2685,0.5433,76,Positive
Vaikom,0.2684,0.4821,44,Positive
Samsing,0.2684,0.5548,34,Positive
Bolpur,0.2684,0.5169,151,Positive
Latehar,0.2681,0.5689,10,Positive
Champawat,0.2681,0.4565,52,Positive
Puttaparthi,0.2679,0.5009,358,Positive
Jhalrapatan,0.2679,0.4881,6,Positive
Saiha,0.2679,0.6986,2,Positive
Puthuppally,0.2678,0.4731,7,Positive
Dhaula Kuan,0.2678,0.3515,4,Positive
Bishnupur,0.2678,0.4998,369,Positive
Mawlynnong,0.2676,0.5503,826,Positive
Ponnani,0.2676,0.5806,26,Positive
Dwarka,0.2675,0.5208,3484,Positive
Malsi,0.2674,0.5802,665,Positive
Araku Valley,0.2674,0.5622,231,Positive
Karkala,0.2674,0.522,210,Positive
Raigad,0.2674,0.5226,693,Positive
Nakodar,0.2673,0.5519,19,Positive
Deeg,0.2672,0.5842,223,Positive
Bidar,0.2671,0.5421,476,Positive
Palghar,0.2671,0.5542,119,Positive
Kavi,0.267,0.5047,5,Positive
Ramnagaram,0.267,0.4939,55,Positive
Mollem National Park,0.2667,0.5419,1209,Positive
Sohra,0.2666,0.5593,3427,Positive
Pokhran,0.2664,0.5138,49,Positive
Baba Bakala,0.2664,0.3832,19,Positive
Rameswaram,0.2663,0.524,6365,Positive
Kondapalle,0.2663,0.4818,20,Positive
Sirpur,0.266,0.5094,28,Positive
Alchi,0.266,0.5511,123,Positive
Dewas,0.2659,0.5034,54,Positive
Binsar,0.2657,0.5465,121,Positive
Dombivli,0.2656,0.4871,19,Positive
Aurangabad,0.2655,0.5347,6335,Positive
Candolim,0.2655,0.5689,532,Positive
Ganjam,0.2654,0.547,257,Positive
Wai,0.2648,0.5266,50,Positive
Garjiya,0.2647,0.4347,10,Positive
Kausani,0.2645,0.5354,1213,Positive
Subrahmanya,0.2643,0.5933,3,Positive
Ratibandar,0.2642,0.437,8,Positive
Mandu,0.2638,0.5183,1309,Positive
Ozar,0.2638,0.5076,86,Positive
Trimbak,0.2634,0.5199,1468,Positive
Triyuginarayan,0.263,0.4579,53,Positive
Pudukkottai,0.2628,0.505,157,Positive
Kalpetta,0.2627,0.5454,7837,Positive
Kalady,0.2626,0.4825,173,Positive
Barog,0.2626,0.5189,46,Positive
Acharapakkam,0.2625,0.4375,2,Positive
Parra,0.2625,0.4571,7,Positive
Dibrugarh,0.2623,0.5929,74,Positive
Almora,0.2623,0.5321,1162,Positive
Nagaon,0.2623,0.3918,56,Positive
Pathanamthitta,0.2621,0.5411,362,Positive
Tura,0.2618,0.5772,29,Positive
Tabo,0.2618,0.5105,61,Positive
Jaggaiahpet,0.2616,0.5348,11,Positive
Rarang Khas,0.2615,0.5775,3,Positive
Adipur,0.2614,0.5236,30,Positive
Namakkal,0.2614,0.5156,233,Positive
Darbhanga,0.2613,0.5478,20,Positive
Bhiwandi,0.2612,0.4848,11,Positive
Kurnool,0.2612,0.5111,1068,Positive
Kanthalloor,0.2608,0.5229,16,Positive
Tirur,0.2607,0.4875,34,Positive
Sriperumbudur,0.2607,0.5366,54,Positive
Hazira,0.2605,0.5852,127,Positive
Junagadh,0.2605,0.53,2019,Positive
Gyaraspur,0.2604,0.4573,4,Positive
Kalsi,0.2604,0.6035,12,Positive
Burhanpur,0.2603,0.5202,102,Positive
Tambaram,0.2602,0.5678,15,Positive
Raichur,0.26,0.4832,56,Positive
Koderma,0.26,0.4804,15,Positive
Bankura,0.2598,0.5374,230,Positive
Kas,0.2597,0.5486,451,Positive
Murud,0.2596,0.5243,424,Positive
Umaria,0.2592,0.6299,8,Positive
Chamoli,0.259,0.5493,683,Positive
Digha,0.2587,0.5387,1081,Positive
Fatehpur Sikri,0.2586,0.538,2394,Positive
Idagunji,0.2584,0.5249,76,Positive
Thrikkakara,0.2583,0.5456,25,Positive
Mulbagal,0.2582,0.5472,20,Positive
Subramanya,0.2582,0.5359,491,Positive
Guwahati,0.258,0.5236,4896,Positive
Golaghat,0.2579,0.5341,30,Positive
Manikaran,0.2579,0.5955,318,Positive
Velankanni,0.2578,0.5361,740,Positive
Talwandi Sabo,0.2578,0.4532,16,Positive
Datia,0.2576,0.5331,140,Positive
Naldehra,0.2575,0.5316,296,Positive
Dyathapura,0.2575,0.329,3,Positive
Thenmala,0.2572,0.5315,218,Positive
Kanchipuram,0.2569,0.5069,1349,Positive
Daulatabad,0.2569,0.5434,553,Positive
